ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
703	"AT4G00335"	"RHB1A"	chr4	+	146790	146928	145903	146055	147194	147564
704	"AT4G00335"	"RHB1A"	chr4	+	146796	146928	145927	146055	147194	147564
705	"AT1G20640"	"NLP4"	chr1	+	7154757	7154829	7154409	7154549	7155169	7155980
706	"AT3G23830"	"RBG4"	chr3	-	8607091	8607198	8606476	8606875	8607398	8607467
707	"AT3G46280"	"AT3G46280"	chr3	-	17006567	17006606	17005858	17006026	17006861	17007370
708	"AT2G41880"	"GK-1"	chr2	+	17475035	17475090	17474618	17474811	17475239	17475353
709	"AT2G41880"	"GK-1"	chr2	+	17476683	17476729	17476473	17476609	17476808	17476899
710	"AT4G28830"	"AT4G28830"	chr4	+	14233371	14233460	14233238	14233287	14233549	14233597
711	"AT5G06830"	"AT5G06830"	chr5	-	2119219	2119354	2118855	2118950	2119498	2119629
712	"AT5G48640"	"CYCC1-1"	chr5	-	19725196	19725236	19724984	19725029	19725386	19725493
713	"AT4G23660"	"PPT1"	chr4	-	12328861	12328927	12328436	12328572	12329035	12329185
714	"AT4G23660"	"PPT1"	chr4	-	12329271	12329341	12329035	12329185	12329530	12329652
715	"AT4G23660"	"PPT1"	chr4	-	12330119	12330255	12329530	12329652	12330916	12331378
716	"AT2G23010"	"SCPL9"	chr2	+	9800064	9800102	9799872	9799975	9800170	9800272
717	"AT2G23010"	"SCPL9"	chr2	+	9800597	9800681	9800417	9800504	9801296	9801368
718	"AT1G17370"	"UBP1B"	chr1	-	5954217	5954279	5953739	5953842	5954720	5955037
719	"AT4G39900"	"AT4G39900"	chr4	-	18508949	18508992	18508747	18508856	18509108	18509402
720	"AT5G05930"	"GC1"	chr5	-	1781401	1781490	1781089	1781151	1781757	1781832
721	"AT1G16020"	"AT1G16020"	chr1	+	5499474	5499513	5499191	5499375	5499640	5499750
722	"AT1G03290"	"AT1G03290"	chr1	+	807950	808017	807395	807510	808228	808394
723	"AT1G69510"	"AT1G69510"	chr1	+	26126771	26126856	26126359	26126477	26127008	26127071
724	"AT1G69510"	"AT1G69510"	chr1	+	26126776	26126856	26126349	26126477	26127008	26127071
725	"AT3G05345"	"AT3G05345"	chr3	-	1523266	1523304	1523067	1523147	1523369	1523450
726	"AT1G29970"	"RPL18AA"	chr1	-	10500818	10500894	10500119	10500234	10501003	10501054
727	"AT5G06610"	"AT5G06610"	chr5	+	2031426	2031768	2029896	2030180	2032955	2033179
728	"AT4G39710"	"PNSL4"	chr4	-	18427558	18427619	18427413	18427482	18427798	18427891
729	"AT4G39710"	"PNSL4"	chr4	-	18427562	18427619	18427413	18427482	18427798	18427891
730	"AT4G39710"	"PNSL4"	chr4	-	18427798	18427891	18427558	18427619	18427977	18428375
731	"AT2G20790"	"AP5M"	chr2	-	8951950	8952266	8951575	8951859	8952344	8952473
732	"AT2G20790"	"AP5M"	chr2	-	8951950	8952271	8951575	8951859	8952344	8952473
733	"AT1G01100"	"RPP1A"	chr1	-	50882	50963	50418	50631	51125	51197
734	"AT5G04290"	"KTF1"	chr5	+	1200022	1200073	1199729	1199799	1200162	1200202
735	"AT1G26180"	"AT1G26180"	chr1	+	9055917	9055960	9055719	9055763	9056052	9056124
736	"AT1G07570"	"APK1A"	chr1	-	2333167	2333281	2332613	2332930	2333504	2333633
737	"AT2G42810"	"PAPP5"	chr2	-	17813912	17814030	17813491	17813639	17814109	17814218
738	"AT2G42810"	"PAPP5"	chr2	-	17814557	17814719	17814109	17814218	17814888	17815039
739	"AT3G61415"	"ASK21"	chr3	-	22724265	22724335	22723722	22723823	22724432	22724543
740	"AT5G59960"	"AT5G59960"	chr5	-	24143313	24143368	24143138	24143239	24143444	24143501
741	"AT5G59960"	"AT5G59960"	chr5	-	24143837	24143883	24143444	24143501	24144140	24144223
742	"AT4G37110"	"AT4G37110"	chr4	-	17485751	17485790	17485375	17485615	17485916	17486276
743	"AT1G66680"	"AR401"	chr1	-	24867333	24867430	24866938	24867042	24868074	24868275
744	"AT1G05430"	"AT1G05430"	chr1	-	1595132	1595186	1594922	1595043	1595320	1595426
745	"AT1G05890"	"ARI5"	chr1	+	1780719	1780810	1780525	1780631	1781086	1781259
746	"AT1G05890"	"ARI5"	chr1	+	1781926	1782015	1781694	1781799	1782190	1782298
747	"AT1G34340"	"AT1G34340"	chr1	+	12531433	12531495	12531270	12531360	12531747	12531837
748	"AT1G34340"	"AT1G34340"	chr1	+	12531572	12531673	12531433	12531495	12531747	12531837
749	"AT1G34340"	"AT1G34340"	chr1	+	12532976	12533033	12532779	12532828	12533190	12533321
750	"AT1G34340"	"AT1G34340"	chr1	+	12533394	12533478	12533190	12533321	12533555	12533622
751	"AT1G16470"	"PAB1"	chr1	+	5624265	5624335	5623890	5623958	5624618	5624704
752	"AT5G54250"	"CNGC4"	chr5	-	22027516	22027830	22027173	22027282	22028497	22028713
753	"AT5G22030"	"UBP8"	chr5	-	7295132	7295222	7294687	7294811	7295345	7295597
754	"AT5G12240"	"AT5G12240"	chr5	-	3959631	3959672	3959263	3959323	3960210	3960280
755	"AT5G14660"	"PDF1B"	chr5	-	4727424	4727487	4727093	4727230	4727758	4727869
756	"AT1G61850"	"PLA1"	chr1	+	22858111	22858274	22857791	22858037	22858356	22858617
757	"AT5G59710"	"VIP2"	chr5	+	24060244	24060333	24059857	24059956	24060435	24060516
758	"AT4G18070"	"AT4G18070"	chr4	+	10032423	10032495	10032233	10032335	10032594	10032930
759	"AT4G18070"	"AT4G18070"	chr4	+	10032423	10032495	10032233	10032335	10032597	10032963
760	"AT3G52050"	"AT3G52050"	chr3	+	19307081	19307135	19306333	19306352	19307794	19307922
761	"AT3G52050"	"AT3G52050"	chr3	+	19307117	19307135	19306333	19306352	19307794	19307922
762	"AT1G16540"	"ABA3"	chr1	+	5661522	5661568	5661334	5661440	5661827	5661866
763	"AT3G03300"	"DCL2"	chr3	-	773384	773446	772829	772970	773552	773637
764	"AT1G03055"	"D27"	chr1	-	710694	710801	710240	710333	711091	711184
765	"AT1G03055"	"D27"	chr1	-	710694	711016	710240	710333	711091	711184
766	"AT1G03055"	"D27"	chr1	-	710954	711016	710694	710801	711091	711184
767	"AT1G03055"	"D27"	chr1	-	711262	711408	711091	711184	711504	711803
768	"AT5G24970"	"AT5G24970"	chr5	-	8608348	8608472	8608125	8608237	8608605	8608842
769	"AT3G19330"	"AT3G19330"	chr3	+	6700753	6700822	6699622	6700673	6701084	6701300
770	"AT3G19330"	"AT3G19330"	chr3	+	6700756	6700822	6700318	6700673	6701084	6701287
771	"AT3G19330"	"AT3G19330"	chr3	+	6700772	6700822	6700318	6700673	6701084	6701255
772	"AT1G17040"	"SHA"	chr1	+	5825338	5825368	5824847	5825267	5825482	5825674
773	"AT4G22756"	"SMO1-2"	chr4	-	11955958	11956281	11955469	11955617	11956359	11956813
774	"AT5G02940"	"AT5G02940"	chr5	-	685371	685419	685218	685288	685514	685591
775	"AT2G45240"	"MAP1A"	chr2	+	18657759	18657801	18657621	18657673	18657900	18657962
776	"AT1G57765"	"AT1G57765"	chr1	+	21393964	21393994	21393350	21393577	21394295	21394553
777	"AT5G37055"	"SWC6"	chr5	-	14642104	14642210	14641911	14642018	14642288	14642440
778	"AT4G29900"	"ACA10"	chr4	-	14616430	14616514	14616255	14616333	14616599	14616670
779	"AT1G50730"	"AT1G50730"	chr1	+	18800521	18800609	18800285	18800447	18800964	18801039
780	"AT3G48540"	"AT3G48540"	chr3	-	17990274	17990328	17989973	17990075	17990594	17990658
781	"AT4G08160"	"AT4G08160"	chr4	-	5159934	5159945	5159033	5159500	5160380	5161224
782	"AT2G20360"	"AT2G20360"	chr2	+	8788163	8788279	8787752	8787884	8788373	8788497
783	"AT4G01430"	"AT4G01430"	chr4	+	586157	586220	585597	585888	586392	586509
784	"AT4G01430"	"AT4G01430"	chr4	+	586392	586509	585597	585888	586586	586998
785	"AT5G62165"	"AGL42"	chr5	+	24966817	24966879	24966361	24966443	24967327	24967427
786	"AT5G62165"	"AGL42"	chr5	+	24967694	24967736	24967327	24967427	24967840	24967882
787	"AT5G47435"	"PURU1"	chr5	+	19242563	19242723	19242399	19242473	19242889	19242988
788	"AT2G47410"	"AT2G47410"	chr2	+	19453086	19453157	19452926	19453007	19453409	19453506
789	"AT2G44610"	"RABH1B"	chr2	-	18412204	18412295	18411425	18411924	18412679	18412791
790	"AT4G32990"	"AT4G32990"	chr4	+	15921978	15922048	15921676	15921739	15922305	15922389
791	"AT5G56140"	"AT5G56140"	chr5	+	22726609	22726755	22726166	22726252	22727167	22727281
792	"AT4G39980"	"DHS1"	chr4	+	18540637	18540914	18540248	18540526	18541249	18541495
793	"AT1G05200"	"GLR3.4"	chr1	+	1507885	1507917	1507528	1507806	1508023	1508433
794	"AT1G45191"	"BGLU1"	chr1	+	17116402	17116438	17116256	17116320	17116811	17116861
795	"AT1G45191"	"BGLU1"	chr1	+	17117993	17118202	17117788	17117904	17118336	17118411
796	"AT1G45191"	"BGLU1"	chr1	+	17117993	17118217	17117788	17117904	17118336	17118411
797	"AT1G16890"	"UBC36"	chr1	-	5777078	5777120	5776892	5776966	5777413	5777472
798	"AT2G22310"	"UBP4"	chr2	-	9478531	9478573	9478346	9478457	9478708	9478881
799	"AT1G08820"	"PVA22"	chr1	-	2824791	2824915	2824363	2824476	2825166	2825275
800	"AT4G25170"	"AT4G25170"	chr4	+	12910412	12910457	12909574	12910149	12910596	12910840
801	"AT3G11220"	"ELP4"	chr3	-	3514773	3514852	3514447	3514607	3515112	3515260
802	"AT3G11220"	"ELP4"	chr3	-	3514975	3515029	3514773	3514852	3515112	3515260
803	"AT1G05960"	"AT1G05960"	chr1	-	1814327	1814390	1814143	1814258	1814446	1814562
804	"AT5G01650"	"AT5G01650"	chr5	-	243037	243123	242578	242769	243247	243448
805	"AT5G63540"	"RMI1"	chr5	-	25443082	25443181	25442760	25442915	25443295	25443441
806	"AT2G23610"	"MES3"	chr2	-	10044794	10044929	10044178	10044691	10046028	10046532
807	"AT2G40400"	"AT2G40400"	chr2	+	16872183	16872297	16871447	16871996	16872422	16872592
808	"AT4G32930"	"AT4G32930"	chr4	+	15899602	15899626	15899396	15899504	15899773	15899941
809	"AT1G08520"	"CHLD"	chr1	+	2698110	2698203	2697871	2697995	2698626	2698722
810	"AT2G15000"	"AT2G15000"	chr2	-	6481592	6481656	6480916	6481207	6481870	6481989
811	"AT2G41740"	"VLN2"	chr2	-	17413034	17413045	17412816	17412957	17413168	17413316
812	"AT5G66210"	"CPK28"	chr5	-	26456663	26456839	26456291	26456529	26456934	26457108
813	"AT5G43430"	"ETFB"	chr5	+	17454570	17454665	17454386	17454467	17454885	17455296
814	"AT3G24350"	"SYP32"	chr3	+	8838060	8838102	8837607	8837976	8838211	8838468
815	"AT1G23600"	"AT1G23600"	chr1	-	8361831	8361969	8361607	8361751	8362071	8362224
816	"AT2G43240"	"AT2G43240"	chr2	-	17971745	17971879	17971581	17971661	17972045	17972153
817	"AT2G43240"	"AT2G43240"	chr2	-	17974362	17974419	17973993	17974071	17974797	17974914
818	"AT5G54090"	"AT5G54090"	chr5	-	21949886	21950014	21949558	21949606	21950144	21950295
819	"AT3G28050"	"AT3G28050"	chr3	+	10444100	10444329	10443838	10443952	10444421	10444583
820	"AT4G34090"	"AT4G34090"	chr4	-	16329165	16329223	16328908	16329064	16329320	16329363
821	"AT4G34090"	"AT4G34090"	chr4	-	16329320	16329363	16329165	16329223	16329453	16329528
822	"AT4G34090"	"AT4G34090"	chr4	-	16329320	16329366	16329165	16329223	16329453	16329528
823	"AT4G33760"	"AT4G33760"	chr4	-	16192247	16192357	16192036	16192148	16192434	16192578
824	"AT5G66900"	"AT5G66900"	chr5	-	26715879	26716076	26714763	26715763	26716158	26716511
825	"AT1G05000"	"AT1G05000"	chr1	+	1426234	1426330	1426015	1426109	1427898	1427956
826	"AT2G17760"	"AT2G17760"	chr2	+	7713944	7714080	7713313	7713792	7714482	7714718
827	"AT4G36920"	"AP2"	chr4	+	17401645	17401676	17401533	17401559	17401786	17401874
828	"AT4G24750"	"STR11"	chr4	-	12759031	12759119	12758850	12758918	12759421	12759496
829	"AT4G24750"	"STR11"	chr4	-	12759835	12759932	12759578	12759618	12760176	12760284
830	"AT1G76200"	"AT1G76200"	chr1	+	28593923	28593980	28593773	28593819	28594494	28594742
831	"AT2G26210"	"AT2G26210"	chr2	+	11157615	11157821	11157117	11157247	11157897	11157983
832	"AT2G26210"	"AT2G26210"	chr2	+	11157619	11157821	11157117	11157247	11157897	11157983
833	"AT2G26210"	"AT2G26210"	chr2	+	11157687	11157821	11157117	11157247	11157897	11157983
834	"AT2G26210"	"AT2G26210"	chr2	+	11158313	11158371	11157897	11157983	11158461	11158521
835	"AT3G25530"	"GLYR1"	chr3	-	9272379	9272458	9272138	9272309	9272547	9272663
836	"AT4G32470"	"QCR7-1"	chr4	-	15670019	15670020	15669218	15669709	15670070	15670118
837	"AT4G32470"	"QCR7-1"	chr4	-	15670019	15670020	15669218	15669709	15670732	15670890
838	"AT4G32470"	"QCR7-1"	chr4	-	15670070	15670118	15669218	15669709	15670732	15670890
839	"AT4G32470"	"QCR7-1"	chr4	-	15670070	15670118	15670019	15670020	15670732	15670890
840	"AT2G48120"	"PAC"	chr2	+	19680470	19680557	19680200	19680395	19680633	19680684
841	"AT4G34060"	"DML3"	chr4	+	16318418	16318476	16318288	16318325	16318547	16318684
842	"AT5G15845"	"AT5G15845"	chr5	+	5175200	5175260	5174762	5174949	5175880	5175995
843	"AT5G38410"	"RBCS-3B"	chr5	-	15377895	15378045	15377172	15377740	15378135	15378416
844	"AT5G38410"	"RBCS-3B"	chr5	-	15377910	15378045	15377172	15377740	15378135	15378416
845	"AT3G05670"	"AT3G05670"	chr3	+	1653712	1655342	1653263	1653389	1655683	1656605
846	"AT5G26110"	"AT5G26110"	chr5	-	9119104	9119218	9118723	9119002	9119596	9119826
847	"AT5G26110"	"AT5G26110"	chr5	-	9119289	9119370	9119104	9119218	9119596	9119826
848	"AT2G21880"	"RABG2"	chr2	-	9325455	9325578	9325284	9325365	9325684	9325784
849	"AT2G21880"	"RABG2"	chr2	-	9325455	9325602	9325284	9325365	9325684	9325784
850	"AT5G38660"	"APE1"	chr5	-	15473641	15473722	15473451	15473497	15473872	15473926
851	"AT2G18100"	"AT2G18100"	chr2	+	7869992	7870063	7869820	7869912	7870164	7870300
852	"AT2G01220"	"AT2G01220"	chr2	+	125273	125383	124810	124907	125591	125698
853	"AT1G73090"	"AT1G73090"	chr1	+	27489684	27489722	27489339	27489560	27489807	27489853
854	"AT1G13950"	"ELF5A-1"	chr1	+	4774237	4774294	4774021	4774144	4774367	4774442
855	"AT3G24170"	"ATGR1"	chr3	-	8733797	8733862	8733641	8733711	8733965	8734142
856	"AT5G13530"	"KEG"	chr5	+	4348032	4348158	4347620	4347851	4348256	4348593
857	"AT2G43640"	"SRP14"	chr2	-	18098616	18098688	18098314	18098408	18099027	18099130
858	"AT3G63510"	"AT3G63510"	chr3	+	23450987	23451115	23450778	23450905	23451191	23451261
859	"AT3G63510"	"AT3G63510"	chr3	+	23451333	23451436	23451191	23451261	23451520	23451638
860	"AT3G63510"	"AT3G63510"	chr3	+	23451729	23451811	23451520	23451638	23451890	23451952
861	"AT1G28330"	"DYL1"	chr1	-	9934450	9934566	9933908	9934288	9934793	9935019
862	"AT1G56200"	"emb1303"	chr1	+	21031091	21031228	21030793	21030909	21031356	21031432
863	"AT1G10600"	"AMSH2"	chr1	+	3504358	3504392	3504023	3504113	3504568	3504643
864	"AT1G10600"	"AMSH2"	chr1	+	3504425	3504488	3504023	3504113	3504568	3504643
865	"AT1G10600"	"AMSH2"	chr1	+	3504881	3504934	3504736	3504799	3505015	3505502
866	"AT4G19450"	"AT4G19450"	chr4	+	10607735	10608667	10606452	10606846	10608740	10609335
867	"AT5G09830"	"BOLA2"	chr5	-	3058102	3058125	3057645	3058014	3058709	3058821
868	"AT3G46220"	"AT3G46220"	chr3	+	16980369	16980417	16979940	16980207	16980590	16980656
869	"AT2G36080"	"ARF31"	chr2	-	15149623	15149814	15148258	15148650	15150906	15151575
870	"AT1G30845"	"AT1G30845"	chr1	+	10980043	10980214	10979846	10979957	10980343	10980688
871	"AT3G03773"	"AT3G03773"	chr3	+	952234	952273	951774	951889	952387	952568
872	"AT4G26650"	"AT4G26650"	chr4	+	13445448	13445563	13444849	13445267	13445736	13445973
873	"AT2G35360"	"AT2G35360"	chr2	-	14890285	14890362	14890130	14890209	14890461	14890594
874	"AT5G26780"	"SHM2"	chr5	+	9419833	9420031	9419659	9419752	9420121	9420226
875	"AT1G67420"	"AT1G67420"	chr1	+	25258884	25259009	25258635	25258754	25259163	25259388
876	"AT3G13040"	"AT3G13040"	chr3	-	4173865	4174517	4173487	4173692	4175030	4175064
877	"AT1G02120"	"VAD1"	chr1	+	396290	396356	396166	396217	396438	396534
878	"AT1G02120"	"VAD1"	chr1	+	397876	397964	397702	397743	398064	398151
879	"AT3G18080"	"BGLU44"	chr3	+	6192368	6192456	6192218	6192290	6192529	6192782
880	"AT1G21070"	"AT1G21070"	chr1	-	7377084	7377285	7376588	7376750	7377380	7377565
881	"AT2G42770"	"AT2G42770"	chr2	-	17799165	17799321	17798948	17799081	17799645	17800006
882	"AT5G26667"	"UMK3"	chr5	+	9278079	9278137	9277686	9277758	9278330	9278593
883	"AT1G17650"	"GLYR2"	chr1	-	6071499	6071581	6071316	6071382	6071780	6072012
884	"AT2G05310"	"AT2G05310"	chr2	-	1933847	1933917	1933271	1933535	1933982	1934212
885	"AT4G09680"	"CTC1"	chr4	+	6121458	6121567	6121178	6121395	6122087	6122407
886	"AT2G45540"	"AT2G45540"	chr2	-	18760119	18760204	18759909	18760030	18760300	18760450
887	"AT3G25840"	"AT3G25840"	chr3	-	9456873	9456929	9455831	9456751	9457089	9457554
888	"AT3G54740"	"AT3G54740"	chr3	+	20262795	20262845	20262390	20262679	20263036	20264115
889	"AT1G59840"	"CCB4"	chr1	+	22028084	22028251	22027911	22027995	22028486	22029379
890	"AT2G35330"	"AT2G35330"	chr2	+	14869225	14870879	14868991	14869060	14871157	14871928
891	"AT5G39740"	"RPL5B"	chr5	+	15903425	15903486	15903314	15903367	15903778	15903848
892	"AT1G78710"	"TBL42"	chr1	+	29604009	29604168	29603725	29603904	29604259	29604557
893	"AT2G01690"	"VAC14"	chr2	-	310563	310684	310224	310386	310765	310881
894	"AT1G68830"	"STN7"	chr1	-	25874901	25874988	25874701	25874821	25875080	25875550
895	"AT5G37380"	"AT5G37380"	chr5	-	14819034	14819105	14816758	14818453	14819191	14819287
896	"AT5G37380"	"AT5G37380"	chr5	-	14819062	14819105	14816760	14818457	14819191	14819296
897	"AT1G15200"	"AT1G15200"	chr1	-	5229127	5229268	5228966	5229051	5229345	5229446
898	"AT1G15200"	"AT1G15200"	chr1	-	5229246	5229261	5228966	5229051	5229345	5229446
899	"AT3G23390"	"RPL36AB"	chr3	+	8376004	8376079	8375646	8375826	8376164	8376392
900	"AT3G28970"	"AAR3"	chr3	-	10988489	10988535	10988322	10988402	10988604	10988701
901	"AT3G28970"	"AAR3"	chr3	-	10989358	10989485	10989106	10989158	10989721	10989921
902	"AT5G24620"	"AT5G24620"	chr5	+	8430338	8430431	8430003	8430069	8431047	8431227
903	"AT1G30620"	"MUR4"	chr1	+	10854989	10855050	10854604	10854873	10855429	10855556
904	"AT1G02610"	"AT1G02610"	chr1	-	554795	554863	554471	554613	555571	555643
905	"AT1G49040"	"SCD1"	chr1	-	18143666	18143824	18143519	18143567	18144072	18144123
906	"AT2G35730"	"AT2G35730"	chr2	-	15021049	15021131	15020491	15020761	15021412	15021556
907	"AT5G25265"	"AT5G25265"	chr5	-	8755250	8755322	8754992	8755106	8755673	8755743
908	"AT5G63510"	"GAMMACAL1"	chr5	+	25424965	25425046	25423966	25424435	25425235	25425871
909	"AT5G62640"	"ELF5"	chr5	-	25151916	25151991	25151759	25151853	25152270	25152541
910	"AT5G08470"	"PEX1"	chr5	+	2736525	2736625	2736277	2736451	2736821	2737292
911	"AT2G34185"	"AT2G34185"	chr2	+	14434892	14434933	14434338	14434555	14435035	14435147
912	"AT2G38180"	"AT2G38180"	chr2	+	15997969	15998046	15997742	15997883	15998134	15998278
913	"AT5G14610"	"RH46"	chr5	+	4712581	4712725	4712122	4712191	4712948	4713218
914	"AT5G14610"	"RH46"	chr5	+	4712806	4712866	4712581	4712725	4712948	4713218
915	"AT5G13570"	"DCP2"	chr5	+	4368921	4368960	4368279	4368375	4369076	4369229
916	"AT5G46570"	"BSK2"	chr5	+	18894991	18895209	18894401	18894762	18895567	18895703
917	"AT5G22860"	"AT5G22860"	chr5	-	7639762	7639812	7639317	7639653	7639910	7639990
918	"AT5G27710"	"AT5G27710"	chr5	+	9813738	9813881	9813586	9813664	9814271	9814342
919	"AT1G77310"	"AT1G77310"	chr1	+	29052588	29052665	29052396	29052489	29053049	29053179
920	"AT1G05720"	"AT1G05720"	chr1	-	1718119	1718301	1717446	1717749	1718429	1718488
921	"AT4G23010"	"UTR2"	chr4	-	12060934	12061075	12060630	12060738	12061158	12061260
922	"AT3G10480"	"ANAC050"	chr3	+	3265801	3265893	3265472	3265658	3266121	3267090
923	"AT3G10480"	"ANAC050"	chr3	+	3266004	3266050	3265801	3265893	3266121	3267090
924	"AT3G22260"	"AT3G22260"	chr3	+	7871820	7871894	7871460	7871698	7872051	7872106
925	"AT3G22260"	"AT3G22260"	chr3	+	7872771	7872820	7872606	7872680	7873012	7873097
926	"AT1G06790"	"AT1G06790"	chr1	+	2088301	2088389	2087858	2087954	2088560	2088645
927	"AT2G40570"	"AT2G40570"	chr2	+	16941491	16941637	16940834	16941369	16941717	16942393
928	"AT5G41990"	"WNK8"	chr5	-	16797069	16797107	16796757	16796985	16797472	16798006
929	"AT3G06530"	"AT3G06530"	chr3	+	2030458	2030526	2030280	2030376	2030612	2030964
930	"AT4G26480"	"AT4G26480"	chr4	-	13374132	13374272	13373541	13373655	13374882	13374968
931	"AT4G35830"	"ACO1"	chr4	-	16975260	16975446	16975109	16975177	16975687	16975763
932	"AT2G33390"	"AT2G33390"	chr2	+	14151532	14151952	14151134	14151376	14152640	14153118
933	"AT5G26180"	"AT5G26180"	chr5	+	9149763	9149822	9149226	9149691	9149901	9149952
934	"AT3G49050"	"AT3G49050"	chr3	+	18182286	18182345	18180967	18182205	18182661	18182790
935	"AT1G10940"	"SRK2A"	chr1	-	3656483	3656582	3655776	3656400	3656665	3656770
936	"AT1G10940"	"SRK2A"	chr1	-	3657406	3657430	3657278	3657332	3657522	3657624
937	"AT2G39340"	"AT2G39340"	chr2	+	16427114	16427283	16426893	16426991	16427443	16427926
938	"AT4G00170"	"PVA13"	chr4	-	71657	71739	71456	71572	71819	71893
939	"AT3G54280"	"BTAF1"	chr3	+	20094228	20094321	20093822	20093877	20094487	20094569
940	"AT5G14550"	"AT5G14550"	chr5	-	4692239	4692278	4691988	4692054	4692548	4692629
941	"AT5G14550"	"AT5G14550"	chr5	-	4692548	4692629	4692239	4692278	4692759	4692841
942	"AT1G51805"	"AT1G51805"	chr1	-	19222007	19222073	19221730	19221920	19222165	19222292
943	"AT1G04200"	"AT1G04200"	chr1	+	1110982	1111228	1110677	1110819	1111304	1111392
944	"AT1G04200"	"AT1G04200"	chr1	+	1112860	1112950	1112688	1112781	1113071	1113191
945	"AT5G37530"	"AT5G37530"	chr5	+	14908749	14908807	14908547	14908672	14908909	14909177
946	"AT4G16990"	"RLM3"	chr4	+	9560815	9560992	9560134	9560612	9561096	9561917
947	"AT4G16990"	"RLM3"	chr4	+	9561096	9561917	9560134	9560612	9562014	9562123
948	"AT4G16990"	"RLM3"	chr4	+	9562244	9562348	9562014	9562123	9562674	9562885
949	"AT4G16990"	"RLM3"	chr4	+	9563014	9563187	9562674	9562885	9564476	9564596
950	"AT4G16990"	"RLM3"	chr4	+	9563017	9563187	9562674	9562885	9564476	9564596
951	"AT1G64770"	"PNSB2"	chr1	+	24058588	24058655	24058037	24058472	24059217	24059561
952	"AT2G42710"	"AT2G42710"	chr2	+	17783955	17784020	17783688	17783791	17784113	17784158
953	"AT4G00560"	"AT4G00560"	chr4	-	241246	241370	241024	241155	241458	241646
954	"AT3G18140"	"AT3G18140"	chr3	-	6213068	6213148	6212929	6212989	6213228	6213311
955	"AT5G53940"	"AT5G53940"	chr5	-	21897887	21897931	21897471	21897580	21898493	21898610
956	"AT3G63520"	"CCD1"	chr3	+	23453921	23453984	23453736	23453836	23454208	23454319
957	"AT2G41710"	"AT2G41710"	chr2	-	17402098	17402107	17401920	17402009	17402253	17402336
958	"AT3G12390"	"AT3G12390"	chr3	+	3942657	3942742	3942256	3942400	3943023	3943154
959	"AT3G03720"	"CAT4"	chr3	-	927083	927288	926843	926952	927510	927669
960	"AT1G58230"	"AT1G58230"	chr1	+	21573055	21573171	21572409	21572586	21573662	21575028
961	"AT5G09600"	"SDH3-1"	chr5	+	2979593	2979687	2979143	2979294	2979766	2979847
962	"AT3G24010"	"ING1"	chr3	-	8676772	8676836	8676580	8676668	8677001	8677186
963	"AT1G65700"	"LSM8"	chr1	-	24435833	24435894	24435697	24435738	24436172	24436287
964	"AT1G64628"	"CPuORF57"	chr1	+	24020117	24020155	24019489	24019970	24020271	24020499
965	"AT1G18190"	"GC2"	chr1	-	6258811	6258904	6258551	6258677	6259010	6259063
966	"AT1G59650"	"CW14"	chr1	+	21920735	21920816	21919744	21920258	21920902	21921283
967	"AT1G72640"	"AT1G72640"	chr1	-	27347230	27347308	27347084	27347147	27347393	27347489
968	"AT1G23260"	"UEV1A"	chr1	-	8258184	8258324	8257669	8257795	8258545	8258688
969	"AT1G33615"	"AT1G33615"	chr1	-	12193811	12193938	12193622	12193711	12194172	12194261
970	"AT1G33615"	"AT1G33615"	chr1	-	12194172	12194261	12193811	12193938	12194350	12194374
971	"AT4G13710"	"AT4G13710"	chr4	+	7962948	7963005	7962431	7962653	7963193	7963250
972	"AT2G35450"	"AT2G35450"	chr2	-	14904908	14904977	14904710	14904790	14905136	14905372
973	"AT2G22980"	"SCPL13"	chr2	+	9780244	9780267	9780040	9780143	9780350	9780452
974	"AT2G22980"	"SCPL13"	chr2	+	9780816	9780903	9780350	9780452	9781165	9781237
975	"AT2G22980"	"SCPL13"	chr2	+	9780990	9781059	9780816	9780903	9781165	9781237
976	"AT2G22980"	"SCPL13"	chr2	+	9782047	9782169	9781165	9781237	9782628	9782742
977	"AT5G17300"	"RVE1"	chr5	-	5691550	5691612	5691073	5691388	5691698	5691810
978	"AT3G10180"	"AT3G10180"	chr3	-	3150131	3150224	3149892	3150039	3150662	3150767
979	"AT5G58200"	"AT5G58200"	chr5	+	23549881	23549903	23549737	23549788	23550031	23550143
980	"AT5G03830"	"AT5G03830"	chr5	+	1018654	1018795	1018337	1018440	1018881	1018958
981	"AT1G49980"	"AT1G49980"	chr1	+	18508964	18509088	18508710	18508884	18509176	18509277
982	"AT5G45760"	"AT5G45760"	chr5	+	18562244	18562322	18562131	18562174	18562410	18562835
983	"AT1G64480"	"CBL8"	chr1	-	23948820	23948873	23948426	23948507	23948960	23949069
984	"AT1G64480"	"CBL8"	chr1	-	23948960	23949069	23948426	23948507	23949214	23949274
985	"AT4G21660"	"AT4G21660"	chr4	-	11508708	11508750	11508308	11508386	11508826	11508934
986	"AT2G36720"	"AT2G36720"	chr2	+	15396132	15396185	15396001	15396061	15396265	15396432
987	"AT5G27400"	"AT5G27400"	chr5	+	9676770	9676899	9676547	9676614	9677136	9677224
988	"AT5G27400"	"AT5G27400"	chr5	+	9676986	9677050	9676770	9676899	9677136	9677224
