ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
156	"AT1G48740"	"AT1G48740"	chr1	-	18023386	18023827	18023386	18023625	18023715	18023827	156	0,1,0	0,0,1	1,0,1	1,2,0	238	149	1	1.0	NA,1.0,0.0	0.385,0.0,1.0	0.038
158	"AT2G28560"	"RAD51B"	chr2	-	12238811	12239124	12238811	12238925	12239002	12239124	158	1,1,3	2,0,2	0,3,0	0,4,1	225	149	1	1.0	0.249,1.0,0.498	NA,0.332,0.0	0.416
160	"AT5G66180"	"AT5G66180"	chr5	+	26450357	26450585	26450357	26450425	26450523	26450585	160	16,38,19	62,57,66	30,18,10	66,92,49	246	149	0.196044300987	0.455765395389	0.135,0.288,0.148	0.216,0.106,0.11	0.046
161	"AT2G44920"	"AT2G44920"	chr2	+	18526083	18526338	18526083	18526165	18526277	18526338	161	55,58,78	347,342,357	53,40,10	477,805,431	260	149	1.17017506795e-13	3.66789357506e-12	0.083,0.089,0.111	0.06,0.028,0.013	0.061
163	"AT4G07410"	"AT4G07410"	chr4	-	4204691	4205224	4204691	4204835	4204977	4205224	163	0,2,2	44,112,44	0,4,2	38,70,26	290	149	0.579901923891	0.947378038388	0.0,0.009,0.023	0.0,0.029,0.038	-0.012
165	"AT4G12780"	"AT4G12780"	chr4	+	7513758	7515229	7513758	7513910	7513991	7515229	165	13,18,6	12,15,10	5,18,1	4,9,7	229	149	0.846696210431	1.0	0.413,0.438,0.281	0.449,0.565,0.085	0.011
166	"AT3G07700"	"AT3G07700"	chr3	-	2460653	2460909	2460653	2460738	2460825	2460909	166	5,0,0	212,146,148	1,1,3	130,362,154	235	149	1	1.0	0.015,0.0,0.0	0.005,0.002,0.012	-0.001
169	"AT3G58640"	"AT3G58640"	chr3	-	21692426	21692821	21692426	21692693	21692791	21692821	169	13,17,9	13,31,8	3,13,4	21,61,8	246	149	0.00051362973245	0.00319556256224	0.377,0.249,0.405	0.08,0.114,0.232	0.202
170	"AT5G12150"	"ROPGAP6"	chr5	-	3924125	3924769	3924125	3924578	3924652	3924769	170	10,16,8	487,650,596	9,11,13	734,1168,615	222	149	0.482051389511	0.849195180359	0.014,0.016,0.009	0.008,0.006,0.014	0.004
171	"AT2G26980"	"CIPK3"	chr2	-	11515562	11515817	11515562	11515619	11515703	11515817	171	26,25,32	477,456,488	22,39,21	304,565,283	232	149	0.284363182878	0.593781086005	0.034,0.034,0.04	0.044,0.042,0.045	-0.008
172	"AT2G26980"	"CIPK3"	chr2	-	11515562	11515817	11515562	11515637	11515703	11515817	172	15,20,21	4,3,4	16,32,12	0,1,0	214	149	8.21777339122e-06	8.03221076626e-05	0.723,0.823,0.785	1.0,0.957,1.0	-0.209
174	"AT4G02005"	"AT4G02005"	chr4	-	876907	878628	876907	878510	878578	878628	174	25,15,14	14,16,10	2,8,0	20,36,10	216	149	2.62693045094e-09	5.08059527639e-08	0.552,0.393,0.491	0.065,0.133,0.0	0.413
177	"AT1G17980"	"PAPS1"	chr1	-	6190899	6191184	6190899	6191007	6191106	6191184	177	1,4,0	24,26,4	1,1,0	6,18,15	247	149	1	1.0	0.025,0.085,0.0	0.091,0.032,0.0	-0.004
179	"AT5G23510"	"AT5G23510"	chr5	+	7928901	7929338	7928901	7928947	7929060	7929338	179	4,18,12	123,170,190	13,12,4	101,98,61	261	149	0.134675100855	0.350772683889	0.018,0.057,0.035	0.068,0.065,0.036	-0.02
180	"AT5G14200"	"IMDH3"	chr5	+	4577743	4578240	4577743	4577950	4578036	4578240	180	7,6,1	579,667,633	4,10,2	917,1484,645	234	149	1	1.0	0.008,0.006,0.001	0.003,0.004,0.002	0.002
181	"AT3G29185"	"AT3G29185"	chr3	-	11154928	11155382	11154928	11155198	11155264	11155382	181	167,189,210	0,0,0	173,254,128	7,1,0	214	149	0.793973312807	1.0	1.0,1.0,1.0	0.945,0.994,1.0	0.02
182	"AT3G29185"	"AT3G29185"	chr3	-	11155953	11156304	11155953	11156072	11156183	11156304	182	11,20,20	126,141,129	17,17,2	97,224,96	259	149	0.0923953770327	0.266626659437	0.048,0.075,0.082	0.092,0.042,0.012	0.02
183	"AT2G38185"	"AT2G38185"	chr2	+	16000144	16000583	16000144	16000377	16000476	16000583	183	8,10,10	24,14,13	0,5,2	19,34,3	247	149	0.000716107318072	0.00428251021136	0.167,0.301,0.317	0.0,0.081,0.287	0.139
184	"AT5G13290"	"CRN"	chr5	-	4253319	4254436	4253319	4253782	4253857	4254436	184	10,14,6	0,0,0	11,18,11	1,2,0	223	149	0.561308206909	0.924328188551	1.0,1.0,1.0	0.88,0.857,1.0	0.088
186	"AT3G54760"	"AT3G54760"	chr3	-	20269641	20272046	20269641	20270980	20271073	20272046	186	30,27,13	21,21,5	18,29,15	18,45,20	241	149	0.0163101036964	0.064181317143	0.469,0.443,0.616	0.382,0.285,0.317	0.181
187	"AT5G58260"	"ndhN"	chr5	-	23561210	23561478	23561210	23561296	23561361	23561478	187	82,83,77	849,1136,1013	41,42,43	910,1460,847	213	149	1.94340661563e-07	2.89599444854e-06	0.063,0.049,0.05	0.031,0.02,0.034	0.026
188	"AT1G09090"	"RBOHB"	chr1	+	2935466	2935717	2935466	2935569	2935643	2935717	188	1,0,0	7,15,19	1,4,0	3,30,15	222	149	0.236813298203	0.521218615173	0.087,0.0,0.0	0.183,0.082,0.0	-0.059
189	"AT1G13580"	"LAG13"	chr1	-	4645122	4645575	4645122	4645307	4645389	4645575	189	0,0,0	31,25,41	0,2,0	45,89,42	230	149	1	1.0	0.0,0.0,0.0	0.0,0.014,0.0	-0.005
190	"AT2G20990"	"SYT1"	chr2	+	9016805	9017613	9016805	9017052	9017124	9017613	190	6,3,4	442,591,525	3,3,2	412,915,470	220	149	1	1.0	0.009,0.003,0.005	0.005,0.002,0.003	0.002
191	"AT1G15340"	"MBD10"	chr1	-	5275676	5276986	5275676	5276725	5276881	5276986	191	174,180,104	1,1,0	144,161,93	5,0,0	298	149	0.498010829783	0.860630882648	0.989,0.989,1.0	0.935,1.0,1.0	0.014
192	"AT3G59820"	"AT3G59820"	chr3	-	22101178	22102164	22101178	22101821	22102074	22102164	192	0,0,1	95,101,53	0,2,0	14,31,15	298	149	1	1.0	0.0,0.0,0.009	0.0,0.031,0.0	-0.007
193	"AT2G46550"	"AT2G46550"	chr2	-	19111988	19113472	19111988	19113175	19113258	19113472	193	67,58,43	2,1,0	30,65,30	0,9,4	231	149	0.000277577968157	0.00186685013551	0.956,0.974,1.0	1.0,0.823,0.829	0.093
194	"AT1G58350"	"ZW18"	chr1	-	21666654	21667445	21666654	21667007	21667179	21667445	194	13,9,7	9,7,3	4,2,4	2,9,4	298	149	0.11056938825	0.306425530242	0.419,0.391,0.538	0.5,0.1,0.333	0.138
195	"AT3G59770"	"SAC9"	chr3	-	22084712	22085562	22084712	22084845	22084966	22085562	195	1,4,2	34,45,16	0,0,0	13,23,16	269	149	0.184651826887	0.439394006912	0.016,0.047,0.065	0.0,0.0,0.0	0.043
196	"AT4G00430"	"PIP1.4"	chr4	-	186332	186897	186332	186473	186601	186897	196	14,19,10	1040,1122,924	17,39,8	1181,2199,998	276	149	1	1.0	0.007,0.009,0.006	0.008,0.009,0.004	0.0
198	"AT3G52640"	"AT3G52640"	chr3	-	19515628	19516245	19515628	19516073	19516160	19516245	198	12,21,7	149,175,121	1,8,7	81,170,71	235	149	0.0281363288958	0.100692610103	0.049,0.071,0.035	0.008,0.029,0.059	0.02
199	"AT4G35790"	"PLDDELTA"	chr4	-	16956346	16956836	16956346	16956547	16956686	16956836	199	1,5,6	138,200,126	2,2,2	131,261,107	287	149	0.766583479641	1.0	0.004,0.013,0.024	0.008,0.004,0.01	0.006
200	"AT2G41430"	"ERD15"	chr2	+	17269231	17270075	17269231	17269402	17269719	17270075	200	17,27,18	1498,1800,1266	11,8,4	896,1192,665	298	149	1	1.0	0.006,0.007,0.007	0.006,0.003,0.003	0.003
201	"AT2G41430"	"ERD15"	chr2	+	17269231	17270075	17269231	17269490	17269719	17270075	201	25,40,33	0,0,4	18,17,12	0,3,1	298	149	0.569389424632	0.935940301972	1.0,1.0,0.805	1.0,0.739,0.857	0.07
202	"AT2G41430"	"ERD15"	chr2	+	17269231	17270075	17269231	17269509	17269719	17270075	202	26,42,41	0,0,0	21,19,17	0,3,0	298	149	0.710988445527	1.0	1.0,1.0,1.0	1.0,0.76,1.0	0.08
203	"AT1G07880"	"MPK13"	chr1	-	2434437	2435059	2434437	2434621	2434726	2435059	203	5,10,8	27,23,23	1,11,9	27,28,25	253	149	0.588688096302	0.95386359989	0.098,0.204,0.17	0.021,0.188,0.175	0.029
204	"AT5G18310"	"AT5G18310"	chr5	+	6062149	6062404	6062149	6062261	6062345	6062404	204	92,128,128	21,64,79	141,151,94	60,86,46	232	149	0.547541727119	0.909900237571	0.738,0.562,0.51	0.601,0.53,0.568	0.037
205	"AT5G55610"	"AT5G55610"	chr5	+	22527210	22527679	22527210	22527297	22527430	22527679	205	2,2,1	118,110,95	1,5,0	177,244,93	281	149	1	1.0	0.009,0.01,0.006	0.003,0.011,0.0	0.004
206	"AT4G26110"	"NAP1	chr4	+	13235009	13235879	13235009	13235027	13235430	13235879	206	14,43,28	459,492,480	31,20,12	644,610,394	298	149	0.0193455851917	0.0720702333576	0.015,0.042,0.028	0.024,0.016,0.015	0.01
207	"AT1G02090"	"CSN7"	chr1	-	387583	388406	387583	387655	388267	388406	207	37,36,33	39,37,42	77,54,24	39,46,36	298	149	0.268788040353	0.57086058103	0.322,0.327,0.282	0.497,0.37,0.25	-0.062
208	"AT1G02090"	"CSN7"	chr1	-	387583	388406	387583	387672	388267	388406	208	9,3,11	104,144,85	13,21,5	153,219,82	298	149	0.375590997241	0.72640897126	0.041,0.01,0.061	0.041,0.046,0.03	-0.002
210	"AT4G13940"	"SAHH1"	chr4	+	8055929	8057181	8055929	8056139	8056706	8057181	210	1012,1263,1025	22,45,41	1377,2151,1187	74,70,27	298	149	0.462587410172	0.827920795227	0.958,0.933,0.926	0.903,0.939,0.956	0.006
212	"AT2G43090"	"AT2G43090"	chr2	+	17918926	17919724	17918926	17919329	17919416	17919724	212	173,234,187	1,0,0	200,342,187	1,2,1	235	149	1	1.0	0.991,1.0,1.0	0.992,0.991,0.992	0.005
213	"AT2G37290"	"AT2G37290"	chr2	-	15659045	15659292	15659045	15659138	15659240	15659292	213	1,2,0	0,2,0	2,3,0	4,3,0	250	149	1	1.0	1.0,0.373,NA	0.23,0.373,NA	0.385
214	"AT2G34840"	"AT2G34840"	chr2	+	14702487	14702958	14702487	14702776	14702868	14702958	214	1,3,6	24,25,10	4,4,2	25,29,18	240	149	0.728466717468	1.0	0.025,0.069,0.271	0.09,0.079,0.065	0.044
215	"AT3G54620"	"BZIP25"	chr3	-	20218483	20218789	20218483	20218536	20218713	20218789	215	119,120,100	4,4,7	103,199,113	13,9,6	298	149	0.151313139259	0.382065676629	0.937,0.938,0.877	0.798,0.917,0.904	0.044
216	"AT3G54620"	"BZIP25"	chr3	-	20218483	20218789	20218483	20218609	20218713	20218789	216	16,10,12	137,146,127	17,34,18	124,202,116	252	149	0.0171960167268	0.066799911131	0.065,0.039,0.053	0.075,0.091,0.084	-0.031
217	"AT3G57050"	"CBL"	chr3	-	21112220	21112520	21112220	21112323	21112412	21112520	217	12,37,25	643,760,675	13,16,2	370,505,271	237	149	0.161280345124	0.397300362379	0.012,0.03,0.023	0.022,0.02,0.005	0.006
218	"AT3G15840"	"PIFI"	chr3	-	5357965	5358252	5357965	5358050	5358143	5358252	218	93,111,106	1659,1911,1298	1,15,5	703,1202,627	241	149	0	0.0	0.033,0.035,0.048	0.001,0.008,0.005	0.034
219	"AT5G05540"	"SDN2"	chr5	+	1638142	1638441	1638142	1638250	1638336	1638441	219	8,19,22	83,106,102	13,29,16	100,127,66	234	149	0.459619905337	0.825680818086	0.058,0.102,0.121	0.076,0.127,0.134	-0.019
220	"AT5G20160"	"AT5G20160"	chr5	-	6804658	6804979	6804658	6804762	6804858	6804979	220	3,6,3	497,466,402	6,6,9	564,534,263	244	149	0.904052214135	1.0	0.004,0.008,0.005	0.006,0.007,0.02	-0.005
221	"AT5G10320"	"AT5G10320"	chr5	-	3244523	3244686	3244523	3244604	3244673	3244686	221	34,32,29	22,16,5	36,32,11	20,31,36	217	149	0.0160811615758	0.0635555472713	0.515,0.579,0.799	0.553,0.415,0.173	0.251
222	"AT2G17670"	"AT2G17670"	chr2	+	7674350	7676157	7674350	7675464	7675570	7676157	222	14,19,9	0,0,0	15,24,9	0,0,2	254	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.725	0.092
223	"AT1G19650"	"SFH4"	chr1	-	6798853	6799384	6798853	6798953	6799098	6799384	223	24,31,22	36,37,23	2,10,5	20,56,28	293	149	1.00648976931e-08	1.82979840061e-07	0.253,0.299,0.327	0.048,0.083,0.083	0.222
224	"AT3G55370"	"DOF3.6"	chr3	+	20527865	20529291	20527865	20528568	20528661	20529291	224	5,2,0	28,17,17	0,1,1	23,54,26	241	149	0.0240881156736	0.0879361331217	0.099,0.068,0.0	0.0,0.011,0.023	0.044
225	"AT2G44100"	"GDI1"	chr2	+	18244644	18246498	18244644	18244719	18244810	18246498	225	8,12,10	534,715,745	4,7,2	813,1110,596	239	149	1	1.0	0.009,0.01,0.008	0.003,0.004,0.002	0.006
226	"AT4G04850"	"KEA3"	chr4	+	2456684	2457029	2456684	2456846	2456939	2457029	226	62,61,65	343,305,265	14,20,5	247,585,304	241	149	0	0.0	0.101,0.11,0.132	0.034,0.021,0.01	0.093
227	"AT1G75295"	"AT1G75295"	chr1	-	28256489	28256877	28256489	28256642	28256715	28256877	227	4,2,10	16,20,16	4,1,1	14,13,19	221	149	0.045041696914	0.151080821014	0.144,0.063,0.296	0.162,0.049,0.034	0.086
228	"AT3G10915"	"RTNLB16"	chr3	-	3416444	3416759	3416444	3416514	3416617	3416759	228	8,23,16	111,145,135	10,15,13	176,322,153	251	149	0.00364326295363	0.017615563962	0.041,0.086,0.066	0.033,0.027,0.048	0.028
229	"AT3G10915"	"RTNLB16"	chr3	-	3416444	3416759	3416444	3416517	3416617	3416759	229	8,22,15	0,0,0	10,16,8	0,1,1	248	149	1	1.0	1.0,1.0,1.0	1.0,0.906,0.828	0.089
231	"AT1G21350"	"AT1G21350"	chr1	-	7478616	7479033	7478616	7478682	7478778	7479033	231	7,31,6	108,96,59	21,28,16	86,156,99	244	149	0.436049869802	0.810571230368	0.038,0.165,0.058	0.13,0.099,0.09	-0.019
232	"AT2G38290"	"AMT2"	chr2	-	16041609	16042383	16041609	16041900	16041979	16042383	232	3,1,0	39,47,36	0,0,0	13,50,22	227	149	0.603224514993	0.967540546763	0.048,0.014,0.0	0.0,0.0,0.0	0.021
233	"AT5G04850"	"VPS60.2"	chr5	-	1408554	1408932	1408554	1408709	1408820	1408932	233	0,1,0	237,325,279	0,0,0	145,212,116	259	149	1	1.0	0.0,0.002,0.0	0.0,0.0,0.0	0.001
235	"AT1G23950"	"AT1G23950"	chr1	-	8469533	8470221	8469533	8470044	8470134	8470221	235	6,23,13	159,156,105	1,7,4	120,132,70	238	149	0.000727526028016	0.00432236051939	0.023,0.085,0.072	0.005,0.032,0.035	0.036
236	"AT1G58180"	"BCA6"	chr1	-	21537851	21538198	21537851	21538029	21538131	21538198	236	178,182,205	1,0,0	211,208,133	6,3,2	250	149	0.0331500618684	0.116796148211	0.991,1.0,1.0	0.954,0.976,0.975	0.029
237	"AT1G58180"	"BCA6"	chr1	-	21539168	21539458	21539168	21539300	21539393	21539458	237	16,18,17	83,93,108	8,7,7	46,131,68	241	149	0.00779807869509	0.0335945665111	0.106,0.107,0.089	0.097,0.032,0.06	0.038
238	"AT3G52180"	"DSP4"	chr3	-	19350286	19350708	19350286	19350346	19350612	19350708	238	14,54,48	355,563,447	27,52,37	255,291,220	298	149	0.000320832220434	0.00209810423291	0.019,0.046,0.051	0.05,0.082,0.078	-0.031
239	"AT3G05165"	"AT3G05165"	chr3	-	1462596	1462917	1462596	1462786	1462902	1462917	239	3,9,3	0,1,0	3,7,1	0,0,0	264	149	1	1.0	1.0,0.836,1.0	1.0,1.0,1.0	-0.055
240	"AT4G03410"	"AT4G03410"	chr4	+	1503298	1503561	1503298	1503365	1503480	1503561	240	6,16,21	70,129,108	1,6,8	102,130,85	263	149	0.000159153048521	0.00116669452505	0.046,0.066,0.099	0.006,0.025,0.051	0.043
241	"AT3G21465"	"AT3G21465"	chr3	+	7562552	7562816	7562552	7562641	7562756	7562816	241	2,9,6	66,64,78	7,4,1	57,87,54	263	149	0.3814124227	0.731826092586	0.017,0.074,0.042	0.065,0.025,0.01	0.011
243	"AT4G32530"	"VHA-c''1"	chr4	-	15693113	15693825	15693113	15693564	15693654	15693825	243	11,23,22	411,462,471	16,23,15	456,816,459	238	149	0.195398622647	0.4554290974	0.016,0.03,0.028	0.021,0.017,0.02	0.005
244	"AT1G07745"	"RAD51D"	chr1	-	2402378	2402873	2402378	2402458	2402754	2402873	244	11,13,22	7,24,9	2,10,6	6,8,1	298	149	0.928510719925	1.0	0.44,0.213,0.55	0.143,0.385,0.75	-0.025
247	"AT1G32230"	"RCD1"	chr1	+	11615643	11616218	11615643	11615739	11615831	11616218	247	4,4,11	1252,1609,1521	2,6,1	1114,1424,756	240	149	1	1.0	0.002,0.002,0.004	0.001,0.003,0.001	0.001
248	"AT2G26810"	"AT2G26810"	chr2	-	11434142	11434534	11434142	11434254	11434432	11434534	248	9,21,20	106,102,141	22,25,20	61,62,30	298	149	1.06297147073e-06	1.23877059858e-05	0.041,0.093,0.066	0.153,0.168,0.25	-0.124
249	"AT3G09410"	"PAE5"	chr3	-	2898133	2898582	2898133	2898350	2898436	2898582	249	9,17,11	207,341,278	1,7,7	144,209,115	234	149	0.179487392006	0.431624442681	0.027,0.031,0.025	0.004,0.021,0.037	0.007
251	"AT2G17695"	"AT2G17695"	chr2	-	7684950	7685176	7684950	7685051	7685162	7685176	251	90,73,82	3,4,1	46,121,50	4,2,1	259	149	0.903086997718	1.0	0.945,0.913,0.979	0.869,0.972,0.966	0.01
252	"AT1G53790"	"AT1G53790"	chr1	-	20079530	20080883	20079530	20079612	20079697	20080883	252	2,8,4	11,15,24	4,6,1	10,22,16	233	149	0.610542919422	0.971950111654	0.104,0.254,0.096	0.204,0.149,0.038	0.021
253	"AT1G01540"	"AT1G01540"	chr1	+	197774	198183	197774	197904	197973	198183	253	6,10,5	203,205,236	5,13,6	132,443,194	217	149	0.96288944971	1.0	0.02,0.032,0.014	0.025,0.02,0.021	0.0
254	"AT4G27800"	"PPH1"	chr4	-	13852251	13852415	13852251	13852298	13852382	13852415	254	205,311,303	945,1317,1251	259,377,152	1357,1702,956	232	149	0.0534908938271	0.173036378964	0.122,0.132,0.135	0.109,0.125,0.093	0.021
255	"AT4G20980"	"TIF3D1"	chr4	+	11216943	11219319	11216943	11218790	11219068	11219319	255	16,7,16	0,0,0	7,12,4	0,0,2	298	149	0.780365676357	1.0	1.0,1.0,1.0	1.0,1.0,0.5	0.167
256	"AT3G48050"	"AT3G48050"	chr3	-	17733532	17734137	17733532	17733983	17734063	17734137	256	6,11,19	88,150,132	20,24,12	205,304,116	228	149	0.856528668579	1.0	0.043,0.046,0.086	0.06,0.049,0.063	0.001
257	"AT5G06100"	"MYB33"	chr5	+	1838366	1838899	1838366	1838421	1838502	1838899	257	16,17,16	3,3,1	3,4,4	3,2,4	229	149	0.00268411059786	0.013856414919	0.776,0.787,0.912	0.394,0.565,0.394	0.374
258	"AT4G23100"	"GSH1"	chr4	-	12103634	12103883	12103634	12103704	12103802	12103883	258	22,13,12	973,1072,1201	14,22,9	1452,2422,1164	246	149	0.928596594979	1.0	0.014,0.007,0.006	0.006,0.005,0.005	0.004
259	"AT4G32180"	"PANK2"	chr4	-	15537900	15538429	15537900	15537972	15538071	15538429	259	15,27,29	226,309,270	13,25,7	242,293,133	247	149	0.170269352973	0.412732911607	0.038,0.05,0.061	0.031,0.049,0.031	0.013
260	"AT4G32180"	"PANK2"	chr4	-	15538071	15538429	15538071	15538266	15538345	15538429	260	22,30,21	213,291,235	3,6,4	149,265,138	227	149	5.30947115163e-08	8.4672092576e-07	0.063,0.063,0.055	0.013,0.015,0.019	0.045
261	"AT3G15620"	"UVR3"	chr3	-	5294008	5294344	5294008	5294096	5294230	5294344	261	2,1,1	14,9,14	2,1,2	42,36,9	282	149	0.637336394766	0.988632735226	0.07,0.055,0.036	0.025,0.014,0.105	0.006
263	"AT5G64390"	"HEN4"	chr5	+	25746564	25747548	25746564	25746676	25747215	25747548	263	11,7,10	9,13,23	8,18,14	30,57,32	298	149	0.088522775168	0.258735205357	0.379,0.212,0.179	0.118,0.136,0.179	0.112
265	"AT1G48110"	"ECT7"	chr1	-	17772718	17773493	17772718	17772858	17773284	17773493	265	1,2,0	26,72,31	0,0,0	20,42,19	298	149	1	1.0	0.019,0.014,0.0	0.0,0.0,0.0	0.011
266	"AT5G52240"	"MSBP1"	chr5	+	21214214	21214739	21214214	21214414	21214611	21214739	266	139,159,198	0,0,0	170,301,186	0,1,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.993,1.0	0.002
267	"AT1G68240"	"BHLH109"	chr1	-	25574863	25575438	25574863	25575217	25575285	25575438	267	6,4,2	2,0,2	0,0,2	6,17,8	216	149	5.10730402414e-08	8.29024885347e-07	0.674,1.0,0.408	0.0,0.0,0.147	0.645
268	"AT1G69800"	"CBSCBS2"	chr1	-	26275927	26276329	26275927	26276144	26276277	26276329	268	1,7,0	1,0,0	5,7,3	0,0,0	281	149	1	1.0	0.347,1.0,NA	1.0,1.0,1.0	-0.327
269	"AT3G07565"	"AT3G07565"	chr3	+	2415063	2415354	2415063	2415181	2415271	2415354	269	0,3,1	41,34,33	0,0,1	67,72,49	238	149	0.536108041032	0.904122837288	0.0,0.052,0.019	0.0,0.0,0.013	0.019
271	"AT1G20960"	"emb1507"	chr1	-	7301747	7302051	7301747	7301865	7301956	7302051	271	200,244,262	3,2,0	336,381,198	9,15,11	239	149	3.20502806395e-06	3.4274947178e-05	0.977,0.987,1.0	0.959,0.941,0.918	0.049
275	"AT5G42080"	"DRP1A"	chr5	-	16821414	16821795	16821414	16821465	16821569	16821795	275	15,10,10	341,427,346	10,15,6	374,548,248	252	149	0.514520045577	0.875840302302	0.025,0.014,0.017	0.016,0.016,0.014	0.003
278	"AT5G01010"	"AT5G01010"	chr5	-	1278	1646	1278	1459	1571	1646	278	31,25,26	324,331,346	11,20,7	395,592,295	260	149	8.25433424501e-07	1.01394457145e-05	0.052,0.041,0.041	0.016,0.019,0.013	0.029
279	"AT3G47560"	"AT3G47560"	chr3	-	17525858	17526189	17525858	17525952	17526030	17526189	279	34,36,31	127,102,103	53,66,27	145,223,105	226	149	0.941251172457	1.0	0.15,0.189,0.166	0.194,0.163,0.145	0.001
280	"AT3G47560"	"AT3G47560"	chr3	-	17526286	17526572	17526286	17526408	17526489	17526572	280	5,12,4	83,97,72	2,24,7	68,160,81	229	149	0.356576147301	0.698714490008	0.038,0.074,0.035	0.019,0.089,0.053	-0.005
283	"AT4G26370"	"AT4G26370"	chr4	-	13333723	13334436	13333723	13334236	13334337	13334436	283	8,7,4	364,429,325	3,4,0	270,280,159	249	149	1	1.0	0.013,0.01,0.007	0.007,0.008,0.0	0.005
284	"AT4G26370"	"AT4G26370"	chr4	-	13334886	13335213	13334886	13334941	13335078	13335213	284	18,18,12	325,354,243	21,27,21	177,193,101	285	149	9.09086186107e-07	1.08731492523e-05	0.028,0.026,0.025	0.058,0.068,0.098	-0.048
286	"AT5G17760"	"AT5G17760"	chr5	-	5860420	5862422	5860420	5861100	5861293	5862422	286	3,5,4	27,51,36	3,3,2	51,41,26	298	149	0.288676325113	0.595631338689	0.053,0.047,0.053	0.029,0.035,0.037	0.017
287	"AT4G00180"	"YAB3"	chr4	-	74696	75384	74696	74867	74975	75384	287	74,123,94	97,131,68	0,0,0	96,130,70	256	149	0	0.0	0.307,0.353,0.446	0.0,0.0,0.0	0.369
288	"AT2G29910"	"AT2G29910"	chr2	-	12751668	12752839	12751668	12751808	12751894	12752839	288	2,9,7	26,25,37	9,14,9	28,65,37	234	149	0.467965208864	0.833691227049	0.047,0.186,0.108	0.17,0.121,0.134	-0.028
291	"AT4G38600"	"UPL3"	chr4	-	18041030	18041568	18041030	18041298	18041380	18041568	291	30,32,22	70,89,104	28,38,23	132,175,93	230	149	0.0676763053601	0.205745021981	0.217,0.189,0.121	0.121,0.123,0.138	0.048
294	"AT4G17190"	"FPS2"	chr4	-	9650449	9650669	9650449	9650565	9650644	9650669	294	3,4,2	79,96,69	8,2,4	70,103,28	227	149	0.118760631893	0.323213815541	0.024,0.027,0.019	0.07,0.013,0.086	-0.033
295	"AT1G13450"	"GT-1"	chr1	-	4613285	4613889	4613285	4613516	4613754	4613889	295	14,18,18	34,21,33	12,26,10	28,87,53	298	149	0.0112038831611	0.046292408152	0.171,0.3,0.214	0.176,0.13,0.086	0.098
297	"AT1G08680"	"AGD14"	chr1	+	2765055	2765451	2765055	2765200	2765326	2765451	297	39,54,31	0,0,0	19,56,14	0,1,2	274	149	0.850639507272	1.0	1.0,1.0,1.0	1.0,0.968,0.792	0.08
298	"AT2G21195"	"AT2G21195"	chr2	+	9083164	9083392	9083164	9083261	9083338	9083392	298	57,88,88	24,41,26	50,63,35	73,61,57	225	149	2.36984531998e-09	4.68302042579e-08	0.611,0.587,0.691	0.312,0.406,0.289	0.294
299	"AT5G40810"	"CYC12"	chr5	+	16340170	16340800	16340170	16340259	16340588	16340800	299	66,53,49	252,286,177	6,14,4	207,373,171	298	149	0	0.0	0.116,0.085,0.122	0.014,0.018,0.012	0.093
300	"AT3G29375"	"AT3G29375"	chr3	+	11281297	11281894	11281297	11281495	11281583	11281894	300	0,3,3	88,105,103	1,4,3	115,131,62	236	149	0.61937937975	0.979177381622	0.0,0.018,0.018	0.005,0.019,0.03	-0.006
301	"AT2G42590"	"GRF9"	chr2	-	17731854	17732267	17731854	17732120	17732205	17732267	301	3,16,5	973,1285,1191	14,20,13	1654,2334,1109	233	149	1	1.0	0.002,0.008,0.003	0.005,0.005,0.007	-0.001
304	"AT2G46280"	"TIF3I1"	chr2	-	19004019	19004289	19004019	19004106	19004199	19004289	304	7,13,5	551,643,515	15,9,4	794,855,472	241	149	1	1.0	0.008,0.012,0.006	0.012,0.006,0.005	0.001
305	"AT1G67950"	"AT1G67950"	chr1	-	25479770	25480176	25479770	25479874	25479988	25480176	305	4,0,2	40,55,29	3,0,1	49,83,47	262	149	0.660293310116	1.0	0.054,0.0,0.038	0.034,0.0,0.012	0.015
307	"AT1G01100"	"RPP1A"	chr1	-	50418	50631	50418	50447	50495	50631	307	1946,2510,2150	12,23,11	3733,3678,2093	21,13,14	196	149	1	1.0	0.992,0.988,0.993	0.993,0.995,0.991	-0.002
308	"AT3G01980"	"AT3G01980"	chr3	-	328098	328618	328098	328328	328418	328618	308	8,5,11	72,105,87	1,6,2	116,172,88	238	149	0.000217388222867	0.00150966699669	0.065,0.029,0.073	0.005,0.021,0.014	0.042
309	"AT3G01980"	"AT3G01980"	chr3	-	328741	329031	328741	328848	328958	329031	309	29,28,17	12,10,8	10,26,28	10,16,6	258	149	0.571932661142	0.93842380682	0.583,0.618,0.551	0.366,0.484,0.729	0.058
