ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
190	"AT2G25840"	"OVA4"	chr2	+	11023413	11023538	11023413	11023526	11023674	11023696	190	2,3,7	102,81,66	4,3,0	91,155,80	160	149	0.0702357239352	0.288132379293	0.018,0.033,0.09	0.039,0.018,0.0	0.028
192	"AT2G44980"	"AT2G44980"	chr2	-	18555237	18555418	18555246	18555418	18554985	18555121	192	5,24,21	1,0,0	14,6,3	0,0,0	157	149	1	1.0	0.826,1.0,1.0	1.0,1.0,1.0	-0.058
196	"AT1G23970"	"AT1G23970"	chr1	-	8483090	8483304	8483105	8483304	8482758	8483009	196	34,30,14	8,14,6	23,45,15	5,4,1	163	149	0.00318230971627	0.0230275466969	0.795,0.662,0.681	0.808,0.911,0.932	-0.171
198	"AT2G22690"	"AT2G22690"	chr2	-	9651177	9651439	9651344	9651439	9649689	9650980	198	2,2,1	13,12,8	0,0,0	6,22,8	298	149	0.0757065685379	0.301092535941	0.071,0.077,0.059	0.0,0.0,0.0	0.069
201	"AT4G40040"	"HTR8"	chr4	-	18558481	18558743	18558645	18558743	18558164	18558236	201	1,1,1	933,1179,865	7,8,8	914,1307,681	298	149	1	1.0	0.001,0.0,0.001	0.004,0.003,0.006	-0.004
202	"AT1G48550"	"AT1G48550"	chr1	-	17951936	17952033	17951943	17952033	17951770	17951839	202	0,1,2	5,12,4	0,1,0	11,10,9	155	149	1	1.0	0.0,0.074,0.325	0.0,0.088,0.0	0.104
203	"AT4G25880"	"APUM6"	chr4	+	13158571	13158760	13158571	13158743	13159055	13159382	203	21,17,19	129,238,238	27,16,10	289,373,180	165	149	0.0585821644164	0.250174652959	0.128,0.061,0.067	0.078,0.037,0.048	0.031
206	"AT2G47350"	"AT2G47350"	chr2	+	19436073	19436178	19436073	19436174	19436267	19436357	206	1,0,0	25,41,27	0,3,2	38,67,28	152	149	0.396507491107	1.0	0.038,0.0,0.0	0.0,0.042,0.065	-0.023
207	"AT2G23010"	"SCPL9"	chr2	+	9802271	9802321	9802271	9802317	9802404	9802674	207	2,5,5	101,153,168	5,6,4	179,246,111	152	149	0.925975307814	1.0	0.019,0.031,0.028	0.027,0.023,0.034	-0.002
208	"AT5G13050"	"5FCL"	chr5	-	4137548	4137594	4137552	4137594	4137210	4137281	208	45,56,75	1,3,3	97,97,43	0,1,2	152	149	0.126156881699	0.438184902435	0.978,0.948,0.961	1.0,0.99,0.955	-0.019
209	"AT1G16270"	"AT1G16270"	chr1	+	5563086	5563364	5563086	5563200	5563717	5566376	209	8,7,6	6,0,5	15,8,5	4,1,0	298	149	0.15651874139	0.499038695524	0.4,1.0,0.375	0.652,0.8,1.0	-0.226
211	"AT4G39710"	"PNSL4"	chr4	-	18427558	18427619	18427562	18427619	18427413	18427482	211	237,364,342	7,2,0	584,938,455	4,4,3	152	149	0.885010035912	1.0	0.971,0.994,1.0	0.993,0.996,0.993	-0.006
213	"AT5G12240"	"AT5G12240"	chr5	-	3960048	3960280	3960210	3960280	3959631	3959672	213	1,0,0	143,151,152	1,1,1	176,221,108	298	149	1	1.0	0.003,0.0,0.0	0.003,0.002,0.005	-0.002
217	"AT3G45240"	"GRIK1"	chr3	-	16571447	16571543	16571456	16571543	16571170	16571353	217	189,268,266	0,0,0	130,226,78	0,0,1	157	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.987	0.004
219	"AT4G32900"	"AT4G32900"	chr4	-	15879537	15879623	15879545	15879623	15879345	15879418	219	32,23,22	96,93,124	40,62,24	104,115,68	156	149	0.00301632184819	0.022450052613	0.241,0.191,0.145	0.269,0.34,0.252	-0.095
221	"AT5G23830"	"AT5G23830"	chr5	+	8034064	8034163	8034064	8034154	8034277	8034459	221	14,20,30	0,0,0	37,80,33	0,0,1	157	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.969	0.01
223	"AT2G47410"	"AT2G47410"	chr2	+	19449671	19449829	19449671	19449826	19450266	19450503	223	5,7,6	1,5,0	12,20,3	0,4,2	151	149	0.564088759762	1.0	0.831,0.58,1.0	1.0,0.831,0.597	-0.006
226	"AT5G50020"	"PAT09"	chr5	+	20352841	20353141	20352841	20353120	20353329	20353563	226	61,72,81	1,0,1	53,101,42	0,0,0	169	149	1	1.0	0.982,1.0,0.986	1.0,1.0,1.0	-0.011
228	"AT1G45191"	"BGLU1"	chr1	+	17117993	17118217	17117993	17118202	17118336	17118411	228	54,101,55	0,0,5	95,155,76	4,0,1	163	149	0.836973901011	1.0	1.0,1.0,0.91	0.956,1.0,0.986	-0.011
230	"AT4G01800"	"SECA1"	chr4	-	773908	774130	774016	774130	773590	773758	230	4,2,3	415,292,171	3,3,1	136,267,125	256	149	1	1.0	0.006,0.004,0.01	0.013,0.006,0.005	-0.001
233	"AT1G16610"	"SR45"	chr1	-	5676727	5676877	5676760	5676877	5676428	5676495	233	1,2,2	208,264,221	0,0,0	300,352,211	181	149	1	1.0	0.004,0.006,0.007	0.0,0.0,0.0	0.006
234	"AT2G15000"	"AT2G15000"	chr2	-	6481827	6481989	6481870	6481989	6480922	6481207	234	14,23,10	235,79,62	38,32,22	50,310,33	191	149	0.00309712120819	0.0227267626685	0.044,0.185,0.112	0.372,0.075,0.342	-0.149
237	"AT4G02570"	"CUL1"	chr4	+	1128757	1128858	1128757	1128813	1129282	1129445	237	205,201,93	0,0,0	86,168,80	4,3,1	193	149	0.221744193662	0.666366413731	1.0,1.0,1.0	0.943,0.977,0.984	0.032
238	"AT4G34090"	"AT4G34090"	chr4	-	16328564	16328663	16328568	16328663	16328397	16328479	238	17,26,17	285,272,259	9,17,10	251,432,255	152	149	0.00363656852882	0.0259541397742	0.055,0.086,0.06	0.034,0.037,0.037	0.031
239	"AT4G34090"	"AT4G34090"	chr4	-	16328564	16328663	16328568	16328663	16328397	16328493	239	9,6,3	4,0,0	2,0,3	1,6,3	152	149	0.0011260595462	0.010666854974	0.688,1.0,1.0	0.662,0.0,0.495	0.51
240	"AT1G23080"	"PIN7"	chr1	-	8182205	8183570	8182217	8183570	8181857	8182128	240	19,33,27	217,381,279	47,90,48	131,236,100	160	149	0	0.0	0.075,0.075,0.083	0.25,0.262,0.309	-0.196
241	"AT5G35210"	"AT5G35210"	chr5	-	13475969	13477057	13476226	13477057	13475836	13475889	241	30,71,56	0,0,0	100,213,79	5,12,1	298	149	2.75923123881e-05	0.000342276065576	1.0,1.0,1.0	0.909,0.899,0.975	0.072
242	"AT5G55520"	"AT5G55520"	chr5	-	22489451	22489505	22489463	22489505	22488593	22489364	242	0,1,0	13,19,7	6,1,3	31,37,9	160	149	0.000708121960559	0.00768607378023	0.0,0.047,0.0	0.153,0.025,0.237	-0.123
243	"AT2G03810"	"AT2G03810"	chr2	+	1161525	1161729	1161525	1161724	1162632	1162712	243	0,6,0	2,10,9	6,3,4	5,8,3	153	149	0.0252011727361	0.122708513977	0.0,0.369,0.0	0.539,0.268,0.565	-0.334
244	"AT3G08690"	"UBC11"	chr3	+	2641055	2641365	2641055	2641225	2641467	2641556	244	1,2,1	101,100,91	3,2,3	47,88,52	288	149	0.669804959264	1.0	0.005,0.01,0.006	0.032,0.012,0.029	-0.017
245	"AT4G38930"	"AT4G38930"	chr4	+	18150892	18151113	18150892	18151101	18151188	18151427	245	24,36,42	59,47,53	33,71,47	63,79,52	160	149	0.423405126591	1.0	0.275,0.416,0.425	0.328,0.456,0.457	-0.042
246	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1993744	1993573	1993723	1993786	1994166	246	9,25,6	0,0,2	0,33,12	0,2,0	169	149	1	1.0	1.0,1.0,0.726	NA,0.936,1.0	-0.059
247	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1993744	1993573	1993723	1993846	1994166	247	1,10,4	0,0,0	0,3,3	0,4,0	169	149	1	1.0	1.0,1.0,1.0	NA,0.398,1.0	0.301
248	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1993765	1993573	1993723	1993846	1994166	248	0,11,6	0,0,0	4,7,3	0,4,0	190	149	1	1.0	NA,1.0,1.0	1.0,0.578,1.0	0.141
249	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1993765	1993573	1993744	1993846	1994166	249	0,1,2	1,0,0	4,4,0	0,0,0	169	149	1	1.0	0.0,1.0,1.0	1.0,1.0,NA	-0.333
251	"AT5G38410"	"RBCS-3B"	chr5	-	15377895	15378045	15377910	15378045	15377172	15377740	251	4,3,6	31654,34444,30353	5,16,14	52568,101583,55228	163	149	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
252	"AT1G72330"	"ALAAT2"	chr1	+	27234898	27235042	27234898	27235003	27235097	27235208	252	1,0,0	71,56,25	0,0,0	16,23,21	187	149	1	1.0	0.011,0.0,0.0	0.0,0.0,0.0	0.004
253	"AT3G24890"	"ATVAMP728"	chr3	+	9098465	9098543	9098465	9098515	9098615	9098945	253	0,2,0	31,35,44	5,1,0	30,31,23	176	149	0.0913968618761	0.352724185463	0.0,0.046,0.0	0.124,0.027,0.0	-0.035
256	"AT3G46220"	"AT3G46220"	chr3	+	16981349	16981761	16981349	16981737	16981831	16981986	256	0,2,0	57,61,43	0,0,0	19,64,31	172	149	1	1.0	0.0,0.028,0.0	0.0,0.0,0.0	0.009
257	"AT1G47550"	"SEC3A"	chr1	+	17462053	17462227	17462053	17462224	17462308	17462388	257	44,45,30	55,63,24	9,29,25	90,159,64	151	149	1.60798384607e-08	5.23599739877e-07	0.441,0.413,0.552	0.09,0.153,0.278	0.295
260	"AT3G10970"	"AT3G10970"	chr3	-	3435375	3435480	3435378	3435480	3434920	3434975	260	273,342,254	0,0,2	205,343,202	0,1,0	151	149	1	1.0	1.0,1.0,0.992	1.0,0.997,1.0	-0.002
261	"AT4G13730"	"AT4G13730"	chr4	+	7973496	7973644	7973496	7973613	7973899	7974248	261	5,1,2	96,114,90	3,3,1	130,154,99	179	149	0.503189498501	1.0	0.042,0.007,0.018	0.019,0.016,0.008	0.008
263	"AT4G09680"	"CTC1"	chr4	+	6118501	6118572	6118501	6118564	6118673	6118751	263	7,9,8	22,20,14	3,3,4	5,26,14	156	149	0.1190515786	0.416281023158	0.233,0.301,0.353	0.364,0.099,0.214	0.07
264	"AT2G36360"	"AT2G36360"	chr2	-	15243286	15243517	15243415	15243517	15242903	15243208	264	2,6,9	67,121,119	7,13,2	132,191,119	277	149	0.847452758829	1.0	0.016,0.026,0.039	0.028,0.035,0.009	0.003
265	"AT2G36360"	"AT2G36360"	chr2	-	15246849	15246886	15246857	15246886	15246646	15246743	265	0,0,0	22,49,25	0,2,0	16,16,15	156	149	1	1.0	0.0,0.0,0.0	0.0,0.107,0.0	-0.036
266	"AT3G61160"	"ASK2"	chr3	+	22636377	22636536	22636377	22636515	22636628	22636721	266	7,0,5	7,15,13	8,5,3	9,8,4	169	149	0.101363180304	0.374540545662	0.469,0.0,0.253	0.439,0.355,0.398	-0.157
267	"AT3G57570"	"AT3G57570"	chr3	+	21313361	21313466	21313361	21313443	21313576	21313859	267	0,0,0	21,12,9	0,2,0	12,22,3	171	149	1	1.0	0.0,0.0,0.0	0.0,0.073,0.0	-0.024
268	"AT5G50870"	"UBC27"	chr5	-	20699969	20700162	20700002	20700162	20699826	20699910	268	1,0,0	308,318,300	0,0,0	357,453,240	181	149	1	1.0	0.003,0.0,0.0	0.0,0.0,0.0	0.001
269	"AT5G13950"	"AT5G13950"	chr5	-	4499125	4499254	4499170	4499254	4498768	4498918	269	0,1,2	53,57,29	0,2,0	16,36,27	193	149	1	1.0	0.0,0.013,0.051	0.0,0.041,0.0	0.008
273	"AT4G17486"	"AT4G17486"	chr4	-	9750394	9750682	9750398	9750682	9750227	9750308	273	99,115,128	9,3,2	146,235,120	5,1,2	152	149	0.0293295258554	0.138915299733	0.915,0.974,0.984	0.966,0.996,0.983	-0.024
276	"AT4G23010"	"UTR2"	chr4	-	12061334	12061600	12061357	12061600	12061158	12061260	276	0,0,0	67,101,79	2,0,0	102,158,69	171	149	1	1.0	0.0,0.0,0.0	0.017,0.0,0.0	-0.006
277	"AT2G40570"	"AT2G40570"	chr2	+	16942737	16942850	16942737	16942846	16942922	16942982	277	4,0,2	58,64,54	0,0,0	45,56,32	152	149	0.585442362116	1.0	0.063,0.0,0.035	0.0,0.0,0.0	0.033
278	"AT2G40570"	"AT2G40570"	chr2	+	16942737	16942850	16942737	16942846	16942928	16942982	278	2,0,2	0,0,0	0,0,0	1,0,0	152	149	1	1.0	1.0,NA,1.0	0.0,NA,NA	1.0
279	"AT4G31530"	"AT4G31530"	chr4	+	15283722	15283874	15283722	15283832	15283998	15284216	279	6,6,4	456,533,481	15,7,2	653,813,373	190	149	0.856360913706	1.0	0.01,0.009,0.006	0.018,0.007,0.004	-0.001
281	"AT1G55320"	"AAE18"	chr1	+	20633940	20634195	20633940	20634191	20634282	20634484	281	1,7,1	32,48,24	2,2,3	21,38,11	152	149	0.907513562889	1.0	0.03,0.125,0.039	0.085,0.049,0.211	-0.05
282	"AT3G18140"	"AT3G18140"	chr3	-	6213068	6213311	6213228	6213311	6212929	6212989	282	351,525,497	2,1,9	576,808,415	1,0,0	298	149	0.522339089422	1.0	0.989,0.996,0.965	0.997,1.0,1.0	-0.016
283	"AT5G09600"	"SDH3-1"	chr5	+	2979766	2979847	2979766	2979843	2979932	2980005	283	0,3,0	91,91,49	3,10,0	46,112,61	152	149	0.00254865034131	0.0201188913306	0.0,0.031,0.0	0.06,0.08,0.0	-0.036
286	"AT2G22980"	"SCPL13"	chr2	+	9779450	9779533	9779450	9779527	9779606	9779729	286	36,17,30	396,270,276	6,14,3	133,300,138	154	149	0.000482095249212	0.0054602527139	0.081,0.057,0.095	0.042,0.043,0.021	0.042
288	"AT5G15540"	"EMB2773"	chr5	-	5056536	5056646	5056550	5056646	5055961	5056209	288	18,35,11	1,2,0	6,7,5	0,0,0	162	149	0.272740873883	0.793843549123	0.943,0.942,1.0	1.0,1.0,1.0	-0.038
289	"AT4G38560"	"AT4G38560"	chr4	+	18029855	18030308	18029855	18030302	18030468	18031333	289	0,0,0	0,0,4	0,2,0	0,3,0	154	149	1	1.0	NA,NA,0.0	NA,0.392,NA	-0.392
290	"AT5G57870"	"EIF(ISO)4G1"	chr5	+	23440763	23440871	23440763	23440859	23440961	23441171	290	181,207,106	2,4,1	128,214,94	0,3,2	160	149	0.751741060732	1.0	0.988,0.98,0.99	1.0,0.985,0.978	-0.002
295	"AT5G43930"	"AT5G43930"	chr5	+	17677787	17677876	17677787	17677872	17678107	17678216	295	7,13,8	1,7,1	10,13,6	2,8,7	152	149	0.184653059977	0.569255883124	0.873,0.645,0.887	0.831,0.614,0.457	0.168
296	"AT5G43930"	"AT5G43930"	chr5	+	17680508	17680608	17680508	17680583	17680690	17681082	296	41,47,29	92,95,105	25,37,10	57,73,33	173	149	0.733210020792	1.0	0.277,0.299,0.192	0.274,0.304,0.207	-0.006
297	"AT1G80245"	"AT1G80245"	chr1	+	30174177	30174349	30174177	30174289	30174545	30174627	297	2,2,0	0,0,3	0,0,1	0,2,0	208	149	1	1.0	1.0,1.0,0.0	NA,0.0,1.0	0.167
298	"AT2G16940"	"AT2G16940"	chr2	-	7345529	7345613	7345556	7345613	7345399	7345455	298	3,0,1	313,384,267	0,2,0	221,403,153	175	149	1	1.0	0.008,0.0,0.003	0.0,0.004,0.0	0.002
300	"AT1G75880"	"EXL1"	chr1	+	28491170	28491304	28491170	28491301	28491390	28491624	300	0,0,3	18,24,18	0,0,0	6,17,6	151	149	0.806915409869	1.0	0.0,0.0,0.141	0.0,0.0,0.0	0.047
301	"AT3G45050"	"AT3G45050"	chr3	+	16477019	16477165	16477019	16477128	16477299	16477524	301	27,59,57	95,110,120	28,66,45	205,230,121	185	149	0.0048127556631	0.0317398189934	0.186,0.302,0.277	0.099,0.188,0.23	0.083
302	"AT3G02090"	"MPPBETA"	chr3	+	368219	368331	368219	368327	368439	368911	302	5,9,9	976,1330,1239	9,14,6	1436,1972,1103	152	149	1	1.0	0.005,0.007,0.007	0.006,0.007,0.005	0.0
304	"AT3G05160"	"AT3G05160"	chr3	-	1456533	1457150	1456883	1457150	1456017	1456107	304	136,134,75	8,6,1	30,72,46	2,11,2	298	149	0.0600446517529	0.254335476124	0.895,0.918,0.974	0.882,0.766,0.92	0.073
308	"AT3G52560"	"UEV1D"	chr3	-	19495265	19495408	19495268	19495408	19494902	19495028	308	34,32,40	281,294,261	45,130,72	254,432,190	151	149	1.85976353972e-06	3.02792751311e-05	0.107,0.097,0.131	0.149,0.229,0.272	-0.105
309	"AT3G52560"	"UEV1D"	chr3	-	19495897	19496084	19495920	19496084	19495265	19495408	309	19,13,13	301,335,272	0,8,2	257,366,222	171	149	2.51902831316e-06	3.97701136714e-05	0.052,0.033,0.04	0.0,0.019,0.008	0.033
312	"AT5G12920"	"AT5G12920"	chr5	-	4079398	4079527	4079437	4079527	4079244	4079310	312	0,0,0	3,14,9	0,0,1	21,22,2	187	149	1	1.0	0.0,0.0,0.0	0.0,0.0,0.285	-0.095
313	"AT5G12920"	"AT5G12920"	chr5	-	4081274	4081404	4081370	4081404	4081104	4081192	313	0,0,0	1,9,4	1,0,1	4,3,0	244	149	1	1.0	0.0,0.0,0.0	0.132,0.0,1.0	-0.377
314	"AT4G19880"	"AT4G19880"	chr4	-	10784998	10785131	10785002	10785131	10784390	10784924	314	4,4,7	267,319,196	3,3,6	304,380,238	152	149	0.326346844261	0.919063274919	0.014,0.012,0.034	0.01,0.008,0.024	0.006
315	"AT5G19130"	"AT5G19130"	chr5	-	6418387	6418487	6418391	6418487	6417443	6418251	315	24,13,16	3,2,4	10,18,10	2,5,4	152	149	0.285915853627	0.827567554109	0.887,0.864,0.797	0.831,0.779,0.71	0.076
317	"AT3G57060"	"AT3G57060"	chr3	-	21115260	21115665	21115302	21115665	21114797	21115160	317	13,38,22	0,0,1	75,69,38	0,0,2	190	149	1	1.0	1.0,1.0,0.945	1.0,1.0,0.937	0.003
318	"AT1G33980"	"UPF3"	chr1	+	12351592	12351864	12351592	12351858	12352105	12352212	318	0,1,0	65,78,24	0,0,0	48,61,26	154	149	1	1.0	0.0,0.012,0.0	0.0,0.0,0.0	0.004
319	"AT3G53460"	"CP29A"	chr3	-	19820723	19820888	19820786	19820888	19819902	19820376	319	31,27,26	3871,4719,3095	11,22,9	2353,3193,1485	211	149	1	1.0	0.006,0.004,0.006	0.003,0.005,0.004	0.001
320	"AT2G40316"	"AT2G40316"	chr2	+	16836734	16836794	16836734	16836777	16837117	16837171	320	10,11,12	50,79,61	18,18,10	56,106,65	165	149	0.519611701199	1.0	0.153,0.112,0.151	0.225,0.133,0.122	-0.021
321	"AT2G04900"	"AT2G04900"	chr2	+	1722989	1723033	1722989	1723029	1723506	1723831	321	302,388,378	0,0,0	510,622,334	2,0,0	152	149	1	1.0	1.0,1.0,1.0	0.996,1.0,1.0	0.001
322	"AT1G26130"	"ALA12"	chr1	+	9033217	9033484	9033217	9033327	9033582	9034004	322	14,7,2	2,4,0	9,5,1	0,0,2	298	149	0.0396620536078	0.176614785724	0.778,0.467,1.0	1.0,1.0,0.2	0.015
324	"AT1G51680"	"4CL1"	chr1	-	19159209	19159319	19159216	19159319	19158751	19159120	324	22,39,34	430,543,517	37,62,29	495,881,474	155	149	0.587649353442	1.0	0.047,0.065,0.059	0.067,0.063,0.056	-0.005
326	"AT4G39260"	"RBG8"	chr4	-	18274314	18274567	18274416	18274567	18273898	18274185	326	166,198,173	97,79,54	137,152,108	64,76,37	250	149	0.816439853248	1.0	0.505,0.599,0.656	0.561,0.544,0.635	0.007
327	"AT4G30210"	"ATR2"	chr4	+	14799116	14799203	14799116	14799200	14799295	14799447	327	0,0,0	189,221,167	3,0,1	126,305,115	151	149	1	1.0	0.0,0.0,0.0	0.023,0.0,0.009	-0.011
329	"AT3G55770"	"WLIM2B"	chr3	+	20703509	20703590	20703509	20703554	20703748	20703933	329	17,10,6	408,375,275	9,16,26	222,349,180	184	149	0.000877985936065	0.00863076740924	0.033,0.021,0.017	0.032,0.036,0.105	-0.034
330	"AT4G01600"	"AT4G01600"	chr4	+	693413	693515	693413	693500	693612	693890	330	11,11,3	0,0,0	32,41,20	0,2,1	163	149	0.416852959373	1.0	1.0,1.0,1.0	1.0,0.949,0.948	0.034
331	"AT5G67030"	"ZEP"	chr5	-	26754267	26754335	26754280	26754335	26754109	26754189	331	2,2,4	5,8,5	2,4,3	4,13,7	161	149	0.777178063333	1.0	0.27,0.188,0.425	0.316,0.222,0.284	0.02
333	"AT4G02430"	"SR34B"	chr4	+	1068973	1069081	1068973	1069010	1069174	1069272	333	1,2,2	10,11,17	0,5,0	10,9,12	219	149	0.390423401116	1.0	0.064,0.11,0.074	0.0,0.274,0.0	-0.009
334	"AT3G13062"	"AT3G13062"	chr3	+	4185210	4185382	4185210	4185358	4185463	4185724	334	5,4,0	146,142,160	0,4,0	61,185,96	172	149	0.765093267118	1.0	0.029,0.024,0.0	0.0,0.018,0.0	0.012
336	"AT3G13920"	"TIF4A-1"	chr3	-	4594056	4594129	4594060	4594129	4593872	4593976	336	0,2,0	834,969,445	0,0,0	567,939,444	152	149	1	1.0	0.0,0.002,0.0	0.0,0.0,0.0	0.001
337	"AT3G52940"	"FK"	chr3	-	19631349	19631435	19631353	19631435	19631129	19631206	337	4,2,10	68,62,66	1,9,1	46,115,53	152	149	0.205996726231	0.627627452435	0.055,0.031,0.129	0.021,0.071,0.018	0.035
338	"AT1G68990"	"RPOT1"	chr1	-	25939180	25939268	25939201	25939268	25939011	25939070	338	1,4,6	42,74,23	1,2,0	27,29,13	169	149	0.0535586811427	0.234488007356	0.021,0.045,0.187	0.032,0.057,0.0	0.055
340	"AT4G00830"	"AT4G00830"	chr4	+	352015	352379	352015	352196	352781	353213	340	20,14,10	68,72,23	7,6,7	47,58,35	298	149	0.0209588608016	0.106015208521	0.128,0.089,0.179	0.069,0.049,0.091	0.062
342	"AT5G53120"	"SPMS"	chr5	+	21536108	21536312	21536108	21536231	21536550	21536655	342	2,0,1	88,79,42	0,1,0	103,168,88	229	149	1	1.0	0.015,0.0,0.015	0.0,0.004,0.0	0.009
344	"AT1G24030"	"AT1G24030"	chr1	+	8503233	8503502	8503233	8503460	8503601	8503789	344	0,0,2	0,2,6	0,6,5	0,2,7	190	149	1	1.0	NA,0.0,0.207	NA,0.702,0.359	-0.427
345	"AT1G13460"	"B'THETA"	chr1	+	4615812	4616059	4615812	4615978	4616427	4617667	345	2,1,4	20,32,18	1,9,3	21,32,19	229	149	0.17313258646	0.536917128248	0.061,0.02,0.126	0.03,0.155,0.093	-0.024
346	"AT4G21540"	"SPHK1"	chr4	+	11461293	11461364	11461293	11461341	11461547	11461811	346	30,30,31	6,31,9	70,110,54	2,5,0	171	149	1.7130636909e-09	6.87304426534e-08	0.813,0.457,0.75	0.968,0.95,1.0	-0.299
348	"AT1G72740"	"AT1G72740"	chr1	-	27381146	27381248	27381164	27381248	27380621	27380901	348	58,32,38	97,88,70	25,69,36	63,122,45	166	149	0.548820793371	1.0	0.349,0.246,0.328	0.263,0.337,0.418	-0.032
350	"AT5G16660"	"AT5G16660"	chr5	-	5466414	5466553	5466420	5466553	5466238	5466335	350	401,471,379	0,1,0	316,497,236	0,4,0	154	149	1	1.0	1.0,0.998,1.0	1.0,0.992,1.0	0.002
351	"AT2G45960"	"PIP1-2"	chr2	+	18911378	18911523	18911378	18911519	18911607	18911982	351	0,1,3	4981,5101,5008	0,2,0	5545,11026,4771	152	149	1	1.0	0.0,0.0,0.001	0.0,0.0,0.0	0.0
352	"AT3G11470"	"AT3G11470"	chr3	-	3611723	3611904	3611728	3611904	3611339	3611402	352	11,9,9	2,3,3	3,9,9	2,25,6	153	149	0.00224129890591	0.0185351861901	0.843,0.745,0.745	0.594,0.26,0.594	0.295
353	"AT3G11470"	"AT3G11470"	chr3	-	3611723	3611904	3611728	3611904	3611339	3611407	353	2,3,4	7,8,6	1,1,0	10,25,11	153	149	1	1.0	0.218,0.268,0.394	0.089,0.037,0.0	0.251
354	"AT2G29290"	"AT2G29290"	chr2	+	12586041	12586562	12586041	12586522	12586656	12586864	354	232,195,178	8,8,14	148,294,134	4,12,3	188	149	0.145533306018	0.481578297658	0.958,0.951,0.91	0.967,0.951,0.973	-0.024
355	"AT5G01390"	"AT5G01390"	chr5	-	161545	161949	161719	161949	160263	160938	355	59,40,55	2,0,0	35,65,38	0,0,0	298	149	1	1.0	0.937,1.0,1.0	1.0,1.0,1.0	-0.021
357	"AT2G46610"	"RS31A"	chr2	-	19137830	19138514	19138386	19138514	19137568	19137681	357	18,29,21	14,11,7	19,28,16	2,6,3	298	149	0.0100545807792	0.0579204917377	0.391,0.569,0.6	0.826,0.7,0.727	-0.231
359	"AT5G25560"	"AT5G25560"	chr5	+	8897870	8898361	8897870	8898022	8899425	8899670	359	12,20,9	1,1,0	4,9,8	2,1,1	298	149	1	1.0	0.857,0.909,1.0	0.5,0.818,0.8	0.216
360	"AT5G25560"	"AT5G25560"	chr5	+	8901085	8901201	8901085	8901197	8901286	8901709	360	8,2,15	0,2,0	8,15,2	0,0,1	152	149	0.786464764431	1.0	1.0,0.495,1.0	1.0,1.0,0.662	-0.056
361	"AT4G38270"	"GAUT3"	chr4	+	17939038	17939176	17939038	17939168	17939441	17939582	361	19,39,7	0,1,1	25,31,11	5,10,5	156	149	1.29139334548e-06	2.1703739774e-05	1.0,0.974,0.87	0.827,0.748,0.678	0.197
362	"AT4G38270"	"GAUT3"	chr4	+	17939038	17939176	17939038	17939168	17939445	17939582	362	5,5,3	1,6,5	7,9,2	7,10,5	156	149	0.525250611204	1.0	0.827,0.443,0.364	0.489,0.462,0.276	0.136
363	"AT2G01350"	"QPT"	chr2	-	166722	167071	166934	167071	166490	166637	363	174,229,218	0,4,0	142,316,163	0,1,0	298	149	1	1.0	1.0,0.966,1.0	1.0,0.994,1.0	-0.009
365	"AT5G19140"	"ATAILP1"	chr5	+	6425342	6425463	6425342	6425427	6425551	6425661	365	1384,1842,1765	0,0,0	1535,2132,1216	2,0,1	184	149	1	1.0	1.0,1.0,1.0	0.998,1.0,0.999	0.001
366	"AT4G14160"	"AT4G14160"	chr4	+	8170469	8170554	8170469	8170551	8171298	8171376	366	4,3,0	146,175,127	0,1,0	170,232,107	151	149	0.68973957945	1.0	0.026,0.017,0.0	0.0,0.004,0.0	0.013
367	"AT5G01470"	"AT5G01470"	chr5	+	192128	192227	192128	192215	192301	192517	367	0,1,0	11,5,15	4,6,3	5,17,7	160	149	3.19964207807e-06	4.76289577907e-05	0.0,0.157,0.0	0.427,0.247,0.285	-0.267
368	"AT1G49720"	"ABF1"	chr1	+	18402098	18402153	18402098	18402128	18402276	18402628	368	0,0,0	104,144,144	1,0,0	201,190,112	173	149	1	1.0	0.0,0.0,0.0	0.004,0.0,0.0	-0.001
372	"AT2G23930"	"SNRNP-G"	chr2	+	10182250	10182387	10182250	10182365	10182491	10182514	372	530,748,586	3,9,5	763,862,487	21,4,10	170	149	0.0389363864542	0.17487808054	0.994,0.986,0.99	0.97,0.995,0.977	0.009
373	"AT2G04845"	"AT2G04845"	chr2	-	1702662	1702824	1702691	1702824	1702557	1702596	373	43,42,43	12,18,18	8,15,4	46,62,66	177	149	0	0.0	0.751,0.663,0.668	0.128,0.169,0.049	0.579
