ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
348	"AT1G08680"	"AGD14"	chr1	+	2766719	2766821	2766725	2766821	2766505	2766643	348	8,12,10	92,70,144	8,6,13	107,68,138	104	99	0.623760436923	1.0	0.076,0.14,0.062	0.066,0.077,0.082	0.018
349	"AT3G07810"	"AT3G07810"	chr3	+	2495038	2495750	2495085	2495750	2493308	2494557	349	114,93,154	5,7,9	154,93,147	13,10,25	145	99	0.0049559902469	0.124426989177	0.94,0.901,0.921	0.89,0.864,0.801	0.069
350	"AT3G18500"	"CCR4-3"	chr3	+	6354696	6354808	6354699	6354808	6354498	6354605	350	27,28,38	1,3,5	27,14,30	2,3,3	101	99	0.824691356485	1.0	0.964,0.901,0.882	0.93,0.821,0.907	0.03
351	"AT1G48550"	"AT1G48550"	chr1	-	17951770	17951855	17951770	17951839	17951943	17952033	351	24,10,44	8,6,15	26,21,49	13,6,8	114	99	0.449814010967	1.0	0.723,0.591,0.718	0.635,0.752,0.842	-0.066
352	"AT2G42590"	"GRF9"	chr2	-	17732205	17732267	17732205	17732264	17732554	17732703	352	824,645,1009	11,14,33	1069,609,1108	25,17,26	101	99	0.810549571285	1.0	0.987,0.978,0.968	0.977,0.972,0.977	0.002
354	"AT1G34220"	"AT1G34220"	chr1	-	12464631	12464862	12464631	12464772	12464998	12465170	354	1,0,1	72,57,117	0,0,0	75,22,73	188	99	1	1.0	0.007,0.0,0.004	0.0,0.0,0.0	0.004
355	"AT3G02870"	"VTC4"	chr3	-	628446	628490	628446	628484	628623	628678	355	278,219,304	1,0,1	343,196,429	0,3,2	104	99	1	1.0	0.996,1.0,0.997	1.0,0.984,0.995	0.005
356	"AT3G02870"	"VTC4"	chr3	-	629530	629586	629530	629577	629669	629845	356	136,150,177	0,0,0	264,97,234	5,1,0	107	99	1	1.0	1.0,1.0,1.0	0.98,0.989,1.0	0.01
358	"AT4G28830"	"AT4G28830"	chr4	+	14233670	14233730	14233681	14233730	14233549	14233597	358	76,63,103	4,6,3	64,49,91	6,1,4	109	99	0.939250279557	1.0	0.945,0.905,0.969	0.906,0.978,0.954	-0.006
359	"AT1G67950"	"AT1G67950"	chr1	-	25478712	25479378	25478712	25479375	25479445	25479529	359	6,9,14	43,31,68	22,7,13	81,55,93	101	99	0.795147846325	1.0	0.12,0.222,0.168	0.21,0.111,0.121	0.023
360	"AT2G23010"	"SCPL9"	chr2	+	9802404	9802674	9802408	9802674	9802271	9802321	360	0,0,0	1,0,0	1,0,0	0,0,1	102	99	1	1.0	0.0,NA,NA	1.0,NA,0.0	-0.5
361	"AT5G05930"	"GC1"	chr5	-	1782268	1782393	1782268	1782328	1782485	1782742	361	37,33,59	0,0,1	79,39,85	0,1,0	163	99	1	1.0	1.0,1.0,0.973	1.0,0.959,1.0	0.005
362	"AT5G63880"	"VPS20.1"	chr5	+	25564758	25564914	25564830	25564914	25564471	25564624	362	0,0,1	71,38,78	0,0,0	72,50,55	170	99	1	1.0	0.0,0.0,0.007	0.0,0.0,0.0	0.002
363	"AT2G39690"	"AT2G39690"	chr2	+	16542761	16542872	16542764	16542872	16542599	16542683	363	10,10,14	9,5,8	9,11,15	5,4,14	101	99	0.923415546673	1.0	0.521,0.662,0.632	0.638,0.729,0.512	-0.021
364	"AT2G20790"	"AP5M"	chr2	-	8951950	8952271	8951950	8952266	8952344	8952473	364	53,30,49	4,5,6	81,32,72	4,3,11	103	99	0.833401553942	1.0	0.927,0.852,0.887	0.951,0.911,0.863	-0.02
365	"AT3G20920"	"AT3G20920"	chr3	-	7329933	7330248	7329933	7330245	7330599	7330751	365	117,94,178	3,1,9	120,88,174	4,6,5	101	99	0.6995416677	1.0	0.975,0.989,0.951	0.967,0.935,0.972	0.014
366	"AT1G80810"	"AT1G80810"	chr1	+	30368071	30368118	30368074	30368118	30367911	30367998	366	9,12,12	57,44,64	5,5,9	37,23,45	101	99	0.634513432514	1.0	0.134,0.211,0.155	0.117,0.176,0.164	0.014
367	"AT3G51100"	"AT3G51100"	chr3	-	18981478	18981648	18981478	18981618	18981993	18982291	367	96,91,135	8,14,4	152,70,150	10,7,11	128	99	1	1.0	0.903,0.834,0.963	0.922,0.886,0.913	-0.007
368	"AT1G25220"	"ASB1"	chr1	-	8838394	8838504	8838394	8838465	8839115	8839279	368	3,2,5	89,99,118	1,6,1	112,84,130	137	99	0.522125165561	1.0	0.024,0.014,0.03	0.006,0.049,0.006	0.002
370	"AT5G54250"	"CNGC4"	chr5	-	22026664	22026751	22026664	22026736	22026853	22027090	370	107,82,151	1,0,1	183,113,184	0,0,1	113	99	1	1.0	0.989,1.0,0.992	1.0,1.0,0.994	-0.004
371	"AT1G01740"	"AT1G01740"	chr1	-	274166	274289	274166	274249	274383	274569	371	39,25,43	12,10,14	20,7,9	5,3,13	138	99	0.294187357848	1.0	0.7,0.642,0.688	0.742,0.626,0.332	0.11
372	"AT3G02540"	"RAD23C"	chr3	-	534383	534561	534383	534558	534644	534800	372	214,170,273	4,4,10	355,113,292	4,5,6	101	99	0.377713848705	1.0	0.981,0.977,0.964	0.989,0.957,0.979	-0.001
376	"AT3G52050"	"AT3G52050"	chr3	+	19307081	19307135	19307117	19307135	19306333	19306352	376	98,65,127	0,1,0	102,60,117	2,0,0	134	99	1	1.0	1.0,0.98,1.0	0.974,1.0,1.0	0.002
377	"AT2G03640"	"AT2G03640"	chr2	-	1105577	1105777	1105577	1105774	1105865	1106151	377	0,2,5	132,95,163	6,4,4	192,85,205	101	99	0.174363841532	0.879270653879	0.0,0.02,0.029	0.03,0.044,0.019	-0.015
378	"AT1G03055"	"D27"	chr1	-	710694	711016	710694	710801	711091	711184	378	47,50,59	1,0,0	61,46,51	0,0,0	198	99	1	1.0	0.959,1.0,1.0	1.0,1.0,1.0	-0.014
379	"AT5G24970"	"AT5G24970"	chr5	-	8607434	8607506	8607434	8607497	8607604	8607646	379	23,18,26	1,0,0	20,4,30	0,0,0	107	99	1	1.0	0.955,1.0,1.0	1.0,1.0,1.0	-0.015
382	"AT5G62165"	"AGL42"	chr5	+	24965037	24965256	24965049	24965256	24964746	24964959	382	0,7,13	8,2,17	17,12,14	19,5,20	110	99	0.407521737725	1.0	0.0,0.759,0.408	0.446,0.684,0.387	-0.117
383	"AT3G63400"	"CYP63"	chr3	+	23412427	23412526	23412446	23412526	23412023	23412168	383	26,19,27	20,17,46	31,10,28	41,23,38	117	99	0.275842209703	1.0	0.524,0.486,0.332	0.39,0.269,0.384	0.1
384	"AT5G23090"	"DR1"	chr5	+	7749341	7749445	7749382	7749445	7749156	7749277	384	1,4,13	49,32,81	6,2,18	75,26,55	139	99	0.240807984235	1.0	0.014,0.082,0.103	0.054,0.052,0.189	-0.032
386	"AT1G63940"	"MDAR6"	chr1	+	23732990	23733053	23733002	23733053	23732814	23732903	386	859,660,1034	0,0,1	918,551,956	0,1,1	110	99	1	1.0	1.0,1.0,0.999	1.0,0.998,0.999	0.001
387	"AT2G32970"	"AT2G32970"	chr2	-	13993893	13994226	13993893	13994221	13994311	13994450	387	28,17,40	11,5,9	52,33,34	16,10,17	103	99	0.451479729961	1.0	0.71,0.766,0.81	0.758,0.76,0.658	0.037
388	"AT1G50500"	"VPS53"	chr1	-	18715282	18715434	18715282	18715377	18715548	18715645	388	1,0,2	51,53,88	1,0,0	74,24,52	155	99	1	1.0	0.012,0.0,0.014	0.009,0.0,0.0	0.006
389	"AT2G33560"	"BUBR1"	chr2	-	14214738	14214808	14214738	14214805	14214897	14214982	389	3,8,7	10,10,7	2,5,9	17,12,29	101	99	0.0619991733001	0.589992133017	0.227,0.44,0.495	0.103,0.29,0.233	0.179
390	"AT5G49710"	"AT5G49710"	chr5	+	20196156	20196317	20196159	20196317	20195990	20196081	390	51,36,59	30,24,33	67,42,79	39,33,51	101	99	0.620374073832	1.0	0.625,0.595,0.637	0.627,0.555,0.603	0.024
391	"AT5G49470"	"AT5G49470"	chr5	+	20064635	20065305	20064644	20065305	20064109	20064563	391	24,22,36	1,1,0	39,21,50	3,0,0	107	99	1	1.0	0.957,0.953,1.0	0.923,1.0,1.0	-0.004
392	"AT3G24929"	"AT3G24929"	chr3	+	9104845	9105092	9104974	9105092	9104494	9104652	392	1,0,0	11,9,24	0,2,0	14,4,18	198	99	1	1.0	0.043,0.0,0.0	0.0,0.2,0.0	-0.052
393	"AT1G09980"	"AT1G09980"	chr1	-	3258636	3258770	3258636	3258767	3258864	3259104	393	32,30,44	15,1,9	41,29,48	11,4,11	101	99	0.92782998557	1.0	0.676,0.967,0.827	0.785,0.877,0.811	-0.001
394	"AT1G16610"	"SR45"	chr1	-	5677153	5677376	5677153	5677355	5677465	5677634	394	123,68,139	31,17,40	114,72,126	35,16,40	119	99	0.652994311168	1.0	0.767,0.769,0.743	0.73,0.789,0.724	0.012
395	"AT3G12210"	"AT3G12210"	chr3	+	3895450	3895542	3895455	3895542	3895165	3895361	395	6,5,12	91,98,127	6,5,9	109,48,111	103	99	0.907951411628	1.0	0.06,0.047,0.083	0.05,0.091,0.072	-0.008
398	"AT5G18540"	"AT5G18540"	chr5	+	6155814	6156166	6155820	6156166	6155559	6155673	398	9,6,12	4,8,12	9,5,19	8,5,6	104	99	0.432199979376	1.0	0.682,0.417,0.488	0.517,0.488,0.751	-0.056
399	"AT5G66210"	"CPK28"	chr5	-	26456291	26456839	26456291	26456529	26456934	26457108	399	104,59,116	0,1,1	79,53,102	0,0,0	198	99	1	1.0	1.0,0.967,0.983	1.0,1.0,1.0	-0.017
400	"AT5G43430"	"ETFB"	chr5	+	17453803	17454088	17453813	17454088	17453597	17453724	400	86,69,100	0,1,0	107,56,96	3,3,2	108	99	0.171357762603	0.876937937731	1.0,0.984,1.0	0.97,0.945,0.978	0.03
401	"AT5G43430"	"ETFB"	chr5	+	17454865	17455296	17454885	17455296	17454570	17454665	401	5,1,2	69,59,76	4,0,4	90,68,140	118	99	0.556578855124	1.0	0.057,0.014,0.022	0.036,0.0,0.023	0.011
404	"AT5G41700"	"UBC8"	chr5	+	16676482	16676619	16676491	16676619	16676053	16676141	404	0,0,0	490,475,695	0,1,0	1921,957,1469	107	99	1	1.0	0.0,0.0,0.0	0.0,0.001,0.0	-0.0
405	"AT5G18240"	"MYR1"	chr5	-	6028284	6029321	6028284	6029309	6029622	6029692	405	2,2,7	8,5,7	7,2,18	15,2,8	110	99	0.18595577147	0.910205539865	0.184,0.265,0.474	0.296,0.474,0.669	-0.172
406	"AT5G18240"	"MYR1"	chr5	-	6028284	6029327	6028284	6029309	6029622	6029692	406	11,12,21	8,5,7	9,9,14	15,2,8	116	99	0.427089164525	1.0	0.54,0.672,0.719	0.339,0.793,0.599	0.067
407	"AT5G18240"	"MYR1"	chr5	-	6028284	6029327	6028284	6029321	6029622	6029692	407	11,12,20	2,2,6	9,9,14	7,2,18	104	99	0.0166201242353	0.276221783066	0.84,0.851,0.76	0.55,0.811,0.425	0.222
408	"AT2G25050"	"FH18"	chr2	-	10655194	10655361	10655194	10655289	10655416	10655498	408	0,0,1	27,21,42	0,0,0	34,19,44	170	99	1	1.0	0.0,0.0,0.014	0.0,0.0,0.0	0.005
410	"AT4G34090"	"AT4G34090"	chr4	-	16328397	16328493	16328397	16328479	16328564	16328663	410	8,9,5	10,3,4	5,0,5	3,4,14	112	99	0.0740080465092	0.634331814632	0.414,0.726,0.525	0.596,0.0,0.24	0.276
411	"AT4G34090"	"AT4G34090"	chr4	-	16328397	16328493	16328397	16328479	16328568	16328663	411	9,7,6	241,205,270	8,0,7	307,224,385	112	99	0.061208014408	0.58719883741	0.032,0.029,0.019	0.023,0.0,0.016	0.014
412	"AT4G34090"	"AT4G34090"	chr4	-	16329320	16329366	16329320	16329363	16329453	16329528	412	4,2,5	285,262,387	1,2,5	339,181,377	101	99	1	1.0	0.014,0.007,0.013	0.003,0.011,0.013	0.002
413	"AT4G03110"	"BRN1"	chr4	-	1377076	1377410	1377076	1377407	1377507	1377687	413	86,83,129	45,36,49	144,70,183	60,36,73	101	99	0.915263753064	1.0	0.652,0.693,0.721	0.702,0.656,0.711	-0.001
415	"AT4G33467"	"AT4G33467"	chr4	-	16101463	16101840	16101463	16101837	16101925	16102196	415	0,0,0	3,5,2	0,0,1	0,2,4	101	99	1	1.0	0.0,0.0,0.0	NA,0.0,0.197	-0.099
417	"AT1G03470"	"NET3A"	chr1	-	867408	867520	867408	867511	867629	867674	417	0,0,5	4,8,10	4,0,5	12,10,13	107	99	0.477071517168	1.0	0.0,0.0,0.316	0.236,0.0,0.262	-0.061
418	"AT3G15650"	"AT3G15650"	chr3	+	5306523	5306617	5306580	5306617	5306148	5306260	418	2,2,0	53,50,71	0,1,0	69,43,67	155	99	1	1.0	0.024,0.025,0.0	0.0,0.015,0.0	0.011
419	"AT2G26210"	"AT2G26210"	chr2	+	11157615	11157821	11157619	11157821	11157117	11157247	419	41,24,55	11,8,5	59,35,58	5,4,5	102	99	0.0280383260199	0.375210852602	0.783,0.744,0.914	0.92,0.895,0.918	-0.097
420	"AT2G26210"	"AT2G26210"	chr2	+	11157615	11157821	11157687	11157821	11157117	11157247	420	41,25,55	4,11,10	59,36,59	16,12,12	170	99	0.499161357615	1.0	0.857,0.57,0.762	0.682,0.636,0.741	0.043
421	"AT2G26210"	"AT2G26210"	chr2	+	11157619	11157821	11157687	11157821	11157117	11157247	421	11,9,5	4,11,10	5,5,6	16,12,12	166	99	0.0519171224471	0.529634631515	0.621,0.328,0.23	0.157,0.199,0.23	0.198
422	"AT3G25530"	"GLYR1"	chr3	-	9272975	9273077	9272975	9273044	9273156	9273267	422	521,491,680	0,0,0	914,502,941	1,1,0	131	99	1	1.0	1.0,1.0,1.0	0.999,0.997,1.0	0.001
423	"AT2G41540"	"GPDHC1"	chr2	+	17326792	17327455	17326795	17327455	17326510	17326606	423	8,9,13	7,8,8	27,19,12	12,5,10	101	99	0.22236141961	0.982720880673	0.528,0.524,0.614	0.688,0.788,0.54	-0.117
424	"AT4G17410"	"AT4G17410"	chr4	+	9719224	9719266	9719227	9719266	9718774	9719077	424	18,7,16	34,15,28	19,10,16	19,13,19	101	99	0.0774446632298	0.64276397827	0.342,0.314,0.359	0.495,0.43,0.452	-0.121
425	"AT5G57270"	"AT5G57270"	chr5	-	23203347	23203390	23203347	23203375	23203497	23203792	425	11,5,12	26,17,39	13,5,18	36,26,33	113	99	0.871168778715	1.0	0.27,0.205,0.212	0.24,0.144,0.323	-0.007
426	"AT2G48120"	"PAC"	chr2	+	19680200	19680395	19680218	19680395	19680053	19680130	426	179,149,260	3,0,2	182,112,213	5,1,1	116	99	0.631571156648	1.0	0.981,1.0,0.991	0.969,0.99,0.995	0.006
427	"AT2G05440"	"ATGRP9"	chr2	+	1993744	1994166	1993807	1994166	1993573	1993723	427	164,96,17	0,0,0	14,203,48	0,0,7	161	99	0.0805334370968	0.645940412835	1.0,1.0,1.0	1.0,1.0,0.808	0.064
428	"AT2G05440"	"ATGRP9"	chr2	+	1993744	1994166	1993846	1994166	1993573	1993723	428	168,99,22	0,0,2	17,204,52	0,0,0	198	99	1	1.0	1.0,1.0,0.846	1.0,1.0,1.0	-0.051
429	"AT2G05440"	"ATGRP9"	chr2	+	1993744	1994166	1993876	1994166	1993573	1993723	429	172,100,25	0,0,0	21,208,56	2,0,0	198	99	1	1.0	1.0,1.0,1.0	0.84,1.0,1.0	0.053
430	"AT2G05440"	"ATGRP9"	chr2	+	1993807	1994166	1993846	1994166	1993573	1993723	430	4,3,5	0,0,2	4,2,11	0,0,0	137	99	1	1.0	1.0,1.0,0.644	1.0,1.0,1.0	-0.119
431	"AT2G05440"	"ATGRP9"	chr2	+	1993807	1994166	1993876	1994166	1993573	1993723	431	9,6,8	0,0,0	10,6,15	2,0,0	167	99	1	1.0	1.0,1.0,1.0	0.748,1.0,1.0	0.084
432	"AT2G05440"	"ATGRP9"	chr2	+	1993846	1994166	1993876	1994166	1993573	1993723	432	5,3,5	0,0,0	6,4,4	2,0,0	128	99	1	1.0	1.0,1.0,1.0	0.699,1.0,1.0	0.1
433	"AT2G05440"	"ATGRP9"	chr2	+	1993786	1994166	1993807	1994166	1993573	1993744	433	75,39,62	16,13,19	137,27,217	18,14,7	119	99	0.0371994171832	0.41714219448	0.796,0.714,0.731	0.864,0.616,0.963	-0.067
434	"AT2G05440"	"ATGRP9"	chr2	+	1993846	1994166	1993885	1994166	1993573	1993765	434	11,5,4	0,4,1	19,6,6	0,4,0	137	99	0.355457513955	1.0	1.0,0.475,0.743	1.0,0.52,1.0	-0.101
435	"AT2G05440"	"ATGRP9"	chr2	+	1993846	1994166	1993876	1994166	1993573	1993807	435	5,3,3	14,8,16	6,4,146	6,2,9	128	99	7.10097842194e-07	0.00019900471665	0.216,0.225,0.127	0.436,0.607,0.926	-0.467
436	"AT2G05440"	"ATGRP9"	chr2	+	1993846	1994166	1993885	1994166	1993573	1993807	436	5,3,3	19,0,0	6,4,146	0,0,0	137	99	0.0069160081296	0.153979048923	0.16,1.0,1.0	1.0,1.0,1.0	-0.28
437	"AT2G05440"	"ATGRP9"	chr2	+	1993846	1994166	1993909	1994166	1993573	1993807	437	6,5,3	0,0,0	9,7,149	0,0,3	161	99	0.584295570328	1.0	1.0,1.0,1.0	1.0,1.0,0.968	0.011
438	"AT2G05440"	"ATGRP9"	chr2	+	1993876	1994166	1993885	1994166	1993573	1993807	438	14,8,16	19,0,0	6,2,9	0,0,0	107	99	0.00165554553173	0.05279847912	0.405,1.0,1.0	1.0,1.0,1.0	-0.198
439	"AT2G05440"	"ATGRP9"	chr2	+	1993876	1994166	1993909	1994166	1993573	1993807	439	15,10,16	0,0,0	9,5,12	0,0,3	131	99	0.697103278193	1.0	1.0,1.0,1.0	1.0,1.0,0.751	0.083
440	"AT2G05440"	"ATGRP9"	chr2	+	1993885	1994166	1993909	1994166	1993573	1993807	440	20,2,0	0,0,0	3,3,3	0,0,3	122	99	1	1.0	1.0,1.0,NA	1.0,1.0,0.448	0.184
442	"AT1G61560"	"MLO6"	chr1	-	22709622	22709690	22709622	22709652	22709783	22709819	442	60,28,62	0,0,0	60,36,52	0,0,2	136	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.95	0.017
443	"AT5G38410"	"RBCS-3B"	chr5	-	15377172	15377740	15377172	15377719	15377910	15378045	443	41642,34765,50418	215,140,52	65430,39452,80664	58,34,74	119	99	1	1.0	0.994,0.995,0.999	0.999,0.999,0.999	-0.003
445	"AT5G12210"	"AtRGTB1"	chr5	+	3947670	3947821	3947673	3947821	3947504	3947558	445	100,75,100	16,12,18	132,66,136	29,12,27	101	99	0.353532516407	1.0	0.86,0.86,0.845	0.817,0.844,0.832	0.024
448	"AT2G01220"	"AT2G01220"	chr2	+	124810	124907	124813	124907	124550	124707	448	130,82,160	6,1,4	195,119,193	5,2,2	101	99	0.287400464141	1.0	0.955,0.988,0.975	0.975,0.983,0.99	-0.01
450	"AT5G65930"	"KCBP"	chr5	-	26375107	26375207	26375107	26375204	26375292	26375859	450	34,44,61	0,0,0	49,14,60	0,0,1	101	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.983	0.006
451	"AT4G39860"	"AT4G39860"	chr4	+	18500800	18501112	18500803	18501112	18500595	18500719	451	81,45,108	44,51,90	65,45,75	63,44,62	101	99	0.495536854446	1.0	0.643,0.464,0.54	0.503,0.501,0.542	0.034
452	"AT2G45770"	"CPFTSY"	chr2	+	18852175	18852234	18852196	18852234	18852026	18852085	452	2,3,3	148,122,194	1,0,4	238,128,234	119	99	0.695634123342	1.0	0.011,0.02,0.013	0.003,0.0,0.014	0.009
453	"AT2G27710"	"RPP2B"	chr2	+	11816925	11817016	11816928	11817016	11816633	11816840	453	621,760,876	117,146,181	1325,651,1324	253,118,257	101	99	0.761128779293	1.0	0.839,0.836,0.826	0.837,0.844,0.835	-0.005
454	"AT5G13530"	"KEG"	chr5	+	4349758	4349880	4349761	4349880	4349245	4349403	454	19,23,43	7,7,14	40,19,23	12,3,9	101	99	0.708912697976	1.0	0.727,0.763,0.751	0.766,0.861,0.715	-0.034
455	"AT3G63510"	"AT3G63510"	chr3	+	23450778	23450905	23450804	23450905	23450535	23450705	455	88,109,158	0,2,4	103,42,90	2,3,2	124	99	0.360401550715	1.0	1.0,0.978,0.969	0.976,0.918,0.973	0.027
459	"AT5G60980"	"AT5G60980"	chr5	+	24545428	24545494	24545431	24545494	24545230	24545352	459	137,83,134	94,75,142	134,117,175	121,91,164	101	99	0.973324842717	1.0	0.588,0.52,0.481	0.521,0.558,0.511	-0.0
460	"AT5G26780"	"SHM2"	chr5	+	9420528	9420654	9420576	9420654	9420380	9420446	460	5,8,13	151,117,204	5,5,13	173,113,150	146	99	0.846988979823	1.0	0.022,0.044,0.041	0.019,0.029,0.056	0.001
461	"AT3G49720"	"AT3G49720"	chr3	-	18441532	18441702	18441532	18441688	18442067	18442198	461	1,5,6	246,220,376	7,3,15	498,231,495	112	99	0.217131060617	0.970510043667	0.004,0.02,0.014	0.012,0.011,0.026	-0.004
463	"AT5G06220"	"AT5G06220"	chr5	+	1883931	1883998	1883934	1883998	1883709	1883813	463	87,118,147	53,50,81	170,87,198	58,25,63	101	99	0.00170130134291	0.0528298838062	0.617,0.698,0.64	0.742,0.773,0.755	-0.105
464	"AT5G28840"	"GME"	chr5	-	10863614	10864044	10863614	10864025	10864725	10864903	464	4,0,3	518,554,914	12,10,11	882,403,902	117	99	0.514529876759	1.0	0.006,0.0,0.003	0.011,0.021,0.01	-0.011
465	"AT2G05830"	"AT2G05830"	chr2	+	2230040	2230199	2230053	2230199	2229910	2229966	465	152,104,262	3,1,0	251,114,239	1,0,2	111	99	1	1.0	0.978,0.989,1.0	0.996,1.0,0.991	-0.007
468	"AT1G27752"	"AT1G27752"	chr1	+	9663958	9664053	9663969	9664053	9663087	9663149	468	38,46,54	5,2,6	55,20,67	10,3,3	109	99	0.615294916139	1.0	0.873,0.954,0.891	0.833,0.858,0.953	0.025
470	"AT4G09680"	"CTC1"	chr4	+	6118834	6119026	6118897	6119026	6118673	6118751	470	52,33,66	0,4,0	40,25,54	2,1,0	161	99	0.26162481158	1.0	1.0,0.835,1.0	0.925,0.939,1.0	-0.01
471	"AT2G36360"	"AT2G36360"	chr2	-	15244303	15244498	15244303	15244477	15244576	15244659	471	0,3,11	58,55,72	10,4,4	73,26,72	119	99	0.363475496723	1.0	0.0,0.043,0.113	0.102,0.113,0.044	-0.034
473	"AT2G36360"	"AT2G36360"	chr2	-	15246857	15246910	15246857	15246886	15246974	15247113	473	1,4,4	39,37,48	1,3,7	79,43,53	122	99	0.808815411137	1.0	0.02,0.081,0.063	0.01,0.054,0.097	0.001
475	"AT1G17455"	"EFL4"	chr1	+	5997885	5998475	5997893	5998475	5997179	5997399	475	36,31,39	0,1,0	57,37,40	0,0,0	106	99	1	1.0	1.0,0.967,1.0	1.0,1.0,1.0	-0.011
476	"AT2G47640"	"AT2G47640"	chr2	+	19537859	19537937	19537862	19537937	19537504	19537529	476	65,46,95	141,73,146	61,52,98	114,71,171	101	99	0.783964103317	1.0	0.311,0.382,0.389	0.344,0.418,0.36	-0.013
477	"AT4G39180"	"SFH2"	chr4	-	18244702	18244847	18244702	18244844	18244921	18245011	477	14,6,16	5,5,5	23,8,9	5,4,14	101	99	0.541223144247	1.0	0.733,0.54,0.758	0.818,0.662,0.387	0.055
478	"AT3G11930"	"AT3G11930"	chr3	+	3776912	3777016	3776915	3777016	3776236	3776659	478	357,270,539	68,68,141	596,277,534	126,41,151	101	99	0.576766977138	1.0	0.837,0.796,0.789	0.823,0.869,0.776	-0.015
479	"AT2G01690"	"VAC14"	chr2	-	312420	312452	312420	312449	312532	312652	479	14,15,17	108,66,126	17,5,8	118,51,105	101	99	0.158707019136	0.851246739002	0.113,0.182,0.117	0.124,0.088,0.069	0.044
480	"AT2G32690"	"ATGRP23"	chr2	-	13863716	13864112	13863716	13864049	13864136	13864596	480	1,1,3	0,0,1	0,1,2	4,1,6	161	99	8.43240324788e-07	0.00019900471665	1.0,1.0,0.648	0.0,0.381,0.17	0.699
481	"AT5G58787"	"AT5G58787"	chr5	+	23743808	23744034	23743853	23744034	23743645	23743712	481	51,33,70	3,2,1	56,34,64	3,2,8	143	99	0.0663166768843	0.611356865027	0.922,0.92,0.98	0.928,0.922,0.847	0.042
482	"AT3G57320"	"AT3G57320"	chr3	+	21210538	21210863	21210567	21210863	21210407	21210499	482	2,0,1	119,92,153	4,1,0	175,120,197	127	99	1	1.0	0.013,0.0,0.005	0.018,0.006,0.0	-0.002
483	"AT4G04460"	"APA3"	chr4	+	2226917	2226982	2226929	2226982	2226725	2226839	483	20,24,53	0,0,3	38,19,42	0,2,0	110	99	0.437854113863	1.0	1.0,1.0,0.941	1.0,0.895,1.0	0.015
485	"AT5G13950"	"AT5G13950"	chr5	-	4500348	4500431	4500348	4500427	4500605	4500681	485	16,15,33	0,0,0	40,7,28	2,0,2	102	99	0.402287674937	1.0	1.0,1.0,1.0	0.951,1.0,0.931	0.039
486	"AT3G22950"	"ARFC1"	chr3	-	8137321	8137542	8137321	8137525	8137769	8137925	486	54,60,120	10,14,17	108,50,120	14,17,16	115	99	0.864885227018	1.0	0.823,0.787,0.859	0.869,0.717,0.866	0.006
487	"AT1G69530"	"EXPA1"	chr1	+	26143108	26143496	26143111	26143496	26142744	26143034	487	9,13,15	3,1,3	27,5,8	6,1,3	101	99	0.491469596031	1.0	0.746,0.927,0.831	0.815,0.831,0.723	0.045
488	"AT2G37480"	"AT2G37480"	chr2	+	15739249	15739848	15739252	15739848	15738603	15738899	488	190,139,190	54,38,72	244,120,258	83,42,75	101	99	0.850383108651	1.0	0.775,0.782,0.721	0.742,0.737,0.771	0.009
489	"AT5G62640"	"ELF5"	chr5	-	25150537	25150911	25150537	25150893	25151011	25151093	489	68,63,122	2,2,6	70,31,86	3,4,3	116	99	0.567609318586	1.0	0.967,0.964,0.946	0.952,0.869,0.961	0.032
490	"AT4G38220"	"AT4G38220"	chr4	+	17926508	17926742	17926517	17926742	17926233	17926371	490	3,3,10	248,192,341	8,3,22	381,258,453	107	99	0.143274665172	0.80690169687	0.011,0.014,0.026	0.019,0.011,0.043	-0.007
491	"AT5G14610"	"RH46"	chr5	+	4714589	4715069	4714592	4715069	4714116	4714506	491	40,21,41	132,94,162	25,17,27	123,79,114	101	99	0.31768430099	1.0	0.229,0.18,0.199	0.166,0.174,0.188	0.027
495	"AT3G10480"	"ANAC050"	chr3	+	3265472	3265658	3265475	3265658	3265103	3265381	495	55,58,60	13,16,14	79,48,84	31,15,22	101	99	0.245165484992	1.0	0.806,0.78,0.808	0.714,0.758,0.789	0.044
496	"AT3G22260"	"AT3G22260"	chr3	+	7873334	7873548	7873349	7873548	7873180	7873237	496	19,10,18	20,7,18	15,13,19	14,9,14	113	99	0.51823440516	1.0	0.454,0.556,0.467	0.484,0.559,0.543	-0.036
497	"AT3G23610"	"DSPTP1"	chr3	+	8479495	8479857	8479606	8479857	8479253	8479399	497	1,1,1	24,10,21	0,0,1	16,13,15	198	99	0.736875217732	1.0	0.02,0.048,0.023	0.0,0.0,0.032	0.02
498	"AT1G44780"	"AT1G44780"	chr1	+	16911209	16911289	16911212	16911289	16910814	16911132	498	47,30,50	18,26,32	18,15,24	12,9,18	101	99	0.663924412634	1.0	0.719,0.531,0.605	0.595,0.62,0.567	0.024
