ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
834	"AT1G72340"	"AT1G72340"	chr1	+	27237651	27237793	27237383	27237536	27237963	27238205
835	"AT3G23080"	"AT3G23080"	chr3	-	8208367	8208544	8208224	8208308	8208615	8208781
838	"AT4G01880"	"AT4G01880"	chr4	-	811754	811812	811580	811667	811900	812153
839	"AT4G30690"	"AT4G30690"	chr4	+	14961102	14961142	14960645	14961016	14961223	14961283
840	"AT4G30690"	"AT4G30690"	chr4	+	14961223	14961283	14960645	14961016	14961360	14961413
841	"AT3G20720"	"AT3G20720"	chr3	+	7241726	7241789	7241584	7241651	7241998	7242115
842	"AT3G20720"	"AT3G20720"	chr3	+	7242629	7242702	7242459	7242539	7242807	7242851
843	"AT1G55690"	"SFH13"	chr1	-	20811824	20811922	20811439	20811743	20812172	20812296
845	"AT4G20930"	"AT4G20930"	chr4	-	11199964	11200115	11199752	11199835	11200301	11200416
846	"AT4G20930"	"AT4G20930"	chr4	-	11200522	11200611	11200301	11200416	11200922	11201087
847	"AT1G73310"	"SCPL4"	chr1	-	27563011	27563057	27562814	27562895	27563152	27563266
848	"AT1G23310"	"GGAT1"	chr1	-	8270911	8270977	8270710	8270828	8271212	8271373
850	"AT4G23000"	"AT4G23000"	chr4	+	12057530	12057730	12057227	12057412	12057970	12058303
851	"AT3G18500"	"CCR4-3"	chr3	+	6353030	6353200	6352476	6352856	6353501	6353554
853	"AT3G53340"	"NFYB10"	chr3	-	19775362	19775368	19775151	19775226	19775476	19775606
854	"AT3G16220"	"AT3G16220"	chr3	+	5498154	5498267	5497926	5498077	5498362	5498428
855	"AT3G16220"	"AT3G16220"	chr3	+	5498154	5498267	5497926	5498077	5498501	5498592
856	"AT3G16220"	"AT3G16220"	chr3	+	5498362	5498428	5497926	5498077	5498501	5498592
857	"AT3G16220"	"AT3G16220"	chr3	+	5498362	5498428	5498154	5498267	5498501	5498592
858	"AT2G23380"	"CLF"	chr2	+	9957071	9957206	9956791	9956876	9957306	9957354
859	"AT1G34220"	"AT1G34220"	chr1	-	12464631	12464772	12462851	12464361	12464998	12465170
860	"AT1G34220"	"AT1G34220"	chr1	-	12464631	12464862	12462848	12464361	12464998	12465170
861	"AT1G48430"	"AT1G48430"	chr1	-	17904859	17904915	17904572	17904703	17905065	17905149
863	"AT4G00335"	"RHB1A"	chr4	+	146790	146928	145903	146055	147194	147564
864	"AT4G00335"	"RHB1A"	chr4	+	146796	146928	145927	146055	147194	147564
865	"AT1G20640"	"NLP4"	chr1	+	7154757	7154829	7154409	7154549	7155169	7155980
866	"AT2G19930"	"RDR5"	chr2	-	8610111	8610132	8609944	8610016	8610245	8610389
867	"AT3G46280"	"AT3G46280"	chr3	-	17006567	17006606	17005858	17006026	17006861	17007370
868	"AT1G65540"	"AT1G65540"	chr1	-	24364430	24364523	24364142	24364269	24364612	24364701
869	"AT2G41880"	"GK-1"	chr2	+	17475035	17475090	17474618	17474811	17475239	17475353
870	"AT2G41880"	"GK-1"	chr2	+	17476683	17476729	17476473	17476609	17476808	17476899
871	"AT1G54650"	"AT1G54650"	chr1	-	20407010	20407120	20406721	20406921	20407491	20407686
872	"AT5G06830"	"AT5G06830"	chr5	-	2119219	2119354	2118855	2118950	2119498	2119629
873	"AT5G48640"	"CYCC1-1"	chr5	-	19724671	19724790	19724448	19724563	19724984	19725029
874	"AT5G48640"	"CYCC1-1"	chr5	-	19725196	19725236	19724984	19725029	19725386	19725493
875	"AT5G62890"	"NAT6"	chr5	+	25245740	25245837	25245393	25245578	25245951	25246038
877	"AT2G23010"	"SCPL9"	chr2	+	9800597	9800681	9800417	9800504	9801296	9801368
878	"AT1G09795"	"HISN1B"	chr1	+	3174996	3175062	3174619	3174733	3175140	3175248
879	"AT1G09795"	"HISN1B"	chr1	+	3175140	3175248	3174619	3174733	3175350	3175434
880	"AT1G17370"	"UBP1B"	chr1	-	5954217	5954279	5953739	5953842	5954720	5955037
881	"AT5G05930"	"GC1"	chr5	-	1781401	1781490	1781089	1781151	1781757	1781832
883	"AT1G69510"	"AT1G69510"	chr1	+	26126771	26126856	26126359	26126477	26127008	26127071
884	"AT1G69510"	"AT1G69510"	chr1	+	26126776	26126856	26126349	26126477	26127008	26127071
885	"AT4G10610"	"CID12"	chr4	+	6558072	6558117	6557872	6557983	6558188	6558261
886	"AT3G05345"	"AT3G05345"	chr3	-	1523266	1523304	1523067	1523147	1523369	1523450
887	"AT4G39710"	"PNSL4"	chr4	-	18427798	18427891	18427558	18427619	18427977	18428375
888	"AT2G20790"	"AP5M"	chr2	-	8950338	8950386	8949927	8950227	8950469	8950526
889	"AT2G20790"	"AP5M"	chr2	-	8950469	8950526	8949927	8950227	8950600	8951469
890	"AT5G04290"	"KTF1"	chr5	+	1200022	1200073	1199729	1199799	1200162	1200202
891	"AT5G62300"	"RPS20A"	chr5	-	25021739	25021853	25021199	25021530	25022117	25022246
892	"AT4G15920"	"SWEET17"	chr4	-	9031452	9031572	9030516	9030900	9032327	9032492
893	"AT1G26180"	"AT1G26180"	chr1	+	9055917	9055960	9055719	9055763	9056052	9056124
894	"AT2G30330"	"BLOS1"	chr2	-	12929234	12929440	12928766	12929140	12929531	12929737
897	"AT5G14210"	"AT5G14210"	chr5	-	4579013	4579039	4578824	4578936	4579143	4579355
898	"AT3G61415"	"ASK21"	chr3	-	22724265	22724335	22723722	22723823	22724432	22724543
899	"AT3G61415"	"ASK21"	chr3	-	22724432	22724543	22723722	22723823	22724627	22724819
900	"AT5G59960"	"AT5G59960"	chr5	-	24143837	24143883	24143444	24143501	24144140	24144223
901	"AT4G16340"	"SPK1"	chr4	-	9235992	9236100	9235826	9235864	9236179	9236341
902	"AT4G37110"	"AT4G37110"	chr4	-	17485751	17485790	17485375	17485615	17485916	17486276
903	"AT5G54110"	"PVA41"	chr5	+	21959051	21959133	21958820	21958891	21959239	21959361
904	"AT1G66680"	"AR401"	chr1	-	24867333	24867430	24866938	24867042	24868074	24868275
905	"AT1G05430"	"AT1G05430"	chr1	-	1595132	1595186	1594922	1595043	1595320	1595426
906	"AT1G05890"	"ARI5"	chr1	+	1780719	1780810	1780525	1780631	1781086	1781259
907	"AT1G34340"	"AT1G34340"	chr1	+	12531433	12531495	12531270	12531360	12531747	12531837
908	"AT1G34340"	"AT1G34340"	chr1	+	12531572	12531673	12531433	12531495	12531747	12531837
909	"AT1G34340"	"AT1G34340"	chr1	+	12532976	12533033	12532779	12532828	12533190	12533321
910	"AT5G54250"	"CNGC4"	chr5	-	22026664	22026736	22026069	22026434	22026853	22027090
911	"AT5G54250"	"CNGC4"	chr5	-	22026664	22026751	22026069	22026434	22026853	22027090
912	"AT4G19140"	"AT4G19140"	chr4	+	10470231	10470362	10469663	10470058	10470448	10470574
913	"AT5G22030"	"UBP8"	chr5	-	7295132	7295222	7294687	7294811	7295345	7295597
914	"AT5G12240"	"AT5G12240"	chr5	-	3959631	3959672	3959263	3959323	3960210	3960280
915	"AT3G57410"	"VLN3"	chr3	-	21250819	21250845	21249753	21249858	21250981	21251100
916	"AT1G61850"	"PLA1"	chr1	+	22857086	22857165	22856850	22856998	22857252	22857406
917	"AT1G61850"	"PLA1"	chr1	+	22858111	22858274	22857791	22858037	22858356	22858617
918	"AT5G59710"	"VIP2"	chr5	+	24060244	24060333	24059857	24059956	24060435	24060516
921	"AT5G45280"	"PAE11"	chr5	+	18346860	18346973	18345594	18345706	18347346	18347429
924	"AT1G16540"	"ABA3"	chr1	+	5661522	5661568	5661334	5661440	5661827	5661866
925	"AT3G03300"	"DCL2"	chr3	-	769594	769776	769292	769502	769852	769956
926	"AT5G23060"	"CAS"	chr5	-	7737073	7737205	7736589	7736994	7737284	7737426
927	"AT5G60940"	"CSTF50"	chr5	+	24524312	24524383	24524147	24524225	24524484	24524536
928	"AT1G53190"	"AT1G53190"	chr1	+	19837463	19837579	19837109	19837228	19838050	19838744
929	"AT5G45310"	"AT5G45310"	chr5	-	18360060	18360240	18359274	18359987	18360532	18360820
930	"AT1G03055"	"D27"	chr1	-	710954	711016	710694	710801	711091	711184
931	"AT3G62870"	"RPL7AB"	chr3	-	23243980	23244022	23243673	23243875	23244270	23244353
933	"AT3G19330"	"AT3G19330"	chr3	+	6700753	6700822	6699622	6700673	6701084	6701300
934	"AT3G19330"	"AT3G19330"	chr3	+	6700756	6700822	6700318	6700673	6701084	6701287
935	"AT3G19330"	"AT3G19330"	chr3	+	6700772	6700822	6700318	6700673	6701084	6701255
936	"AT4G17910"	"AT4G17910"	chr4	-	9951735	9951780	9951549	9951648	9951854	9951906
937	"AT4G17910"	"AT4G17910"	chr4	-	9953121	9953194	9952951	9953041	9953260	9953337
939	"AT5G02940"	"AT5G02940"	chr5	-	685371	685419	685218	685288	685514	685591
940	"AT2G45240"	"MAP1A"	chr2	+	18657759	18657801	18657621	18657673	18657900	18657962
942	"AT5G37055"	"SWC6"	chr5	-	14642104	14642210	14641911	14642018	14642288	14642440
943	"AT4G29900"	"ACA10"	chr4	-	14616430	14616514	14616255	14616333	14616599	14616670
944	"AT1G50730"	"AT1G50730"	chr1	+	18800521	18800609	18800285	18800447	18800964	18801039
946	"AT3G12590"	"AT3G12590"	chr3	-	4002364	4002415	4001592	4002081	4002859	4002939
947	"AT2G31360"	"ADS2"	chr2	-	13372940	13373081	13372708	13372849	13373210	13373606
948	"AT4G01430"	"AT4G01430"	chr4	+	586157	586220	585597	585888	586392	586509
950	"AT5G62165"	"AGL42"	chr5	+	24966361	24966443	24964699	24965256	24967327	24967427
952	"AT5G62165"	"AGL42"	chr5	+	24967694	24967736	24967327	24967427	24967840	24967882
953	"AT5G47435"	"PURU1"	chr5	+	19242563	19242723	19242399	19242473	19242889	19242988
954	"AT3G49900"	"AT3G49900"	chr3	-	18502249	18502319	18501508	18502036	18502438	18502614
955	"AT2G47410"	"AT2G47410"	chr2	+	19449671	19449826	19449097	19449461	19450266	19450503
956	"AT2G47410"	"AT2G47410"	chr2	+	19449671	19449829	19449097	19449461	19450266	19450503
957	"AT2G47410"	"AT2G47410"	chr2	+	19450736	19450846	19450266	19450503	19450931	19451009
958	"AT2G47410"	"AT2G47410"	chr2	+	19452926	19453007	19452674	19452745	19453409	19453506
959	"AT2G47410"	"AT2G47410"	chr2	+	19453086	19453157	19452926	19453007	19453409	19453506
960	"AT2G21330"	"FBA1"	chr2	-	9129132	9129223	9128146	9129046	9129315	9129425
961	"AT2G32970"	"AT2G32970"	chr2	-	13995009	13995111	13994311	13994450	13995589	13995749
962	"AT1G75920"	"AT1G75920"	chr1	+	28505729	28505816	28504451	28504681	28505918	28506049
963	"AT5G58510"	"AT5G58510"	chr5	-	23651454	23651547	23651093	23651222	23651734	23651844
964	"AT5G56140"	"AT5G56140"	chr5	+	22726609	22726755	22726166	22726252	22727167	22727281
965	"AT5G50020"	"PAT09"	chr5	+	20352841	20353120	20352265	20352451	20353329	20353563
966	"AT5G50020"	"PAT09"	chr5	+	20352841	20353141	20352265	20352451	20353329	20353563
967	"AT1G05200"	"GLR3.4"	chr1	+	1507885	1507917	1507528	1507806	1508023	1508433
968	"AT1G45191"	"BGLU1"	chr1	+	17116256	17116320	17116043	17116187	17116811	17116861
970	"AT1G45191"	"BGLU1"	chr1	+	17117993	17118202	17117788	17117904	17118336	17118411
971	"AT1G45191"	"BGLU1"	chr1	+	17117993	17118217	17117788	17117904	17118336	17118411
972	"AT1G16890"	"UBC36"	chr1	-	5777078	5777120	5776892	5776966	5777413	5777472
979	"AT1G11790"	"ADT1"	chr1	+	3983203	3983271	3981247	3981740	3983357	3983450
981	"AT4G15563"	"AT4G15563"	chr4	+	8891078	8891249	8890878	8890988	8891740	8891998
982	"AT5G55070"	"AT5G55070"	chr5	+	22348496	22348571	22348242	22348310	22348664	22348720
983	"AT5G55070"	"AT5G55070"	chr5	+	22348824	22348869	22348664	22348720	22348949	22349213
985	"AT1G08520"	"CHLD"	chr1	+	2698110	2698203	2697871	2697995	2698626	2698722
986	"AT4G22110"	"AT4G22110"	chr4	-	11712207	11712272	11711973	11712069	11712832	11712908
987	"AT5G52100"	"DAPB3"	chr5	+	21170395	21170518	21170144	21170307	21170606	21170681
990	"AT5G52790"	"CBSDUF5"	chr5	-	21392215	21392262	21391885	21392153	21392347	21392511
991	"AT5G43430"	"ETFB"	chr5	+	17454570	17454665	17454386	17454467	17454885	17455296
994	"AT1G19485"	"AT1G19485"	chr1	+	6749457	6749530	6749160	6749292	6749673	6749713
995	"AT2G19110"	"HMA4"	chr2	+	8280925	8281183	8279474	8279691	8282646	8282744
996	"AT2G43240"	"AT2G43240"	chr2	-	17971745	17971879	17971581	17971661	17972045	17972153
998	"AT5G54090"	"AT5G54090"	chr5	-	21949886	21950014	21949558	21949606	21950144	21950295
999	"AT3G28050"	"AT3G28050"	chr3	+	10444100	10444329	10443838	10443952	10444421	10444583
1000	"AT4G34090"	"AT4G34090"	chr4	-	16329165	16329223	16328908	16329064	16329453	16329528
1001	"AT4G34090"	"AT4G34090"	chr4	-	16329320	16329363	16329165	16329223	16329453	16329528
1002	"AT4G34090"	"AT4G34090"	chr4	-	16329320	16329366	16329165	16329223	16329453	16329528
1003	"AT4G32130"	"AT4G32130"	chr4	-	15522011	15522058	15521390	15521490	15522391	15522593
1004	"AT4G33760"	"AT4G33760"	chr4	-	16192247	16192357	16192036	16192148	16192434	16192578
1005	"AT1G23080"	"PIN7"	chr1	-	8181082	8181240	8180925	8181002	8181681	8181767
1006	"AT5G66900"	"AT5G66900"	chr5	-	26715879	26716076	26714763	26715763	26716158	26716511
1008	"AT2G17760"	"AT2G17760"	chr2	+	7713944	7714080	7713313	7713792	7714482	7714718
1009	"AT4G36920"	"AP2"	chr4	+	17401645	17401676	17401533	17401559	17401786	17401874
1010	"AT4G24750"	"STR11"	chr4	-	12759031	12759119	12758850	12758918	12759421	12759496
1011	"AT1G76200"	"AT1G76200"	chr1	+	28593923	28593980	28593773	28593819	28594494	28594742
1012	"AT5G35210"	"AT5G35210"	chr5	-	13478552	13478677	13477994	13478464	13478827	13479107
1013	"AT2G26210"	"AT2G26210"	chr2	+	11157615	11157821	11157117	11157247	11157897	11157983
1014	"AT2G26210"	"AT2G26210"	chr2	+	11157619	11157821	11157117	11157247	11157897	11157983
1015	"AT2G26210"	"AT2G26210"	chr2	+	11157687	11157821	11157117	11157247	11157897	11157983
1016	"AT2G26210"	"AT2G26210"	chr2	+	11158313	11158371	11157897	11157983	11158461	11158521
1017	"AT3G25530"	"GLYR1"	chr3	-	9272379	9272458	9272138	9272309	9272547	9272663
1019	"AT4G32470"	"QCR7-1"	chr4	-	15670070	15670118	15669218	15669709	15670732	15670890
1020	"AT2G48120"	"PAC"	chr2	+	19680470	19680557	19680200	19680395	19680633	19680684
1021	"AT3G30380"	"AT3G30380"	chr3	+	11975450	11975487	11974065	11974722	11975555	11975792
1022	"AT3G30380"	"AT3G30380"	chr3	+	11975868	11975916	11975555	11975792	11975992	11976432
1023	"AT4G34060"	"DML3"	chr4	+	16318418	16318476	16318288	16318325	16318547	16318684
1024	"AT4G34240"	"ALDH3I1"	chr4	+	16390777	16390846	16390445	16390689	16390931	16391028
1025	"AT5G15845"	"AT5G15845"	chr5	+	5175200	5175260	5174762	5174949	5175880	5175995
1026	"AT5G15845"	"AT5G15845"	chr5	+	5176240	5176406	5175880	5175995	5176494	5177889
1027	"AT5G41940"	"AT5G41940"	chr5	+	16783988	16784042	16783544	16783594	16784259	16785576
1028	"AT5G38410"	"RBCS-3B"	chr5	-	15377895	15378045	15377172	15377740	15378135	15378416
1029	"AT5G38410"	"RBCS-3B"	chr5	-	15377910	15378045	15377172	15377740	15378135	15378416
1030	"AT3G05670"	"AT3G05670"	chr3	+	1653712	1655342	1653263	1653389	1655683	1656605
1031	"AT3G05670"	"AT3G05670"	chr3	+	1655683	1656605	1653263	1653389	1656747	1657159
1032	"AT5G12210"	"AtRGTB1"	chr5	+	3948361	3948428	3948081	3948198	3948521	3948670
1033	"AT1G21065"	"AT1G21065"	chr1	+	7375165	7375220	7374967	7375001	7375319	7375362
1034	"AT1G21660"	"AT1G21660"	chr1	+	7607920	7607986	7607501	7607599	7608194	7608284
1035	"AT4G04840"	"MSRB6"	chr4	+	2450003	2450160	2449747	2449882	2451143	2451589
1036	"AT5G26110"	"AT5G26110"	chr5	-	9119104	9119218	9118723	9119002	9119596	9119826
1038	"AT5G38660"	"APE1"	chr5	-	15473641	15473722	15473451	15473497	15473872	15473926
1039	"AT5G38660"	"APE1"	chr5	-	15474720	15474823	15474447	15474534	15474894	15474941
1040	"AT2G01220"	"AT2G01220"	chr2	+	125273	125383	124810	124907	125591	125698
1041	"AT1G71270"	"VPS52"	chr1	+	26867361	26867477	26866712	26866895	26867566	26867625
1042	"AT1G73090"	"AT1G73090"	chr1	+	27489684	27489722	27489339	27489560	27489807	27489853
1043	"AT5G65930"	"KCBP"	chr5	-	26374434	26374537	26374161	26374314	26374649	26374765
1044	"AT4G16800"	"AT4G16800"	chr4	-	9455485	9455537	9455284	9455388	9455618	9455709
1045	"AT4G39860"	"AT4G39860"	chr4	+	18500109	18500183	18499752	18500025	18500595	18500719
1046	"AT1G13950"	"ELF5A-1"	chr1	+	4774237	4774294	4774021	4774144	4774367	4774442
1047	"AT3G47750"	"ATATH3"	chr3	+	17609820	17609930	17609397	17609598	17610006	17610091
1048	"AT5G13530"	"KEG"	chr5	+	4348032	4348158	4347620	4347851	4348256	4348593
1049	"AT2G43640"	"SRP14"	chr2	-	18098616	18098688	18098314	18098408	18099027	18099130
1050	"AT3G63510"	"AT3G63510"	chr3	+	23451729	23451811	23451520	23451638	23451890	23451952
1052	"AT1G10600"	"AMSH2"	chr1	+	3504358	3504392	3504023	3504113	3504568	3504643
1053	"AT1G10600"	"AMSH2"	chr1	+	3504425	3504488	3504023	3504113	3504568	3504643
1054	"AT1G10600"	"AMSH2"	chr1	+	3504881	3504934	3504736	3504799	3505015	3505502
1055	"AT4G19450"	"AT4G19450"	chr4	+	10607735	10608667	10606452	10606846	10608740	10609335
1057	"AT5G55840"	"AT5G55840"	chr5	+	22598443	22601782	22598037	22598203	22601861	22602191
1058	"AT2G48160"	"AT2G48160"	chr2	-	19695987	19696064	19693350	19695345	19696461	19696821
1059	"AT2G36080"	"ARF31"	chr2	-	15149623	15149814	15148258	15148650	15150906	15151575
1060	"AT1G30845"	"AT1G30845"	chr1	+	10980043	10980214	10979846	10979957	10980343	10980688
1063	"AT3G09260"	"BGLU23"	chr3	-	2842524	2842602	2842341	2842429	2842737	2842813
1064	"AT3G09260"	"BGLU23"	chr3	-	2842737	2842813	2842524	2842602	2842935	2842991
1065	"AT2G35360"	"AT2G35360"	chr2	-	14890285	14890362	14890130	14890209	14890461	14890594
1066	"AT5G21160"	"LARP1A"	chr5	-	7202120	7202192	7201583	7201766	7202306	7202397
1067	"AT3G60960"	"AT3G60960"	chr3	+	22538197	22538295	22535705	22536950	22538465	22538635
1068	"AT1G70900"	"AT1G70900"	chr1	+	26732384	26732610	26731812	26731959	26732700	26732756
1069	"AT1G67420"	"AT1G67420"	chr1	+	25258884	25259009	25258635	25258754	25259163	25259388
1070	"AT5G16520"	"AT5G16520"	chr5	-	5396828	5396920	5396059	5396760	5397005	5397455
1071	"AT3G13040"	"AT3G13040"	chr3	-	4173865	4174517	4173487	4173692	4175030	4175064
1072	"AT1G28410"	"AT1G28410"	chr1	-	9978120	9978168	9977856	9977970	9978687	9978815
1073	"AT1G02120"	"VAD1"	chr1	+	396166	396217	396028	396088	396290	396356
1074	"AT1G02120"	"VAD1"	chr1	+	396290	396356	396166	396217	396438	396534
1075	"AT3G18080"	"BGLU44"	chr3	+	6192368	6192456	6192218	6192290	6192529	6192782
1076	"AT3G22200"	"POP2"	chr3	+	7836100	7836173	7835939	7836024	7836275	7836373
1077	"AT5G46470"	"RPS6"	chr5	+	18848582	18848632	18848015	18848504	18849198	18849741
1078	"AT4G15840"	"AT4G15840"	chr4	+	8998153	8998233	8997772	8997871	8998326	8999056
1079	"AT3G14190"	"AT3G14190"	chr3	+	4710896	4710973	4710482	4710614	4711057	4711333
1080	"AT5G54600"	"RPL24"	chr5	+	22183659	22183698	22182977	22183159	22183871	22184027
1081	"AT2G17790"	"VPS35A"	chr2	+	7735158	7735215	7734874	7734962	7735309	7735399
1082	"AT2G42770"	"AT2G42770"	chr2	-	17798948	17799081	17798826	17798866	17799645	17800006
1083	"AT2G42770"	"AT2G42770"	chr2	-	17799165	17799321	17798948	17799081	17799645	17800006
1084	"AT4G13730"	"AT4G13730"	chr4	+	7973043	7973223	7972774	7972903	7973496	7973613
1085	"AT5G20900"	"TIFY3B"	chr5	+	7091397	7091500	7090703	7091007	7091574	7091755
1086	"AT5G26667"	"UMK3"	chr5	+	9277308	9277389	9277069	9277226	9277493	9277601
1087	"AT5G26667"	"UMK3"	chr5	+	9278079	9278137	9277686	9277758	9278330	9278593
1088	"AT2G15900"	"AT2G15900"	chr2	+	6931331	6931411	6930638	6931099	6931517	6931653
1089	"AT1G50260"	"NTMC2T5.1"	chr1	-	18620070	18620089	18619551	18619757	18620330	18620572
1090	"AT2G05310"	"AT2G05310"	chr2	-	1933847	1933917	1933271	1933535	1933982	1934212
1091	"AT4G09680"	"CTC1"	chr4	+	6119515	6119791	6119305	6119407	6119918	6120272
1092	"AT4G09680"	"CTC1"	chr4	+	6121458	6121567	6121178	6121395	6122087	6122407
1093	"AT4G00030"	"PAP11"	chr4	+	14113	14179	13526	14028	14257	14413
1095	"AT3G12810"	"PIE1"	chr3	+	4067645	4067704	4067432	4067561	4067792	4067915
1096	"AT1G59840"	"CCB4"	chr1	+	22028084	22028251	22027911	22027995	22028486	22029379
1097	"AT4G23895"	"AT4G23895"	chr4	+	12423459	12423523	12423296	12423379	12423607	12423725
1100	"AT3G24740"	"AT3G24740"	chr3	+	9031846	9032064	9031095	9031270	9032376	9033475
1101	"AT2G01690"	"VAC14"	chr2	-	310563	310684	310224	310386	310765	310881
1102	"AT1G68830"	"STN7"	chr1	-	25874901	25874988	25874701	25874821	25875080	25875550
1103	"AT2G31530"	"SCY2"	chr2	+	13429057	13429199	13428821	13428905	13429360	13429477
1109	"AT5G54760"	"AT5G54760"	chr5	+	22245324	22245378	22244956	22245162	22245472	22245764
1110	"AT3G23390"	"RPL36AB"	chr3	+	8376004	8376079	8375646	8375826	8376164	8376392
1111	"AT3G28970"	"AAR3"	chr3	-	10988489	10988535	10988322	10988402	10988604	10988701
1112	"AT3G28970"	"AAR3"	chr3	-	10989358	10989485	10989106	10989158	10989721	10989921
1113	"AT5G24620"	"AT5G24620"	chr5	+	8430338	8430431	8430003	8430069	8431047	8431227
1115	"AT1G30620"	"MUR4"	chr1	+	10855429	10855556	10854548	10854873	10855814	10855936
1116	"AT2G33640"	"PAT21"	chr2	+	14239852	14239966	14239212	14239544	14240086	14240207
1117	"AT1G49040"	"SCD1"	chr1	-	18140567	18140639	18140147	18140308	18140731	18140913
1118	"AT4G25960"	"ABCB2"	chr4	+	13178046	13178101	13177408	13177800	13178189	13178365
1119	"AT5G25265"	"AT5G25265"	chr5	-	8755250	8755322	8754992	8755106	8755673	8755743
1122	"AT5G08470"	"PEX1"	chr5	+	2736525	2736625	2736277	2736451	2736821	2737292
1123	"AT1G77610"	"UDP-GALT1"	chr1	+	29166637	29166869	29166073	29166281	29167261	29167773
1125	"AT2G38180"	"AT2G38180"	chr2	+	15997969	15998046	15997742	15997883	15998134	15998278
1126	"AT4G19185"	"AT4G19185"	chr4	-	10490648	10490711	10490430	10490547	10491270	10491671
1128	"AT5G14610"	"RH46"	chr5	+	4712806	4712866	4712581	4712725	4712948	4713218
1130	"AT3G22410"	"AT3G22410"	chr3	-	7935087	7935134	7934927	7935019	7935212	7935301
1131	"AT5G08450"	"AT5G08450"	chr5	-	2730453	2730461	2729851	2730027	2730905	2732602
1132	"AT5G52340"	"ATEXO70A2"	chr5	+	21251123	21251219	21250801	21250960	21251599	21251805
1133	"AT5G22860"	"AT5G22860"	chr5	-	7639762	7639812	7639317	7639653	7639910	7639990
1134	"AT4G15610"	"AT4G15610"	chr4	+	8910134	8910261	8909063	8909394	8910419	8910908
1135	"AT5G27710"	"AT5G27710"	chr5	+	9813738	9813881	9813586	9813664	9814271	9814342
1136	"AT5G28540"	"MED37A"	chr5	-	10542781	10543049	10542488	10542703	10543219	10543375
1139	"AT3G10480"	"ANAC050"	chr3	+	3266004	3266050	3265801	3265893	3266121	3267090
1140	"AT1G30410"	"ATMRP13"	chr1	+	10743668	10743767	10743332	10743533	10743846	10743999
1141	"AT1G06790"	"AT1G06790"	chr1	+	2088301	2088389	2087858	2087954	2088560	2088645
1142	"AT2G40570"	"AT2G40570"	chr2	+	16941491	16941637	16940834	16941369	16941717	16942393
1143	"AT2G40570"	"AT2G40570"	chr2	+	16942922	16942982	16942737	16942846	16943118	16943492
1144	"AT5G41990"	"WNK8"	chr5	-	16797069	16797107	16796757	16796985	16797472	16798006
1145	"AT1G71840"	"AT1G71840"	chr1	+	27022752	27022794	27022626	27022677	27022872	27023138
1146	"AT2G19950"	"GC1"	chr2	-	8617276	8617324	8617090	8617186	8617729	8617798
1147	"AT3G06530"	"AT3G06530"	chr3	+	2030458	2030526	2030280	2030376	2030612	2030964
1148	"AT4G26480"	"AT4G26480"	chr4	-	13374132	13374272	13373541	13373655	13374882	13374968
1149	"AT2G30890"	"AT2G30890"	chr2	+	13148230	13148398	13147620	13147902	13148955	13149104
1150	"AT1G78970"	"LUP1"	chr1	+	29704209	29704299	29703719	29703905	29704384	29704573
1151	"AT1G78970"	"LUP1"	chr1	+	29705598	29705718	29705404	29705518	29705805	29705928
1152	"AT4G35830"	"ACO1"	chr4	-	16973499	16973598	16973182	16973425	16973939	16974419
1153	"AT4G29380"	"AT4G29380"	chr4	+	14459958	14460038	14459547	14459708	14460190	14460296
1154	"AT5G26180"	"AT5G26180"	chr5	+	9149763	9149822	9149226	9149691	9149901	9149952
1156	"AT4G00170"	"PVA13"	chr4	-	71657	71739	71456	71572	71819	71893
1157	"AT3G54280"	"BTAF1"	chr3	+	20093822	20093877	20093460	20093678	20094487	20094569
1160	"AT5G14550"	"AT5G14550"	chr5	-	4692548	4692629	4692239	4692278	4692759	4692841
1161	"AT5G14550"	"AT5G14550"	chr5	-	4693079	4693180	4692916	4692988	4693261	4693375
1162	"AT1G51805"	"AT1G51805"	chr1	-	19222007	19222073	19221730	19221920	19222165	19222292
1163	"AT1G04200"	"AT1G04200"	chr1	+	1110982	1111228	1110677	1110819	1111304	1111392
1164	"AT5G37530"	"AT5G37530"	chr5	+	14908749	14908807	14908547	14908672	14908909	14909177
1166	"AT4G16990"	"RLM3"	chr4	+	9561096	9561917	9560134	9560612	9562014	9562123
1167	"AT4G16990"	"RLM3"	chr4	+	9563014	9563187	9562674	9562885	9564476	9564596
1168	"AT4G16990"	"RLM3"	chr4	+	9563017	9563187	9562674	9562885	9564476	9564596
1169	"AT5G59613"	"AT5G59613"	chr5	-	24016165	24016208	24015393	24015729	24016379	24016610
1170	"AT4G17730"	"SYP23"	chr4	+	9865639	9865733	9865102	9865550	9865815	9865955
1172	"AT2G42710"	"AT2G42710"	chr2	+	17784457	17784545	17784260	17784368	17784623	17784670
1173	"AT3G58170"	"BET11"	chr3	-	21542855	21542915	21542358	21542721	21543004	21543061
1175	"AT5G61780"	"Tudor2"	chr5	+	24825505	24825586	24825226	24825421	24825698	24825893
1176	"AT1G28340"	"AtRLP4"	chr1	+	9941725	9941873	9940326	9941382	9942043	9942115
1177	"AT3G18140"	"AT3G18140"	chr3	-	6213068	6213148	6212929	6212989	6213228	6213311
