ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
181	"AT3G29185"	"AT3G29185"	chr3	-	11154928	11155382	11154928	11155198	11155264	11155382	181	2,4,12	0,1,4	7,3,3	0,0,0	164	99	0.00622542576996	0.0652031435906	1.0,0.707,0.644	1.0,1.0,1.0	-0.216
182	"AT3G29185"	"AT3G29185"	chr3	-	11155953	11156304	11155953	11156072	11156183	11156304	182	0,0,0	158,111,201	0,1,0	259,134,281	198	99	1	1.0	0.0,0.0,0.0	0.0,0.004,0.0	-0.001
183	"AT2G38185"	"AT2G38185"	chr2	+	16000144	16000583	16000144	16000377	16000476	16000583	183	0,0,0	17,12,15	1,0,0	21,20,9	197	99	1	1.0	0.0,0.0,0.0	0.023,0.0,0.0	-0.008
186	"AT3G54760"	"AT3G54760"	chr3	-	20269641	20272046	20269641	20270980	20271073	20272046	186	2,1,3	24,16,26	1,1,1	43,23,44	191	99	0.197548535886	0.927619753535	0.041,0.031,0.056	0.012,0.022,0.012	0.027
187	"AT5G58260"	"ndhN"	chr5	-	23561210	23561478	23561210	23561296	23561361	23561478	187	30,18,41	757,570,834	27,16,33	718,487,944	163	99	0.417155918879	1.0	0.024,0.019,0.029	0.022,0.02,0.021	0.003
189	"AT1G13580"	"LAG13"	chr1	-	4645122	4645575	4645122	4645307	4645389	4645575	189	0,0,0	39,23,29	0,0,2	51,36,56	180	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.019	-0.006
190	"AT2G20990"	"SYT1"	chr2	+	9016805	9017613	9016805	9017052	9017124	9017613	190	0,0,0	498,342,653	0,0,1	719,374,710	170	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.001	-0.0
191	"AT1G15340"	"MBD10"	chr1	-	5275676	5276986	5275676	5276725	5276881	5276986	191	7,3,5	0,0,0	4,3,11	4,0,1	198	99	0.00603279804401	0.0640280965738	1.0,1.0,1.0	0.333,1.0,0.846	0.274
193	"AT2G46550"	"AT2G46550"	chr2	-	19111988	19113472	19111988	19113175	19113258	19113472	193	2,2,5	4,1,1	4,5,4	5,2,6	181	99	0.631965926708	1.0	0.215,0.522,0.732	0.304,0.578,0.267	0.107
196	"AT4G00430"	"PIP1.4"	chr4	-	186332	186897	186332	186473	186601	186897	196	0,1,3	1162,891,1453	0,0,1	1803,1014,1986	198	99	1	1.0	0.0,0.001,0.001	0.0,0.0,0.0	0.001
198	"AT3G52640"	"AT3G52640"	chr3	-	19515628	19516245	19515628	19516073	19516160	19516245	198	2,0,4	139,78,131	0,1,1	117,78,127	185	99	1	1.0	0.008,0.0,0.016	0.0,0.007,0.004	0.004
199	"AT4G35790"	"PLDDELTA"	chr4	-	16956346	16956836	16956346	16956547	16956686	16956836	199	4,1,0	123,108,219	0,0,1	171,107,180	198	99	1	1.0	0.016,0.005,0.0	0.0,0.0,0.003	0.006
200	"AT2G41430"	"ERD15"	chr2	+	17269231	17270075	17269231	17269402	17269719	17270075	200	0,0,3	1698,1310,2637	1,1,1	2810,958,2228	198	99	1	1.0	0.0,0.0,0.001	0.0,0.001,0.0	0.0
201	"AT2G41430"	"ERD15"	chr2	+	17269231	17270075	17269231	17269490	17269719	17270075	201	0,0,3	1,1,1	3,1,0	5,1,3	198	99	0.562200422541	1.0	0.0,0.0,0.6	0.231,0.333,0.0	0.012
202	"AT2G41430"	"ERD15"	chr2	+	17269231	17270075	17269231	17269509	17269719	17270075	202	0,0,4	2,0,3	2,1,0	1,4,0	198	99	1	1.0	0.0,NA,0.4	0.5,0.111,NA	-0.105
203	"AT1G07880"	"MPK13"	chr1	-	2434437	2435059	2434437	2434621	2434726	2435059	203	0,0,1	17,10,22	0,0,1	14,11,27	198	99	1	1.0	0.0,0.0,0.022	0.0,0.0,0.018	0.001
204	"AT5G18310"	"AT5G18310"	chr5	+	6062149	6062404	6062149	6062261	6062345	6062404	204	82,41,95	74,34,82	68,47,76	70,68,96	182	99	0.0333936761399	0.239471767634	0.376,0.396,0.387	0.346,0.273,0.301	0.08
205	"AT5G55610"	"AT5G55610"	chr5	+	22527210	22527679	22527210	22527297	22527430	22527679	205	3,2,3	166,105,220	0,0,3	216,165,200	198	99	1	1.0	0.009,0.009,0.007	0.0,0.0,0.007	0.006
206	"AT4G26110"	"NAP1	chr4	+	13235009	13235879	13235009	13235027	13235430	13235879	206	13,10,18	467,330,525	12,9,16	444,304,550	198	99	0.740799375443	1.0	0.014,0.015,0.017	0.013,0.015,0.014	0.001
207	"AT1G02090"	"CSN7"	chr1	-	387583	388406	387583	387655	388267	388406	207	27,28,32	22,23,38	25,20,45	33,11,33	198	99	0.673414418845	1.0	0.38,0.378,0.296	0.275,0.476,0.405	-0.034
208	"AT1G02090"	"CSN7"	chr1	-	387583	388406	387583	387672	388267	388406	208	2,3,6	126,74,111	2,3,3	112,82,112	198	99	0.510354951086	1.0	0.008,0.02,0.026	0.009,0.018,0.013	0.005
210	"AT4G13940"	"SAHH1"	chr4	+	8055929	8057181	8055929	8056139	8056706	8057181	210	101,67,109	41,34,67	94,65,112	53,32,61	198	99	0.755691489901	1.0	0.552,0.496,0.449	0.47,0.504,0.479	0.015
212	"AT2G43090"	"AT2G43090"	chr2	+	17918926	17919724	17918926	17919329	17919416	17919724	212	15,14,32	0,1,1	31,19,32	2,2,5	185	99	1	1.0	1.0,0.882,0.945	0.892,0.836,0.774	0.108
213	"AT2G37290"	"AT2G37290"	chr2	-	15659045	15659292	15659045	15659138	15659240	15659292	213	0,2,3	0,1,2	3,0,0	2,2,0	198	99	1	1.0	NA,0.5,0.429	0.429,0.0,NA	0.25
214	"AT2G34840"	"AT2G34840"	chr2	+	14702487	14702958	14702487	14702776	14702868	14702958	214	4,0,2	47,33,65	0,1,1	51,32,49	190	99	0.559809650355	1.0	0.042,0.0,0.016	0.0,0.016,0.011	0.01
215	"AT3G54620"	"BZIP25"	chr3	-	20218483	20218789	20218483	20218536	20218713	20218789	215	68,63,102	0,8,8	119,72,115	4,2,10	198	99	0.526307927923	1.0	1.0,0.797,0.864	0.937,0.947,0.852	-0.025
216	"AT3G54620"	"BZIP25"	chr3	-	20218483	20218789	20218483	20218609	20218713	20218789	216	1,3,4	102,96,179	4,9,20	188,104,175	198	99	0.000368013676002	0.0063682366543	0.005,0.015,0.011	0.011,0.041,0.054	-0.025
218	"AT3G15840"	"PIFI"	chr3	-	5357965	5358252	5357965	5358050	5358143	5358252	218	7,4,9	1106,969,1610	0,0,3	1421,574,1470	191	99	1	1.0	0.003,0.002,0.003	0.0,0.0,0.001	0.002
219	"AT5G05540"	"SDN2"	chr5	+	1638142	1638441	1638142	1638250	1638336	1638441	219	0,1,0	56,46,62	0,0,0	56,34,57	184	99	1	1.0	0.0,0.012,0.0	0.0,0.0,0.0	0.004
220	"AT5G20160"	"AT5G20160"	chr5	-	6804658	6804979	6804658	6804762	6804858	6804979	220	0,0,1	760,522,904	0,1,0	628,362,740	194	99	1	1.0	0.0,0.0,0.001	0.0,0.001,0.0	0.0
221	"AT5G10320"	"AT5G10320"	chr5	-	3244523	3244686	3244523	3244604	3244673	3244686	221	6,8,4	7,5,8	5,7,8	25,9,30	167	99	0.0416308222713	0.285673573517	0.337,0.487,0.229	0.106,0.316,0.137	0.165
223	"AT1G19650"	"SFH4"	chr1	-	6798853	6799384	6798853	6798953	6799098	6799384	223	0,0,1	26,30,46	2,0,0	41,33,57	198	99	1	1.0	0.0,0.0,0.011	0.024,0.0,0.0	-0.004
224	"AT3G55370"	"DOF3.6"	chr3	+	20527865	20529291	20527865	20528568	20528661	20529291	224	1,0,0	9,21,25	0,0,0	20,16,32	191	99	1	1.0	0.054,0.0,0.0	0.0,0.0,0.0	0.018
225	"AT2G44100"	"GDI1"	chr2	+	18244644	18246498	18244644	18244719	18244810	18246498	225	12,5,13	474,338,534	9,4,11	515,396,583	189	99	0.912230234783	1.0	0.013,0.008,0.013	0.009,0.005,0.01	0.003
226	"AT4G04850"	"KEA3"	chr4	+	2456684	2457029	2456684	2456846	2456939	2457029	226	2,7,7	281,253,312	3,1,8	350,198,457	191	99	1	1.0	0.004,0.014,0.011	0.004,0.003,0.009	0.004
227	"AT1G75295"	"AT1G75295"	chr1	-	28256489	28256877	28256489	28256642	28256715	28256877	227	0,0,0	17,20,19	0,0,2	11,6,20	171	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.055	-0.018
228	"AT3G10915"	"RTNLB16"	chr3	-	3416444	3416759	3416444	3416514	3416617	3416759	228	5,3,1	97,59,101	3,1,3	106,93,148	198	99	0.76695643269	1.0	0.025,0.025,0.005	0.014,0.005,0.01	0.009
229	"AT3G10915"	"RTNLB16"	chr3	-	3416444	3416759	3416444	3416517	3416617	3416759	229	5,3,1	0,0,0	2,1,1	2,2,0	198	99	0.00063545763877	0.0101699698096	1.0,1.0,1.0	0.333,0.2,1.0	0.489
231	"AT1G21350"	"AT1G21350"	chr1	-	7478616	7479033	7478616	7478682	7478778	7479033	231	9,11,8	125,94,169	9,11,7	221,98,208	194	99	0.264341325538	1.0	0.035,0.056,0.024	0.02,0.054,0.017	0.008
232	"AT2G38290"	"AMT2"	chr2	-	16041609	16042383	16041609	16041900	16041979	16042383	232	1,0,0	46,41,72	0,0,0	64,29,64	177	99	1	1.0	0.012,0.0,0.0	0.0,0.0,0.0	0.004
235	"AT1G23950"	"AT1G23950"	chr1	-	8469533	8470221	8469533	8470044	8470134	8470221	235	2,3,0	165,119,167	0,0,0	179,86,162	188	99	1	1.0	0.006,0.013,0.0	0.0,0.0,0.0	0.006
236	"AT1G58180"	"BCA6"	chr1	-	21537851	21538198	21537851	21538029	21538131	21538198	236	42,41,35	0,1,2	57,34,86	1,1,0	198	99	1	1.0	1.0,0.953,0.897	0.966,0.944,1.0	-0.02
237	"AT1G58180"	"BCA6"	chr1	-	21539168	21539458	21539168	21539300	21539393	21539458	237	2,0,4	33,40,51	5,0,4	77,50,98	191	99	0.784353814642	1.0	0.03,0.0,0.039	0.033,0.0,0.021	0.005
238	"AT3G52180"	"DSP4"	chr3	-	19350286	19350708	19350286	19350346	19350612	19350708	238	21,11,12	221,176,233	21,9,17	283,155,274	198	99	0.84575632861	1.0	0.045,0.03,0.025	0.036,0.028,0.03	0.002
239	"AT3G05165"	"AT3G05165"	chr3	-	1462596	1462917	1462596	1462786	1462902	1462917	239	4,4,5	3,0,0	2,5,1	2,1,3	198	99	0.00954010337673	0.0937521270108	0.4,1.0,1.0	0.333,0.714,0.143	0.403
240	"AT4G03410"	"AT4G03410"	chr4	+	1503298	1503561	1503298	1503365	1503480	1503561	240	5,4,13	69,42,56	6,1,4	93,58,106	198	99	0.00218362734843	0.0267410364515	0.035,0.045,0.104	0.031,0.009,0.019	0.042
241	"AT3G21465"	"AT3G21465"	chr3	+	7562552	7562816	7562552	7562641	7562756	7562816	241	1,1,0	64,39,59	0,0,1	42,37,70	198	99	1	1.0	0.008,0.013,0.0	0.0,0.0,0.007	0.005
244	"AT1G07745"	"RAD51D"	chr1	-	2402378	2402873	2402378	2402458	2402754	2402873	244	2,4,4	20,12,10	1,0,2	8,4,10	198	99	0.0732316807826	0.435018044052	0.048,0.143,0.167	0.059,0.0,0.091	0.069
247	"AT1G32230"	"RCD1"	chr1	+	11615643	11616218	11615643	11615739	11615831	11616218	247	1,0,1	1191,791,1324	0,0,0	915,572,1060	190	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
248	"AT2G26810"	"AT2G26810"	chr2	-	11434142	11434534	11434142	11434254	11434432	11434534	248	0,0,6	69,48,66	1,3,3	50,17,23	198	99	0.200775907949	0.934605980862	0.0,0.0,0.043	0.01,0.081,0.061	-0.036
249	"AT3G09410"	"PAE5"	chr3	-	2898133	2898582	2898133	2898350	2898436	2898582	249	0,1,0	153,103,204	0,1,0	146,84,177	184	99	1	1.0	0.0,0.005,0.0	0.0,0.006,0.0	-0.0
251	"AT2G17695"	"AT2G17695"	chr2	-	7684950	7685176	7684950	7685051	7685162	7685176	251	0,4,1	3,1,5	1,0,0	5,0,4	198	99	1	1.0	0.0,0.667,0.091	0.091,NA,0.0	0.207
252	"AT1G53790"	"AT1G53790"	chr1	-	20079530	20080883	20079530	20079612	20079697	20080883	252	1,2,0	14,5,10	0,1,0	12,7,18	183	99	0.888175736574	1.0	0.037,0.178,0.0	0.0,0.072,0.0	0.048
253	"AT1G01540"	"AT1G01540"	chr1	+	197774	198183	197774	197904	197973	198183	253	1,1,0	178,160,234	0,0,0	269,163,310	167	99	1	1.0	0.003,0.004,0.0	0.0,0.0,0.0	0.002
254	"AT4G27800"	"PPH1"	chr4	-	13852251	13852415	13852251	13852298	13852382	13852415	254	110,92,115	898,676,1065	123,43,171	1038,690,1308	182	99	0.297849654248	1.0	0.062,0.069,0.055	0.061,0.033,0.066	0.009
256	"AT3G48050"	"AT3G48050"	chr3	-	17733532	17734137	17733532	17733983	17734063	17734137	256	3,0,5	86,68,100	3,2,1	128,85,122	178	99	0.663569910767	1.0	0.019,0.0,0.027	0.013,0.013,0.005	0.005
257	"AT5G06100"	"MYB33"	chr5	+	1838366	1838899	1838366	1838421	1838502	1838899	257	18,19,26	13,9,11	7,4,8	24,5,5	179	99	0.00845376978256	0.0862718044477	0.434,0.539,0.567	0.139,0.307,0.469	0.208
258	"AT4G23100"	"GSH1"	chr4	-	12103634	12103883	12103634	12103704	12103802	12103883	258	19,18,22	1087,834,1430	25,14,16	1405,968,1476	196	99	1	1.0	0.009,0.011,0.008	0.009,0.007,0.005	0.002
259	"AT4G32180"	"PANK2"	chr4	-	15537900	15538429	15537900	15537972	15538071	15538429	259	2,1,3	187,126,217	5,1,1	185,137,213	197	99	1	1.0	0.005,0.004,0.007	0.013,0.004,0.002	-0.001
260	"AT4G32180"	"PANK2"	chr4	-	15538071	15538429	15538071	15538266	15538345	15538429	260	1,3,3	183,137,190	0,0,1	198,139,232	177	99	1	1.0	0.003,0.012,0.009	0.0,0.0,0.002	0.007
261	"AT3G15620"	"UVR3"	chr3	-	5294008	5294344	5294008	5294096	5294230	5294344	261	1,1,2	19,7,19	1,0,3	13,4,21	198	99	0.941851728	1.0	0.026,0.067,0.05	0.037,0.0,0.067	0.013
263	"AT5G64390"	"HEN4"	chr5	+	25746564	25747548	25746564	25746676	25747215	25747548	263	0,0,0	18,14,25	0,1,1	25,12,25	198	99	1	1.0	0.0,0.0,0.0	0.0,0.04,0.02	-0.02
264	"AT5G48310"	"AT5G48310"	chr5	-	19579475	19579849	19579475	19579556	19579637	19579849	264	0,1,0	7,18,19	0,0,1	25,7,23	179	99	1	1.0	0.0,0.03,0.0	0.0,0.0,0.023	0.002
267	"AT1G68240"	"BHLH109"	chr1	-	25574863	25575438	25574863	25575217	25575285	25575438	267	0,0,0	1,0,2	1,0,0	5,9,3	166	99	1	1.0	0.0,NA,0.0	0.107,0.0,0.0	-0.036
268	"AT1G69800"	"CBSCBS2"	chr1	-	26275927	26276329	26275927	26276144	26276277	26276329	268	1,0,0	0,0,0	2,2,0	0,1,0	198	99	1	1.0	1.0,NA,NA	1.0,0.5,NA	0.25
269	"AT3G07565"	"AT3G07565"	chr3	+	2415063	2415354	2415063	2415181	2415271	2415354	269	0,1,0	41,28,55	1,1,2	60,34,41	188	99	1	1.0	0.0,0.018,0.0	0.009,0.015,0.025	-0.01
271	"AT1G20960"	"emb1507"	chr1	-	7301747	7302051	7301747	7301865	7301956	7302051	271	11,7,11	0,0,2	7,14,8	3,1,4	189	99	0.000703092139761	0.0107627181394	1.0,1.0,0.742	0.55,0.88,0.512	0.267
274	"AT5G42080"	"DRP1A"	chr5	-	16821414	16821795	16821414	16821447	16821569	16821795	274	63,38,67	0,0,2	88,41,76	0,0,0	198	99	1	1.0	1.0,1.0,0.944	1.0,1.0,1.0	-0.019
275	"AT5G42080"	"DRP1A"	chr5	-	16821414	16821795	16821414	16821465	16821569	16821795	275	5,9,11	330,317,431	5,1,7	515,236,398	198	99	0.879261393444	1.0	0.008,0.014,0.013	0.005,0.002,0.009	0.006
278	"AT5G01010"	"AT5G01010"	chr5	-	1278	1646	1278	1459	1571	1646	278	8,3,3	262,201,313	4,10,2	326,212,320	198	99	0.970557062377	1.0	0.015,0.007,0.005	0.006,0.023,0.003	-0.002
279	"AT3G47560"	"AT3G47560"	chr3	-	17525858	17526189	17525858	17525952	17526030	17526189	279	0,1,4	102,88,131	1,1,0	171,90,192	176	99	1	1.0	0.0,0.006,0.017	0.003,0.006,0.0	0.005
280	"AT3G47560"	"AT3G47560"	chr3	-	17526286	17526572	17526286	17526408	17526489	17526572	280	0,0,1	64,86,117	0,2,0	133,88,172	179	99	1	1.0	0.0,0.0,0.005	0.0,0.012,0.0	-0.002
283	"AT4G26370"	"AT4G26370"	chr4	-	13333723	13334436	13333723	13334236	13334337	13334436	283	0,0,0	210,150,262	1,0,0	193,123,199	198	99	1	1.0	0.0,0.0,0.0	0.003,0.0,0.0	-0.001
284	"AT4G26370"	"AT4G26370"	chr4	-	13334886	13335213	13334886	13334941	13335078	13335213	284	5,3,1	204,149,253	4,5,4	173,124,225	198	99	0.793309848428	1.0	0.012,0.01,0.002	0.011,0.02,0.009	-0.005
286	"AT5G17760"	"AT5G17760"	chr5	-	5860420	5862422	5860420	5861100	5861293	5862422	286	1,0,0	73,30,43	0,0,0	48,29,57	198	99	1	1.0	0.007,0.0,0.0	0.0,0.0,0.0	0.002
287	"AT4G00180"	"YAB3"	chr4	-	74696	75384	74696	74867	74975	75384	287	3,1,1	102,72,138	0,0,0	135,71,168	198	99	1	1.0	0.014,0.007,0.004	0.0,0.0,0.0	0.008
288	"AT2G29910"	"AT2G29910"	chr2	-	12751668	12752839	12751668	12751808	12751894	12752839	288	0,0,0	44,33,46	0,0,1	41,21,54	184	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.01	-0.003
291	"AT4G38600"	"UPL3"	chr4	-	18041030	18041568	18041030	18041298	18041380	18041568	291	1,4,4	84,51,75	2,5,3	104,91,97	180	99	0.775407889297	1.0	0.007,0.041,0.028	0.01,0.029,0.017	0.007
293	"AT3G57810"	"AT3G57810"	chr3	+	21416300	21416849	21416300	21416550	21416679	21416849	293	1,1,1	0,1,1	3,0,0	1,0,0	198	99	1	1.0	1.0,0.333,0.333	0.6,NA,NA	-0.045
294	"AT4G17190"	"FPS2"	chr4	-	9650449	9650669	9650449	9650565	9650644	9650669	294	2,2,2	81,58,128	0,1,0	96,40,112	177	99	1	1.0	0.014,0.019,0.009	0.0,0.014,0.0	0.009
297	"AT1G08680"	"AGD14"	chr1	+	2765055	2765451	2765055	2765200	2765326	2765451	297	1,1,1	0,1,0	2,2,3	0,0,3	198	99	0.299579978456	1.0	1.0,0.333,1.0	1.0,1.0,0.333	0.0
298	"AT2G21195"	"AT2G21195"	chr2	+	9083164	9083392	9083164	9083261	9083338	9083392	298	52,20,43	56,42,54	18,20,23	112,61,113	175	99	1.20026105721e-08	4.54956095971e-07	0.344,0.212,0.311	0.083,0.156,0.103	0.175
299	"AT5G40810"	"CYC12"	chr5	+	16340170	16340800	16340170	16340259	16340588	16340800	299	14,8,24	310,260,445	12,3,18	498,240,512	198	99	0.0269816991335	0.202617287833	0.022,0.015,0.026	0.012,0.006,0.017	0.009
300	"AT3G29375"	"AT3G29375"	chr3	+	11281297	11281894	11281297	11281495	11281583	11281894	300	0,0,0	68,76,113	0,0,1	92,57,114	186	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.005	-0.002
301	"AT2G42590"	"GRF9"	chr2	-	17731854	17732267	17731854	17732120	17732205	17732267	301	0,0,1	794,632,949	1,3,0	1026,598,1071	183	99	1	1.0	0.0,0.0,0.001	0.001,0.003,0.0	-0.001
304	"AT2G46280"	"TIF3I1"	chr2	-	19004019	19004289	19004019	19004106	19004199	19004289	304	1,2,1	568,370,688	2,2,1	524,369,579	191	99	1	1.0	0.001,0.003,0.001	0.002,0.003,0.001	-0.0
305	"AT1G67950"	"AT1G67950"	chr1	-	25479770	25480176	25479770	25479874	25479988	25480176	305	1,1,2	53,55,66	2,1,0	101,55,129	198	99	1	1.0	0.009,0.009,0.015	0.01,0.009,0.0	0.005
307	"AT1G01100"	"RPP1A"	chr1	-	50418	50631	50418	50447	50495	50631	307	1960,1379,2488	19,6,17	2027,1460,2370	17,6,10	146	99	0.947370985061	1.0	0.986,0.994,0.99	0.988,0.994,0.994	-0.002
308	"AT3G01980"	"AT3G01980"	chr3	-	328098	328618	328098	328328	328418	328618	308	2,0,0	91,80,117	0,0,0	136,81,135	188	99	1	1.0	0.011,0.0,0.0	0.0,0.0,0.0	0.004
309	"AT3G01980"	"AT3G01980"	chr3	-	328741	329031	328741	328848	328958	329031	309	4,1,0	16,12,23	0,1,1	39,17,35	198	99	0.463761322496	1.0	0.111,0.04,0.0	0.0,0.029,0.014	0.036
310	"AT2G33340"	"PRP19B"	chr2	-	14126216	14126720	14126216	14126492	14126576	14126720	310	12,5,9	0,2,1	5,4,3	9,11,10	182	99	5.6874318477e-08	2.05781625035e-06	1.0,0.576,0.83	0.232,0.165,0.14	0.623
311	"AT3G53990"	"AT3G53990"	chr3	-	19990448	19990763	19990448	19990567	19990653	19990763	311	1,0,0	582,446,964	0,0,0	614,347,589	184	99	1	1.0	0.001,0.0,0.0	0.0,0.0,0.0	0.0
314	"AT3G23370"	"AT3G23370"	chr3	+	8358218	8359743	8358218	8359545	8359665	8359743	314	1,0,0	3,1,0	0,2,1	1,0,1	198	99	1	1.0	0.143,0.0,NA	0.0,1.0,0.333	-0.373
315	"AT1G72130"	"NPF5.11"	chr1	+	27137432	27138259	27137432	27137650	27137735	27138259	315	1,1,0	40,28,64	0,0,0	99,40,93	183	99	1	1.0	0.013,0.019,0.0	0.0,0.0,0.0	0.011
316	"AT3G55400"	"OVA1"	chr3	-	20536083	20536481	20536083	20536212	20536325	20536481	316	1,0,0	153,138,180	0,0,0	195,121,241	198	99	1	1.0	0.003,0.0,0.0	0.0,0.0,0.0	0.001
317	"AT5G47730"	"AT5G47730"	chr5	-	19336447	19337101	19336447	19336476	19336563	19337101	317	0,2,1	52,48,106	1,5,7	113,35,91	185	99	0.0355447163411	0.252621376853	0.0,0.022,0.005	0.005,0.071,0.04	-0.03
320	"AT1G76930"	"ATEXT4"	chr1	-	28895698	28895988	28895698	28895784	28895830	28895988	320	213,186,290	0,1,0	257,165,222	0,1,0	144	99	1	1.0	1.0,0.992,1.0	1.0,0.991,1.0	0.0
322	"AT5G03190"	"CPUORF47"	chr5	+	758373	760382	758373	758660	758842	760382	322	1,0,1	0,0,1	0,0,2	9,6,9	198	99	1	1.0	1.0,NA,0.333	0.0,0.0,0.1	0.633
323	"AT3G02540"	"RAD23C"	chr3	-	533771	533977	533771	533819	533911	533977	323	4,3,5	184,140,242	2,0,1	253,127,272	190	99	1	1.0	0.011,0.011,0.011	0.004,0.0,0.002	0.009
324	"AT1G09570"	"PHYA"	chr1	-	3097157	3099223	3097157	3098940	3099031	3099223	324	2,1,1	1,0,4	1,0,0	0,1,1	189	99	0.12460909189	0.661258914296	0.512,1.0,0.116	1.0,0.0,0.0	0.209
325	"AT3G52050"	"AT3G52050"	chr3	+	19304992	19305353	19304992	19305088	19305211	19305353	325	0,0,1	14,14,31	0,1,1	16,10,9	198	99	1	1.0	0.0,0.0,0.016	0.0,0.048,0.053	-0.028
326	"AT3G52050"	"AT3G52050"	chr3	+	19308824	19309019	19308824	19308883	19308974	19309019	326	1,3,1	73,58,81	0,5,0	66,41,90	189	99	1	1.0	0.007,0.026,0.006	0.0,0.06,0.0	-0.007
329	"AT5G60940"	"CSTF50"	chr5	+	24523577	24523849	24523577	24523687	24523779	24523849	329	5,3,6	36,20,39	6,4,8	54,24,54	190	99	0.963213364244	1.0	0.067,0.072,0.074	0.055,0.08,0.072	0.002
330	"AT1G03055"	"D27"	chr1	-	710694	711016	710694	710801	710954	711016	330	5,6,4	42,21,34	5,1,4	30,44,58	198	99	0.0848207413847	0.489255870596	0.056,0.125,0.056	0.077,0.011,0.033	0.039
331	"AT3G19330"	"AT3G19330"	chr3	+	6699622	6700673	6699622	6700222	6700318	6700673	331	0,0,1	9,4,27	0,0,0	21,8,13	194	99	1	1.0	0.0,0.0,0.019	0.0,0.0,0.0	0.006
332	"AT2G27580"	"SAP3"	chr2	-	11777285	11777529	11777285	11777347	11777494	11777529	332	24,28,45	0,0,0	51,29,52	0,2,1	198	99	0.910701469278	1.0	1.0,1.0,1.0	1.0,0.879,0.963	0.053
333	"AT1G48490"	"IRE3"	chr1	-	17928053	17928930	17928053	17928633	17928718	17928930	333	0,0,0	2,1,4	1,0,2	9,2,9	183	99	0.394868163814	1.0	0.0,0.0,0.0	0.057,0.0,0.107	-0.055
336	"AT4G38240"	"GNTI"	chr4	-	17931569	17932122	17931569	17931921	17931995	17932122	336	5,0,1	43,34,52	3,1,3	115,69,126	172	99	0.675298740717	1.0	0.063,0.0,0.011	0.015,0.008,0.014	0.012
337	"AT1G63940"	"MDAR6"	chr1	+	23732814	23733053	23732814	23732903	23732990	23733053	337	6,0,5	755,571,898	1,4,4	804,475,832	185	99	1	1.0	0.004,0.0,0.003	0.001,0.004,0.003	-0.0
338	"AT1G63940"	"MDAR6"	chr1	+	23732814	23733053	23732814	23732903	23733002	23733053	338	110,90,141	0,0,1	115,80,128	0,1,1	197	99	1	1.0	1.0,1.0,0.986	1.0,0.976,0.985	0.008
341	"AT5G49710"	"AT5G49710"	chr5	+	20196404	20197007	20196404	20196432	20196898	20197007	341	3,5,5	69,66,121	6,3,4	114,78,117	198	99	0.695264961064	1.0	0.021,0.036,0.02	0.026,0.019,0.017	0.005
343	"AT5G49470"	"AT5G49470"	chr5	+	20064109	20065305	20064109	20064563	20064635	20065305	343	0,1,0	24,22,36	0,0,3	39,21,50	170	99	1	1.0	0.0,0.026,0.0	0.0,0.0,0.034	-0.003
344	"AT5G49470"	"AT5G49470"	chr5	+	20064109	20065305	20064109	20064563	20064644	20065305	344	0,1,0	1,1,0	0,0,3	3,0,0	179	99	1	1.0	0.0,0.356,NA	0.0,NA,1.0	-0.322
345	"AT5G49470"	"AT5G49470"	chr5	+	20065900	20066178	20065900	20066001	20066099	20066178	345	0,1,1	30,17,28	0,0,2	43,22,26	196	99	1	1.0	0.0,0.029,0.018	0.0,0.0,0.037	0.003
346	"AT3G27770"	"AT3G27770"	chr3	-	10287151	10287581	10287151	10287280	10287396	10287581	346	0,5,2	1,1,2	4,2,8	4,4,8	198	99	0.864522351278	1.0	0.0,0.714,0.333	0.333,0.2,0.333	0.06
349	"AT1G11790"	"ADT1"	chr1	+	3984418	3984662	3984418	3984508	3984594	3984662	349	0,3,3	94,84,85	0,0,0	115,87,162	184	99	1	1.0	0.0,0.019,0.019	0.0,0.0,0.0	0.013
352	"AT2G24600"	"AT2G24600"	chr2	-	10452115	10453359	10452115	10452749	10452908	10453359	352	0,0,1	11,6,11	0,1,1	21,14,13	198	99	1	1.0	0.0,0.0,0.043	0.0,0.034,0.037	-0.009
354	"AT1G45688"	"AT1G45688"	chr1	+	17192206	17193158	17192206	17192392	17192516	17193158	354	1,1,0	234,232,307	0,0,0	418,266,510	198	99	1	1.0	0.002,0.002,0.0	0.0,0.0,0.0	0.001
355	"AT5G66210"	"CPK28"	chr5	-	26456291	26456839	26456291	26456529	26456663	26456839	355	2,0,1	0,0,0	1,0,0	0,0,2	198	99	1	1.0	1.0,NA,1.0	1.0,NA,0.0	0.5
