ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
284	"AT1G23570"	"AT1G23570"	chr1	-	8356052	8356232	8356058	8356232	8355588	8355732
285	"AT5G15540"	"EMB2773"	chr5	-	5056536	5056646	5056550	5056646	5055961	5056209
286	"AT4G38560"	"AT4G38560"	chr4	+	18029855	18030308	18029855	18030302	18030468	18031333
287	"AT5G57870"	"EIF(ISO)4G1"	chr5	+	23440763	23440871	23440763	23440859	23440961	23441171
288	"AT1G55540"	"NUP214"	chr1	-	20737676	20738028	20737685	20738028	20737350	20737534
289	"AT2G27040"	"AGO4"	chr2	-	11542207	11542357	11542226	11542357	11541230	11541506
290	"AT1G79280"	"NUA"	chr1	-	29826930	29827087	29826952	29827087	29826789	29826869
291	"AT4G21150"	"RPN2"	chr4	+	11282525	11282609	11282525	11282573	11282731	11282812
292	"AT5G44110"	"ABCI21"	chr5	-	17754731	17754868	17754738	17754868	17754560	17754647
293	"AT5G43930"	"AT5G43930"	chr5	+	17677787	17677876	17677787	17677872	17678107	17678216
294	"AT5G43930"	"AT5G43930"	chr5	+	17680508	17680608	17680508	17680583	17680690	17681082
295	"AT1G80245"	"AT1G80245"	chr1	+	30174177	30174349	30174177	30174289	30174545	30174627
296	"AT1G80245"	"AT1G80245"	chr1	+	30174177	30174349	30174177	30174289	30174709	30174812
297	"AT2G16940"	"AT2G16940"	chr2	-	7345529	7345613	7345556	7345613	7345399	7345455
298	"AT1G65470"	"FAS1"	chr1	-	24322762	24322886	24322786	24322886	24322266	24322631
299	"AT1G75880"	"EXL1"	chr1	+	28491170	28491304	28491170	28491301	28491390	28491624
300	"AT3G45050"	"AT3G45050"	chr3	+	16477019	16477165	16477019	16477128	16477299	16477524
301	"AT3G02090"	"MPPBETA"	chr3	+	368219	368331	368219	368327	368439	368911
302	"AT4G14250"	"AT4G14250"	chr4	-	8212809	8213237	8212827	8213237	8211987	8212695
303	"AT3G05160"	"AT3G05160"	chr3	-	1456533	1457150	1456883	1457150	1456017	1456107
304	"AT1G18620"	"AT1G18620"	chr1	+	6410557	6410854	6410557	6410690	6411259	6413109
305	"AT5G14030"	"AT5G14030"	chr5	+	4528133	4528278	4528133	4528269	4529427	4529614
306	"AT3G18520"	"HDA15"	chr3	+	6365003	6365182	6365003	6365178	6365257	6365615
307	"AT1G67980"	"CCOAMT"	chr1	+	25488176	25488321	25488176	25488319	25488425	25488557
308	"AT3G52560"	"UEV1D"	chr3	-	19495265	19495408	19495268	19495408	19494902	19495028
309	"AT3G52560"	"UEV1D"	chr3	-	19495897	19496084	19495920	19496084	19495265	19495408
310	"AT3G48380"	"AT3G48380"	chr3	+	17917891	17918067	17917891	17918052	17918200	17918291
311	"AT5G24630"	"BIN4"	chr5	-	8435859	8436170	8435926	8436170	8435631	8435730
312	"AT5G12920"	"AT5G12920"	chr5	-	4079398	4079527	4079437	4079527	4079244	4079310
313	"AT5G12920"	"AT5G12920"	chr5	-	4081274	4081404	4081370	4081404	4081104	4081192
314	"AT4G19880"	"AT4G19880"	chr4	-	10784998	10785131	10785002	10785131	10784390	10784924
315	"AT5G19130"	"AT5G19130"	chr5	-	6418387	6418487	6418391	6418487	6417443	6418246
316	"AT5G19130"	"AT5G19130"	chr5	-	6418387	6418487	6418391	6418487	6417443	6418251
317	"AT3G43920"	"DCL3"	chr3	+	15753768	15753943	15753768	15753934	15754076	15754190
318	"AT3G57060"	"AT3G57060"	chr3	-	21115260	21115665	21115302	21115665	21114797	21115160
319	"AT1G33980"	"UPF3"	chr1	+	12351592	12351864	12351592	12351858	12352105	12352212
320	"AT3G53460"	"CP29A"	chr3	-	19820723	19820888	19820786	19820888	19819902	19820376
321	"AT2G40316"	"AT2G40316"	chr2	+	16836734	16836794	16836734	16836777	16837117	16837171
322	"AT2G04900"	"AT2G04900"	chr2	+	1722989	1723033	1722989	1723029	1723506	1723831
323	"AT1G26130"	"ALA12"	chr1	+	9033217	9033484	9033217	9033327	9033582	9034004
324	"AT1G26130"	"ALA12"	chr1	+	9036446	9036555	9036446	9036552	9036668	9036878
325	"AT1G51680"	"4CL1"	chr1	-	19159209	19159319	19159216	19159319	19158751	19159120
326	"AT4G06634"	"AT4G06634"	chr4	-	3766217	3766276	3766250	3766276	3765940	3766140
327	"AT4G39260"	"RBG8"	chr4	-	18274314	18274567	18274416	18274567	18273898	18274185
328	"AT4G30210"	"ATR2"	chr4	+	14799116	14799203	14799116	14799200	14799295	14799447
329	"AT4G39420"	"AT4G39420"	chr4	+	18339979	18342106	18339979	18340102	18342642	18342718
330	"AT3G55770"	"WLIM2B"	chr3	+	20703509	20703590	20703509	20703554	20703748	20703933
331	"AT4G01600"	"AT4G01600"	chr4	+	693413	693515	693413	693500	693612	693890
332	"AT5G67030"	"ZEP"	chr5	-	26754267	26754335	26754280	26754335	26754109	26754189
333	"AT4G38960"	"BBX19"	chr4	+	18162055	18162168	18162055	18162088	18162293	18162390
334	"AT4G02430"	"SR34B"	chr4	+	1068973	1069081	1068973	1069010	1069174	1069272
335	"AT3G13062"	"AT3G13062"	chr3	+	4185210	4185382	4185210	4185358	4185463	4185724
336	"AT3G13920"	"TIF4A-1"	chr3	-	4593872	4593976	4593887	4593976	4593351	4593782
337	"AT3G13920"	"TIF4A-1"	chr3	-	4594056	4594129	4594060	4594129	4593872	4593976
338	"AT3G52940"	"FK"	chr3	-	19631349	19631435	19631353	19631435	19631129	19631206
339	"AT1G68990"	"RPOT1"	chr1	-	25939180	25939268	25939201	25939268	25939011	25939070
340	"AT1G08125"	"AT1G08125"	chr1	-	2542123	2542334	2542216	2542334	2542012	2542038
341	"AT4G00830"	"AT4G00830"	chr4	+	352015	352379	352015	352196	352781	353213
342	"AT4G00830"	"AT4G00830"	chr4	+	353517	353658	353517	353634	353737	353917
343	"AT5G53120"	"SPMS"	chr5	+	21536108	21536312	21536108	21536231	21536550	21536655
344	"AT2G35550"	"BPC7"	chr2	+	14929320	14929612	14929320	14929401	14929889	14930892
345	"AT1G24030"	"AT1G24030"	chr1	+	8503233	8503502	8503233	8503460	8503601	8503789
346	"AT1G13460"	"B'THETA"	chr1	+	4615812	4616059	4615812	4615978	4616427	4617667
347	"AT4G21540"	"SPHK1"	chr4	+	11461293	11461364	11461293	11461341	11461547	11461811
348	"AT2G34450"	"HMGB14"	chr2	-	14528680	14528741	14528683	14528741	14528530	14528575
349	"AT1G72740"	"AT1G72740"	chr1	-	27381146	27381248	27381164	27381248	27380621	27380901
350	"AT4G01915"	"AT4G01915"	chr4	+	827597	827988	827597	827630	828072	828128
351	"AT5G16660"	"AT5G16660"	chr5	-	5466414	5466553	5466420	5466553	5466238	5466335
352	"AT2G45960"	"PIP1-2"	chr2	+	18911378	18911523	18911378	18911519	18911607	18911982
353	"AT3G11470"	"AT3G11470"	chr3	-	3611723	3611904	3611728	3611904	3611339	3611402
354	"AT3G11470"	"AT3G11470"	chr3	-	3611723	3611904	3611728	3611904	3611339	3611407
355	"AT2G29290"	"AT2G29290"	chr2	+	12586041	12586562	12586041	12586522	12586656	12586864
356	"AT5G01390"	"AT5G01390"	chr5	-	161545	161949	161719	161949	160263	160938
357	"AT4G24520"	"ATR1"	chr4	-	12666584	12666644	12666596	12666644	12666426	12666503
358	"AT2G46610"	"RS31A"	chr2	-	19137830	19138514	19138386	19138514	19137568	19137681
359	"AT2G42830"	"AGL5"	chr2	+	17823336	17823384	17823336	17823378	17823488	17823530
360	"AT5G25560"	"AT5G25560"	chr5	+	8897870	8898361	8897870	8898022	8899425	8899670
361	"AT5G25560"	"AT5G25560"	chr5	+	8897870	8898983	8897870	8898022	8899425	8899670
362	"AT5G25560"	"AT5G25560"	chr5	+	8897870	8898983	8897870	8898361	8899425	8899670
363	"AT5G25560"	"AT5G25560"	chr5	+	8901085	8901201	8901085	8901197	8901286	8901709
364	"AT4G38270"	"GAUT3"	chr4	+	17939038	17939176	17939038	17939168	17939441	17939582
365	"AT4G38270"	"GAUT3"	chr4	+	17939038	17939176	17939038	17939168	17939445	17939582
366	"AT3G66658"	"ALDH22A1"	chr3	-	2095583	2095731	2095587	2095731	2095104	2095496
367	"AT5G19140"	"ATAILP1"	chr5	+	6425342	6425463	6425342	6425427	6425551	6425661
368	"AT4G14160"	"AT4G14160"	chr4	+	8170469	8170554	8170469	8170551	8171298	8171376
369	"AT5G01470"	"AT5G01470"	chr5	+	192128	192227	192128	192215	192301	192517
370	"AT1G49720"	"ABF1"	chr1	+	18402098	18402153	18402098	18402128	18402276	18402628
371	"AT5G61060"	"HDA5"	chr5	-	24569048	24569125	24569060	24569125	24568724	24568895
372	"AT2G05120"	"NUP133"	chr2	-	1846059	1846397	1846101	1846397	1844587	1846007
373	"AT3G01320"	"SNL1"	chr3	+	107937	108214	107937	108178	108403	108540
374	"AT2G23930"	"SNRNP-G"	chr2	+	10182250	10182387	10182250	10182365	10182491	10182514
375	"AT2G04845"	"AT2G04845"	chr2	-	1702662	1702824	1702691	1702824	1702557	1702596
376	"AT1G02100"	"AT1G02100"	chr1	+	392020	392076	392020	392072	392261	392300
377	"AT1G79830"	"GC5"	chr1	-	30030362	30030482	30030422	30030482	30030203	30030287
378	"AT1G01950"	"ARK2"	chr1	+	328423	328555	328423	328504	328897	329030
379	"AT1G04510"	"PRP19A"	chr1	+	1230302	1230379	1230302	1230373	1230470	1230827
380	"AT2G27340"	"AT2G27340"	chr2	+	11696936	11697558	11696936	11697554	11697647	11697696
381	"AT4G35770"	"STR15"	chr4	+	16945774	16945832	16945774	16945828	16945908	16946192
382	"AT2G47230"	"DUF6"	chr2	+	19387795	19388227	19387795	19388206	19388321	19388486
383	"AT2G42510"	"AT2G42510"	chr2	+	17701661	17702860	17701661	17702830	17702911	17702970
384	"AT5G37020"	"ARF8"	chr5	+	14633721	14633916	14633721	14633912	14633988	14634387
385	"AT3G46590"	"TRP2"	chr3	+	17153816	17154381	17153816	17154363	17154448	17154592
386	"AT5G12220"	"AT5G12220"	chr5	+	3950832	3950939	3950832	3950906	3951032	3951088
387	"AT2G39730"	"RCA"	chr2	-	16571179	16571472	16571190	16571472	16570745	16571066
388	"AT1G32370"	"TOM2B"	chr1	+	11677832	11677925	11677832	11677923	11678023	11678447
389	"AT1G77890"	"AT1G77890"	chr1	+	29293206	29293278	29293206	29293272	29293400	29293478
390	"AT1G77890"	"AT1G77890"	chr1	+	29293206	29293278	29293206	29293272	29293433	29293478
391	"AT5G60120"	"TOE2"	chr5	+	24209970	24210161	24209970	24210095	24210295	24210409
392	"AT2G47470"	"PDIL2-1"	chr2	+	19483051	19483213	19483051	19483208	19483293	19483418
393	"AT1G79990"	"AT1G79990"	chr1	+	30091482	30091648	30091482	30091624	30091926	30092238
394	"AT5G58140"	"PHOT2"	chr5	+	23528406	23528775	23528406	23528510	23528911	23529018
395	"AT5G58140"	"PHOT2"	chr5	+	23529645	23529786	23529645	23529781	23529870	23533111
396	"AT1G59890"	"SNL5"	chr1	+	22046138	22046241	22046138	22046226	22046501	22046719
397	"AT1G11100"	"AT1G11100"	chr1	-	3708977	3709056	3708980	3709056	3708584	3708806
398	"AT5G53860"	"emb2737"	chr5	+	21865931	21866027	21865931	21865996	21866132	21866231
399	"AT3G13445"	"TBP1"	chr3	+	4381486	4381768	4381486	4381588	4381868	4382224
400	"AT3G46130"	"MYB48"	chr3	+	16945432	16945550	16945432	16945492	16945620	16945750
401	"AT3G47160"	"AT3G47160"	chr3	-	17361811	17362118	17361813	17362118	17360994	17361145
402	"AT3G47160"	"AT3G47160"	chr3	-	17361811	17362118	17361813	17362118	17361630	17361668
403	"AT4G36080"	"AT4G36080"	chr4	-	17069999	17070222	17070074	17070222	17069501	17069892
404	"AT1G59171"	"AT1G59171"	chr1	+	21822247	21822352	21822247	21822319	21822425	21822548
405	"AT2G02080"	"IDD4"	chr2	-	520976	521205	520980	521205	520263	520660
406	"AT3G12250"	"TGA6"	chr3	+	3906243	3906525	3906243	3906416	3906620	3906692
407	"AT5G22000"	"RHF2A"	chr5	+	7279240	7279583	7279240	7279556	7279798	7280255
408	"AT1G73170"	"AT1G73170"	chr1	-	27514350	27514797	27514354	27514797	27514053	27514268
409	"AT5G35360"	"CAC2"	chr5	+	13587557	13587637	13587557	13587633	13587787	13587834
410	"AT1G70850"	"MLP34"	chr1	-	26715928	26716400	26715932	26716400	26715182	26715706
411	"AT5G40500"	"AT5G40500"	chr5	+	16227833	16228049	16227833	16228022	16228119	16228245
412	"AT1G27840"	"ATCSA-1"	chr1	-	9693838	9693996	9693841	9693996	9693664	9693754
413	"AT1G27840"	"ATCSA-1"	chr1	-	9695720	9695981	9695891	9695981	9695481	9695641
414	"AT2G15530"	"MBR1"	chr2	+	6773916	6773983	6773916	6773964	6774083	6775826
415	"AT2G15530"	"MBR1"	chr2	+	6773916	6773992	6773916	6773964	6774083	6775826
416	"AT2G15530"	"MBR1"	chr2	+	6773916	6773992	6773916	6773983	6774083	6775826
417	"AT1G22840"	"CYTC-1"	chr1	+	8079974	8080112	8079974	8080108	8080187	8080574
418	"AT1G23860"	"RSZ21"	chr1	-	8428604	8428818	8428616	8428818	8428234	8428399
419	"AT2G30480"	"AT2G30480"	chr2	-	12988669	12989016	12988673	12989016	12988523	12988573
420	"AT2G30480"	"AT2G30480"	chr2	-	12988669	12989016	12988673	12989016	12988523	12988582
421	"AT3G14110"	"FLU"	chr3	-	4677129	4677308	4677132	4677308	4676835	4677001
422	"AT3G63450"	"AT3G63450"	chr3	-	23427992	23428178	23427998	23428178	23427880	23427918
423	"AT5G05310"	"AT5G05310"	chr5	+	1572080	1572149	1572080	1572144	1572220	1572322
424	"AT5G66170"	"STR18"	chr5	+	26448338	26448398	26448338	26448396	26448487	26448727
425	"AT3G14120"	"NUP107"	chr3	+	4684417	4684631	4684417	4684559	4684716	4684877
426	"AT5G67380"	"CKA1"	chr5	-	26882659	26882789	26882758	26882789	26882393	26882588
427	"AT1G32870"	"NAC13"	chr1	+	11912155	11913163	11912155	11913145	11913282	11913947
428	"AT3G45310"	"AT3G45310"	chr3	-	16628870	16629006	16628873	16629006	16628383	16628741
429	"AT1G60890"	"PIP5K8"	chr1	-	22416327	22416628	22416451	22416628	22415168	22416227
430	"AT2G20950"	"AT2G20950"	chr2	+	9003898	9004021	9003898	9003970	9004105	9004228
431	"AT1G05400"	"AT1G05400"	chr1	+	1584313	1584588	1584313	1584581	1584680	1585060
432	"AT3G13700"	"AT3G13700"	chr3	-	4492350	4493737	4492404	4493737	4492233	4492296
433	"AT1G17850"	"STR8"	chr1	-	6148046	6148196	6148052	6148196	6147774	6147937
434	"AT2G04790"	"AT2G04790"	chr2	+	1679804	1679909	1679804	1679886	1680014	1680176
435	"AT1G67090"	"RBCS-1A"	chr1	-	25048837	25048972	25048844	25048972	25048157	25048701
436	"AT5G27830"	"AT5G27830"	chr5	+	9861288	9861425	9861288	9861367	9861737	9862108
437	"AT3G02200"	"AT3G02200"	chr3	+	408479	408581	408479	408577	408657	408727
438	"AT1G10740"	"AT1G10740"	chr1	-	3568315	3568547	3568323	3568547	3567904	3567965
439	"AT1G48520"	"GATB"	chr1	+	17942103	17942176	17942103	17942172	17942264	17942381
440	"AT1G68010"	"HPR"	chr1	+	25494761	25494839	25494761	25494836	25494907	25495015
441	"AT1G70830"	"MLP28"	chr1	-	26711147	26711462	26711151	26711462	26710567	26711053
442	"AT3G14415"	"GLO2"	chr3	+	4818297	4818576	4818297	4818536	4818650	4818803
443	"AT3G14415"	"GLO2"	chr3	+	4819687	4819772	4819687	4819754	4819884	4819947
444	"AT2G38960"	"AERO2"	chr2	+	16266843	16266952	16266843	16266948	16267050	16267249
445	"AT2G41700"	"ABCA1"	chr2	-	17384159	17384252	17384177	17384252	17383785	17384089
446	"AT2G41700"	"ABCA1"	chr2	-	17386489	17386677	17386549	17386677	17386324	17386429
447	"AT3G50500"	"SRK2D"	chr3	-	18742882	18742996	18742903	18742996	18742601	18742694
448	"AT3G49060"	"PUB32"	chr3	-	18188472	18189000	18188526	18189000	18187649	18188375
449	"AT3G33530"	"AT3G33530"	chr3	+	14090018	14090279	14090018	14090201	14090391	14090552
450	"AT2G47760"	"ALG3"	chr2	-	19565932	19565993	19565936	19565993	19565481	19565849
451	"AT2G47760"	"ALG3"	chr2	-	19567531	19567600	19567534	19567600	19567196	19567354
452	"AT5G66060"	"P4H10"	chr5	+	26420734	26420922	26420734	26420836	26421044	26421130
453	"AT5G45720"	"AT5G45720"	chr5	-	18544615	18544835	18544645	18544835	18544154	18544532
454	"AT2G21940"	"SK1"	chr2	+	9351068	9351328	9351068	9351325	9351414	9351464
455	"AT1G78915"	"AT1G78915"	chr1	-	29669919	29669999	29669928	29669999	29669750	29669801
456	"AT1G70620"	"AT1G70620"	chr1	+	26627195	26627540	26627195	26627512	26627841	26628053
457	"AT4G39850"	"ABCC1"	chr4	+	18494630	18494748	18494630	18494703	18494904	18495085
458	"AT3G17440"	"NPSN13"	chr3	-	5970246	5970343	5970250	5970343	5970091	5970166
459	"AT1G16710"	"HAC12"	chr1	+	5715375	5715651	5715375	5715637	5715723	5716316
460	"AT4G37550"	"AT4G37550"	chr4	+	17644354	17644545	17644354	17644485	17644640	17644876
461	"AT1G21690"	"RFC4"	chr1	+	7615804	7615883	7615804	7615847	7616027	7616107
462	"AT4G12440"	"APT4"	chr4	+	7378614	7378884	7378614	7378764	7379857	7379916
463	"AT5G43900"	"XI-2"	chr5	-	17665470	17665627	17665479	17665627	17665111	17665170
464	"AT1G14270"	"AT1G14270"	chr1	-	4876360	4876767	4876669	4876767	4876111	4876194
465	"AT2G27385"	"AT2G27385"	chr2	-	11716545	11717052	11716551	11717052	11716000	11716314
466	"AT3G14230"	"RAP2-2"	chr3	-	4738699	4739136	4738711	4739136	4737574	4738451
467	"AT3G10920"	"MSD1"	chr3	+	3418914	3419040	3418914	3419037	3419151	3419208
468	"AT1G67590"	"AT1G67590"	chr1	-	25333550	25333639	25333557	25333639	25333057	25333352
469	"AT5G43810"	"AGO10"	chr5	+	17610971	17611361	17610971	17611005	17611844	17612421
470	"AT2G38880"	"NFYB1"	chr2	+	16239580	16239714	16239580	16239710	16240138	16240219
471	"AT2G05590"	"AT2G05590"	chr2	+	2068558	2068651	2068558	2068646	2068737	2068822
472	"AT4G32420"	"CYP95"	chr4	-	15650386	15650514	15650437	15650514	15650001	15650317
473	"AT3G15980"	"AT3G15980"	chr3	-	5411964	5412194	5412046	5412194	5411666	5411718
474	"AT3G15980"	"AT3G15980"	chr3	-	5411964	5412194	5412061	5412194	5411666	5411718
475	"AT3G15980"	"AT3G15980"	chr3	-	5412046	5412194	5412061	5412194	5411666	5411718
476	"AT2G32320"	"THG2"	chr2	+	13729098	13729242	13729098	13729206	13729566	13729823
477	"AT1G29850"	"AT1G29850"	chr1	+	10449408	10449485	10449408	10449480	10449597	10449946
478	"AT5G50740"	"AT5G50740"	chr5	-	20637956	20637996	20637961	20637996	20637690	20637859
479	"AT1G55140"	"AT1G55140"	chr1	-	20573010	20573067	20573014	20573067	20572713	20572814
480	"AT2G31060"	"AT2G31060"	chr2	-	13217898	13217973	13217903	13217973	13217553	13217704
481	"AT1G74140"	"AT1G74140"	chr1	+	27877803	27877903	27877803	27877846	27877995	27878115
482	"AT1G74140"	"AT1G74140"	chr1	+	27879177	27879279	27879177	27879270	27879359	27879401
483	"AT5G60360"	"ALEU"	chr5	+	24281883	24282019	24281883	24282016	24282114	24282397
484	"AT5G10940"	"AT5G10940"	chr5	-	3452075	3452190	3452084	3452190	3451435	3451575
485	"AT5G47900"	"AT5G47900"	chr5	+	19394537	19394634	19394537	19394629	19394713	19394857
486	"AT2G18890"	"AT2G18890"	chr2	+	8185150	8185286	8185150	8185242	8185641	8185791
487	"AT1G66970"	"GDPDL1"	chr1	-	24995800	24996117	24995866	24996117	24995314	24995608
488	"AT3G20440"	"SBE3"	chr3	-	7125029	7125143	7125035	7125143	7124610	7124691
489	"AT3G20440"	"SBE3"	chr3	-	7128902	7129601	7128917	7129601	7128336	7128509
490	"AT1G73960"	"TAF2"	chr1	-	27806796	27806962	27806856	27806962	27806522	27806706
491	"AT3G02600"	"LPP3"	chr3	+	551604	551847	551604	551718	552436	552529
492	"AT3G02600"	"LPP3"	chr3	+	551604	551847	551604	551718	552930	553152
493	"AT2G31870"	"PARG1"	chr2	-	13550992	13551137	13550995	13551137	13550679	13550877
494	"AT1G67700"	"HHL1"	chr1	+	25375194	25375281	25375194	25375278	25375405	25375453
495	"AT2G35060"	"POT11"	chr2	-	14777713	14777942	14777716	14777942	14777393	14777639
496	"AT1G22200"	"AT1G22200"	chr1	-	7838207	7838304	7838211	7838304	7838047	7838114
497	"AT3G14890"	"ZDP"	chr3	+	5009767	5009833	5009767	5009803	5009941	5010070
498	"AT1G80380"	"GLYK"	chr1	+	30217218	30217632	30217218	30217575	30217862	30218248
499	"AT1G80380"	"GLYK"	chr1	+	30217862	30218248	30217862	30218233	30218337	30218417
500	"AT1G80380"	"GLYK"	chr1	+	30218913	30218945	30218913	30218927	30219060	30219204
501	"AT1G09420"	"G6PD4"	chr1	-	3039513	3039670	3039549	3039670	3039246	3039449
502	"AT5G61540"	"AT5G61540"	chr5	+	24745459	24745631	24745459	24745625	24745717	24746276
503	"AT1G01140"	"CIPK9"	chr1	-	64569	64656	64581	64656	64166	64475
504	"AT1G01140"	"CIPK9"	chr1	-	65732	65864	65738	65864	65562	65652
505	"AT1G17720"	"PP2AB2"	chr1	-	6096212	6096389	6096215	6096389	6095831	6095923
506	"AT2G04270"	"RNE"	chr2	+	1475325	1475429	1475325	1475413	1475599	1475781
507	"AT1G25210"	"LPXC1"	chr1	+	8834435	8834500	8834435	8834496	8834566	8834711
508	"AT1G69220"	"SIK1"	chr1	-	26025353	26026171	26025434	26026171	26025107	26025196
509	"AT1G50430"	"DWF5"	chr1	-	18684830	18684886	18684833	18684886	18684619	18684722
510	"AT5G48690"	"AT5G48690"	chr5	-	19748423	19748510	19748427	19748510	19748280	19748341
511	"AT2G37160"	"AT2G37160"	chr2	+	15611441	15611552	15611441	15611547	15611632	15611720
512	"AT5G63090"	"LOB"	chr5	-	25309799	25309929	25309870	25309929	25308571	25309302
513	"AT5G63090"	"LOB"	chr5	-	25310674	25310973	25310678	25310973	25308571	25309302
514	"AT5G63090"	"LOB"	chr5	-	25310674	25310973	25310678	25310973	25309870	25309929
515	"AT1G54920"	"AT1G54920"	chr1	+	20473790	20473982	20473790	20473952	20474050	20474267
516	"AT5G55180"	"AT5G55180"	chr5	+	22388984	22390269	22388984	22390265	22390515	22390714
517	"AT5G03345"	"AT5G03345"	chr5	+	814084	814272	814084	814268	814373	814422
518	"AT5G13000"	"CALS3"	chr5	-	4113472	4113623	4113526	4113623	4112997	4113117
519	"AT3G61010"	"AT3G61010"	chr3	-	22572080	22572164	22572090	22572164	22571915	22571988
520	"AT3G61010"	"AT3G61010"	chr3	-	22573609	22573718	22573636	22573718	22573405	22573458
521	"AT3G61010"	"AT3G61010"	chr3	-	22573609	22573718	22573636	22573718	22573477	22573528
522	"AT5G14740"	"BCA2"	chr5	+	4759095	4759218	4759095	4759213	4760524	4760588
523	"AT5G14740"	"BCA2"	chr5	+	4761960	4762070	4761960	4762066	4762217	4762615
524	"AT5G14740"	"BCA2"	chr5	+	4761960	4762070	4761960	4762066	4762224	4762615
525	"AT1G52400"	"BGLU18"	chr1	+	19517530	19517646	19517530	19517642	19517729	19518211
526	"AT1G18390"	"AT1G18390"	chr1	+	6328428	6328473	6328428	6328463	6328681	6329319
527	"AT2G21470"	"SAE2"	chr2	+	9200216	9200684	9200216	9200675	9200766	9200996
528	"AT5G57565"	"AT5G57565"	chr5	+	23310283	23310352	23310283	23310346	23310791	23311120
529	"AT5G57565"	"AT5G57565"	chr5	+	23311213	23311285	23311213	23311241	23311383	23311564
530	"AT3G14172"	"AT3G14172"	chr3	-	4704450	4704633	4704474	4704633	4704257	4704357
531	"AT3G52300"	"ATPQ"	chr3	+	19397651	19397720	19397651	19397716	19397819	19397906
532	"AT1G44835"	"AT1G44835"	chr1	+	16941901	16942032	16941901	16942029	16942105	16942180
533	"AT2G46790"	"APRR9"	chr2	+	19233160	19233330	19233160	19233322	19233419	19233550
534	"AT4G10430"	"AT4G10430"	chr4	-	6457793	6458089	6457798	6458089	6457641	6457720
535	"AT3G30350"	"RGF4"	chr3	-	11961264	11961390	11961284	11961390	11960849	11960896
536	"AT1G47570"	"AT1G47570"	chr1	+	17478654	17479011	17478654	17478991	17479130	17479281
537	"AT3G46210"	"AT3G46210"	chr3	-	16978583	16978892	16978781	16978892	16978383	16978502
538	"AT3G46210"	"AT3G46210"	chr3	-	16978583	16978892	16978851	16978892	16978383	16978502
539	"AT3G46210"	"AT3G46210"	chr3	-	16978781	16978892	16978851	16978892	16978383	16978502
540	"AT3G03350"	"AT3G03350"	chr3	+	792927	793117	792927	793068	793413	793452
541	"AT5G41140"	"AT5G41140"	chr5	+	16472006	16472138	16472006	16472117	16472221	16472292
542	"AT3G17800"	"AT3G17800"	chr3	-	6092711	6093151	6092729	6093151	6092253	6092564
543	"AT3G46770"	"REM22"	chr3	+	17223953	17224178	17223953	17224171	17224419	17224777
544	"AT2G07360"	"AT2G07360"	chr2	-	3053587	3053714	3053593	3053714	3053375	3053513
545	"AT5G62620"	"B3GALT19"	chr5	+	25139081	25139255	25139081	25139239	25139351	25139459
546	"AT1G51745"	"AT1G51745"	chr1	+	19191872	19192249	19191872	19192245	19192357	19193316
547	"AT1G01040"	"DCL1"	chr1	+	27371	27536	27371	27533	27617	27713
548	"AT5G65770"	"CRWN4"	chr5	+	26312838	26313190	26312838	26313109	26313231	26313315
549	"AT2G43490"	"AT2G43490"	chr2	-	18058044	18058201	18058056	18058201	18057838	18057937
550	"AT5G06950"	"TGA2"	chr5	+	2152060	2152126	2152060	2152122	2152214	2152388
551	"AT2G22920"	"SCPL12"	chr2	+	9756975	9757111	9756975	9757089	9757203	9757249
552	"AT5G14420"	"RGLG2"	chr5	-	4650731	4650790	4650737	4650790	4650239	4650627
553	"AT5G60600"	"ISPG"	chr5	+	24361075	24361192	24361075	24361189	24361268	24361343
554	"AT3G15020"	"mMDH2"	chr3	+	5057590	5057714	5057590	5057708	5057808	5058248
555	"AT5G26910"	"AT5G26910"	chr5	-	9467086	9467198	9467096	9467198	9465928	9466851
556	"AT4G31170"	"AT4G31170"	chr4	-	15155466	15155703	15155575	15155703	15155047	15155118
557	"AT3G56600"	"T5P19_250"	chr3	+	20968443	20968668	20968443	20968659	20968809	20968854
558	"AT1G05230"	"HDG2"	chr1	-	1513824	1513920	1513830	1513920	1513373	1513744
559	"AT1G47210"	"CYCA3-2"	chr1	+	17301458	17301695	17301458	17301691	17301779	17301928
560	"AT2G40935"	"PCR10"	chr2	+	17083143	17083379	17083143	17083346	17083736	17083963
561	"AT2G40935"	"PCR10"	chr2	+	17083143	17083444	17083143	17083346	17083736	17083963
562	"AT2G40935"	"PCR10"	chr2	+	17083143	17083444	17083143	17083379	17083736	17083963
563	"AT1G79700"	"AT1G79700"	chr1	-	29991803	29991880	29991833	29991880	29990335	29990825
564	"AT1G18730"	"PNSB4"	chr1	+	6461317	6461910	6461317	6461389	6461993	6462224
565	"AT4G38230"	"CPK26"	chr4	-	17931038	17931109	17931051	17931109	17930383	17930958
566	"AT4G38090"	"AT4G38090"	chr4	-	17884122	17884228	17884134	17884228	17883998	17884052
567	"AT1G70570"	"AT1G70570"	chr1	+	26610834	26611053	26610834	26610942	26611127	26611251
568	"AT2G33120"	"VAMP722"	chr2	-	14045123	14045543	14045147	14045543	14044529	14044671
569	"AT1G79230"	"STR1"	chr1	+	29802115	29802244	29802115	29802240	29802347	29802510
