ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
284	"AT4G12460"	"ORP2B"	chr4	+	7393841	7394176	7393848	7394176	7393488	7393585
285	"AT4G12460"	"ORP2B"	chr4	+	7395674	7395788	7395680	7395788	7395341	7395551
286	"AT1G17160"	"AT1G17160"	chr1	+	5869120	5869356	5869152	5869356	5868844	5869040
287	"AT5G52660"	"RVE6"	chr5	-	21360000	21360108	21360000	21360105	21360219	21360387
288	"AT4G33950"	"SRK2E"	chr4	+	16272768	16272920	16272845	16272920	16271972	16272526
289	"AT1G55325"	"MED13"	chr1	+	20643370	20643548	20643430	20643548	20643097	20643275
290	"AT2G03060"	"AGL30"	chr2	+	901598	901798	901612	901798	901142	901317
291	"AT1G32230"	"RCD1"	chr1	+	11615401	11615560	11615404	11615560	11615231	11615311
292	"AT2G32700"	"LUH"	chr2	+	13867211	13867266	13867214	13867266	13867036	13867128
293	"AT2G32700"	"LUH"	chr2	+	13870116	13870261	13870122	13870261	13869710	13869938
294	"AT2G38130"	"MAK3"	chr2	-	15979965	15980234	15979965	15980177	15980469	15980503
295	"AT1G37150"	"HCS2"	chr1	-	14175169	14175246	14175169	14175218	14175329	14175396
296	"AT1G37150"	"HCS2"	chr1	-	14176682	14176754	14176682	14176744	14176826	14177100
297	"AT2G16710"	"AT2G16710"	chr2	+	7249910	7250291	7249915	7250291	7249712	7249830
298	"AT3G23600"	"AT3G23600"	chr3	+	8474989	8475079	8474998	8475079	8474804	8474895
299	"AT2G18240"	"AT2G18240"	chr2	+	7936395	7936721	7936398	7936721	7936050	7936285
300	"AT1G76405"	"OEP21B"	chr1	+	28662957	28663110	28662967	28663110	28662786	28662861
301	"AT3G45870"	"AT3G45870"	chr3	+	16867778	16868052	16867783	16868052	16867576	16867693
302	"AT5G07360"	"AT5G07360"	chr5	-	2328029	2328166	2328029	2328145	2328272	2328427
303	"AT1G71240"	"AT1G71240"	chr1	+	26856086	26856237	26856089	26856237	26855766	26855998
304	"AT2G39000"	"AT2G39000"	chr2	-	16286338	16286764	16286338	16286760	16286995	16287392
305	"AT1G53760"	"AT1G53760"	chr1	-	20069385	20069514	20069385	20069441	20069594	20069666
306	"AT4G09150"	"AT4G09150"	chr4	+	5831043	5831204	5831046	5831204	5830821	5830966
307	"AT3G56720"	"AT3G56720"	chr3	+	21012374	21012461	21012377	21012461	21011670	21012294
308	"AT3G01710"	"AT3G01710"	chr3	-	260471	260546	260471	260537	260628	260687
309	"AT3G51800"	"EBP1"	chr3	-	19211425	19211626	19211425	19211599	19211687	19211779
310	"AT1G55500"	"ECT4"	chr1	+	20720569	20721091	20720608	20721091	20720415	20720471
311	"AT4G23140"	"CRK6"	chr4	+	12123458	12123627	12123476	12123627	12123147	12123385
312	"AT5G64390"	"HEN4"	chr5	+	25746537	25746676	25746564	25746676	25746402	25746479
313	"AT3G02410"	"ICMEL2"	chr3	-	494301	494378	494301	494373	494614	494948
314	"AT4G28820"	"AT4G28820"	chr4	-	14231517	14231601	14231517	14231598	14231707	14231758
315	"AT3G25570"	"SAMDC3"	chr3	-	9288727	9288915	9288727	9288882	9289081	9289151
316	"AT1G08600"	"ATRX"	chr1	+	2724542	2724876	2724545	2724876	2724263	2724301
317	"AT2G45670"	"LPEAT2"	chr2	-	18817042	18817220	18817042	18817206	18817386	18817446
318	"AT3G15030"	"TCP4"	chr3	+	5061920	5063598	5062096	5063598	5061680	5061776
319	"AT5G63400"	"ADK1"	chr5	-	25393463	25393553	25393463	25393522	25393644	25393812
320	"AT1G16560"	"AT1G16560"	chr1	+	5668918	5669039	5668944	5669039	5668572	5668739
321	"AT3G07565"	"AT3G07565"	chr3	+	2415060	2415181	2415063	2415181	2414762	2414825
322	"AT4G02450"	"AT4G02450"	chr4	-	1073752	1074099	1073752	1074096	1074320	1074456
323	"AT3G06340"	"AT3G06340"	chr3	-	1920206	1922717	1920206	1922714	1923234	1923311
324	"AT1G48980"	"AT1G48980"	chr1	+	18119231	18119546	18119243	18119546	18118016	18118805
325	"AT4G24610"	"AT4G24610"	chr4	-	12702284	12702425	12702284	12702422	12702564	12702670
326	"AT4G24610"	"AT4G24610"	chr4	-	12706906	12707091	12706906	12707079	12707452	12708109
327	"AT5G42080"	"DRP1A"	chr5	-	16821414	16821465	16821414	16821447	16821569	16821795
328	"AT1G52470"	"AT1G52470"	chr1	+	19555070	19555164	19555072	19555164	19554908	19554991
329	"AT5G01010"	"AT5G01010"	chr5	-	1278	1646	1278	1459	1744	1780
330	"AT5G01010"	"AT5G01010"	chr5	-	4101	4258	4101	4237	4334	4467
331	"AT1G53570"	"MAP3KA"	chr1	+	19990314	19990400	19990317	19990400	19990004	19990235
332	"AT1G53570"	"MAP3KA"	chr1	+	19990477	19991113	19990480	19991113	19990314	19990400
333	"AT2G14760"	"BHLH84"	chr2	-	6322249	6322354	6322249	6322315	6322473	6322755
334	"AT4G15760"	"MO1"	chr4	-	8974008	8974101	8974008	8974065	8974160	8974307
335	"AT4G22990"	"AT4G22990"	chr4	-	12049048	12049227	12049048	12049224	12049318	12049626
336	"AT2G25840"	"OVA4"	chr2	+	11022706	11022919	11022742	11022919	11022582	11022624
337	"AT1G21650"	"SECA2"	chr1	-	7593516	7593706	7593516	7593685	7593810	7593880
338	"AT5G25570"	"AT5G25570"	chr5	+	8902570	8902660	8902608	8902660	8901989	8902047
339	"AT3G14860"	"AT3G14860"	chr3	-	4998356	4999232	4998356	4999229	4999320	4999409
340	"AT4G27860"	"MEB1"	chr4	+	13875111	13875246	13875156	13875246	13874953	13875037
341	"AT5G62290"	"AT5G62290"	chr5	+	25020537	25020603	25020540	25020603	25020385	25020445
342	"AT4G38600"	"UPL3"	chr4	-	18042010	18042139	18042010	18042130	18042250	18042319
343	"AT3G13460"	"ECT2"	chr3	-	4387834	4387908	4387834	4387902	4388192	4388477
344	"AT4G31300"	"PBA1"	chr4	+	15190194	15190309	15190197	15190309	15189623	15189696
345	"AT1G32490"	"ESP3"	chr1	-	11746683	11746763	11746683	11746733	11746862	11746926
346	"AT1G13450"	"GT-1"	chr1	-	4613285	4613889	4613285	4613516	4614197	4614236
347	"AT1G08680"	"AGD14"	chr1	+	2766505	2766643	2766508	2766643	2765575	2766175
348	"AT1G08680"	"AGD14"	chr1	+	2766719	2766821	2766725	2766821	2766505	2766643
349	"AT3G07810"	"AT3G07810"	chr3	+	2495038	2495750	2495085	2495750	2493308	2494557
350	"AT3G18500"	"CCR4-3"	chr3	+	6354696	6354808	6354699	6354808	6354498	6354605
351	"AT1G48550"	"AT1G48550"	chr1	-	17951770	17951855	17951770	17951839	17951943	17952033
352	"AT2G42590"	"GRF9"	chr2	-	17732205	17732267	17732205	17732264	17732554	17732703
353	"AT2G27220"	"BLH5"	chr2	-	11638536	11638916	11638536	11638862	11639102	11639537
354	"AT1G34220"	"AT1G34220"	chr1	-	12464631	12464862	12464631	12464772	12464998	12465170
355	"AT3G02870"	"VTC4"	chr3	-	628446	628490	628446	628484	628623	628678
356	"AT3G02870"	"VTC4"	chr3	-	629530	629586	629530	629577	629669	629845
357	"AT4G25880"	"APUM6"	chr4	+	13157333	13157475	13157351	13157475	13156109	13157236
358	"AT4G28830"	"AT4G28830"	chr4	+	14233670	14233730	14233681	14233730	14233549	14233597
359	"AT1G67950"	"AT1G67950"	chr1	-	25478712	25479378	25478712	25479375	25479445	25479529
360	"AT2G23010"	"SCPL9"	chr2	+	9802404	9802674	9802408	9802674	9802271	9802321
361	"AT5G05930"	"GC1"	chr5	-	1782268	1782393	1782268	1782328	1782485	1782742
362	"AT5G63880"	"VPS20.1"	chr5	+	25564758	25564914	25564830	25564914	25564471	25564624
363	"AT2G39690"	"AT2G39690"	chr2	+	16542761	16542872	16542764	16542872	16542599	16542683
364	"AT2G20790"	"AP5M"	chr2	-	8951950	8952271	8951950	8952266	8952344	8952473
365	"AT3G20920"	"AT3G20920"	chr3	-	7329933	7330248	7329933	7330245	7330599	7330751
366	"AT1G80810"	"AT1G80810"	chr1	+	30368071	30368118	30368074	30368118	30367911	30367998
367	"AT3G51100"	"AT3G51100"	chr3	-	18981478	18981648	18981478	18981618	18981993	18982291
368	"AT1G25220"	"ASB1"	chr1	-	8838394	8838504	8838394	8838465	8839115	8839279
369	"AT2G43710"	"FAB2"	chr2	+	18121353	18121858	18121357	18121858	18119961	18120250
370	"AT5G54250"	"CNGC4"	chr5	-	22026664	22026751	22026664	22026736	22026853	22027090
371	"AT1G01740"	"AT1G01740"	chr1	-	274166	274289	274166	274249	274383	274569
372	"AT3G02540"	"RAD23C"	chr3	-	534383	534561	534383	534558	534644	534800
373	"AT5G45280"	"PAE11"	chr5	+	18349031	18349177	18349038	18349177	18348842	18348948
374	"AT2G14770"	"AT2G14770"	chr2	+	6332674	6332839	6332746	6332839	6332462	6332588
375	"AT5G64910"	"AT5G64910"	chr5	+	25942296	25942355	25942305	25942355	25942083	25942147
376	"AT3G52050"	"AT3G52050"	chr3	+	19307081	19307135	19307117	19307135	19306333	19306352
377	"AT2G03640"	"AT2G03640"	chr2	-	1105577	1105777	1105577	1105774	1105865	1106151
378	"AT1G03055"	"D27"	chr1	-	710694	711016	710694	710801	711091	711184
379	"AT5G24970"	"AT5G24970"	chr5	-	8607434	8607506	8607434	8607497	8607604	8607646
380	"AT3G19330"	"AT3G19330"	chr3	+	6700756	6700822	6700772	6700822	6700318	6700673
381	"AT3G56190"	"ASNAP2"	chr3	-	20847550	20847623	20847550	20847619	20847709	20847759
382	"AT5G62165"	"AGL42"	chr5	+	24965037	24965256	24965049	24965256	24964746	24964959
383	"AT3G63400"	"CYP63"	chr3	+	23412427	23412526	23412446	23412526	23412023	23412168
384	"AT5G23090"	"DR1"	chr5	+	7749341	7749445	7749382	7749445	7749156	7749277
385	"AT5G23090"	"DR1"	chr5	+	7749599	7749689	7749638	7749689	7749382	7749445
386	"AT1G63940"	"MDAR6"	chr1	+	23732990	23733053	23733002	23733053	23732814	23732903
387	"AT2G32970"	"AT2G32970"	chr2	-	13993893	13994226	13993893	13994221	13994311	13994450
388	"AT1G50500"	"VPS53"	chr1	-	18715282	18715434	18715282	18715377	18715548	18715645
389	"AT2G33560"	"BUBR1"	chr2	-	14214738	14214808	14214738	14214805	14214897	14214982
390	"AT5G49710"	"AT5G49710"	chr5	+	20196156	20196317	20196159	20196317	20195990	20196081
391	"AT5G49470"	"AT5G49470"	chr5	+	20064635	20065305	20064644	20065305	20064109	20064563
392	"AT3G24929"	"AT3G24929"	chr3	+	9104845	9105092	9104974	9105092	9104494	9104652
393	"AT1G09980"	"AT1G09980"	chr1	-	3258636	3258770	3258636	3258767	3258864	3259104
394	"AT1G16610"	"SR45"	chr1	-	5677153	5677376	5677153	5677355	5677465	5677634
395	"AT3G12210"	"AT3G12210"	chr3	+	3895450	3895542	3895455	3895542	3895165	3895361
396	"AT4G24810"	"AT4G24810"	chr4	-	12787900	12788032	12787900	12788011	12788202	12788327
397	"AT4G07526"	"AT4G07526"	chr4	-	4359185	4359290	4359185	4359279	4359369	4359395
398	"AT5G18540"	"AT5G18540"	chr5	+	6155814	6156166	6155820	6156166	6155559	6155673
399	"AT5G66210"	"CPK28"	chr5	-	26456291	26456839	26456291	26456529	26456934	26457108
400	"AT5G43430"	"ETFB"	chr5	+	17453803	17454088	17453813	17454088	17453597	17453724
401	"AT5G43430"	"ETFB"	chr5	+	17454865	17455296	17454885	17455296	17454570	17454665
402	"AT5G25980"	"TGG2"	chr5	+	9075237	9075690	9075240	9075690	9075033	9075143
403	"AT5G39190"	"GLP5A"	chr5	-	15692590	15693318	15692590	15693252	15693425	15693581
404	"AT5G41700"	"UBC8"	chr5	+	16676482	16676619	16676491	16676619	16676053	16676141
405	"AT5G18240"	"MYR1"	chr5	-	6028284	6029321	6028284	6029309	6029622	6029692
406	"AT5G18240"	"MYR1"	chr5	-	6028284	6029327	6028284	6029309	6029622	6029692
407	"AT5G18240"	"MYR1"	chr5	-	6028284	6029327	6028284	6029321	6029622	6029692
408	"AT2G25050"	"FH18"	chr2	-	10655194	10655361	10655194	10655289	10655416	10655498
409	"AT1G34170"	"ARF13"	chr1	-	12445124	12445238	12445124	12445160	12445347	12445512
410	"AT4G34090"	"AT4G34090"	chr4	-	16328397	16328493	16328397	16328479	16328564	16328663
411	"AT4G34090"	"AT4G34090"	chr4	-	16328397	16328493	16328397	16328479	16328568	16328663
412	"AT4G34090"	"AT4G34090"	chr4	-	16329320	16329366	16329320	16329363	16329453	16329528
413	"AT4G03110"	"BRN1"	chr4	-	1377076	1377410	1377076	1377407	1377507	1377687
414	"AT5G39160"	"GLP2A"	chr5	-	15679013	15679742	15679013	15679676	15679849	15680002
415	"AT4G33467"	"AT4G33467"	chr4	-	16101463	16101840	16101463	16101837	16101925	16102196
416	"AT1G13610"	"AT1G13610"	chr1	-	4664821	4665058	4664821	4665053	4665275	4665312
417	"AT1G03470"	"NET3A"	chr1	-	867408	867520	867408	867511	867629	867674
418	"AT3G15650"	"AT3G15650"	chr3	+	5306523	5306617	5306580	5306617	5306148	5306260
419	"AT2G26210"	"AT2G26210"	chr2	+	11157615	11157821	11157619	11157821	11157117	11157247
420	"AT2G26210"	"AT2G26210"	chr2	+	11157615	11157821	11157687	11157821	11157117	11157247
421	"AT2G26210"	"AT2G26210"	chr2	+	11157619	11157821	11157687	11157821	11157117	11157247
422	"AT3G25530"	"GLYR1"	chr3	-	9272975	9273077	9272975	9273044	9273156	9273267
423	"AT2G41540"	"GPDHC1"	chr2	+	17326792	17327455	17326795	17327455	17326510	17326606
424	"AT4G17410"	"AT4G17410"	chr4	+	9719224	9719266	9719227	9719266	9718774	9719077
425	"AT5G57270"	"AT5G57270"	chr5	-	23203347	23203390	23203347	23203375	23203497	23203792
426	"AT2G48120"	"PAC"	chr2	+	19680200	19680395	19680218	19680395	19680053	19680130
427	"AT2G05440"	"ATGRP9"	chr2	+	1993744	1994166	1993807	1994166	1993573	1993723
428	"AT2G05440"	"ATGRP9"	chr2	+	1993744	1994166	1993846	1994166	1993573	1993723
429	"AT2G05440"	"ATGRP9"	chr2	+	1993744	1994166	1993876	1994166	1993573	1993723
430	"AT2G05440"	"ATGRP9"	chr2	+	1993807	1994166	1993846	1994166	1993573	1993723
431	"AT2G05440"	"ATGRP9"	chr2	+	1993807	1994166	1993876	1994166	1993573	1993723
432	"AT2G05440"	"ATGRP9"	chr2	+	1993846	1994166	1993876	1994166	1993573	1993723
433	"AT2G05440"	"ATGRP9"	chr2	+	1993786	1994166	1993807	1994166	1993573	1993744
434	"AT2G05440"	"ATGRP9"	chr2	+	1993846	1994166	1993885	1994166	1993573	1993765
435	"AT2G05440"	"ATGRP9"	chr2	+	1993846	1994166	1993876	1994166	1993573	1993807
436	"AT2G05440"	"ATGRP9"	chr2	+	1993846	1994166	1993885	1994166	1993573	1993807
437	"AT2G05440"	"ATGRP9"	chr2	+	1993846	1994166	1993909	1994166	1993573	1993807
438	"AT2G05440"	"ATGRP9"	chr2	+	1993876	1994166	1993885	1994166	1993573	1993807
439	"AT2G05440"	"ATGRP9"	chr2	+	1993876	1994166	1993909	1994166	1993573	1993807
440	"AT2G05440"	"ATGRP9"	chr2	+	1993885	1994166	1993909	1994166	1993573	1993807
441	"AT4G34060"	"DML3"	chr4	+	16318899	16319053	16318946	16319053	16318753	16318819
442	"AT1G61560"	"MLO6"	chr1	-	22709622	22709690	22709622	22709652	22709783	22709819
443	"AT5G38410"	"RBCS-3B"	chr5	-	15377172	15377740	15377172	15377719	15377910	15378045
444	"AT1G72330"	"ALAAT2"	chr1	+	27236004	27236079	27236038	27236079	27235764	27235919
445	"AT5G12210"	"AtRGTB1"	chr5	+	3947670	3947821	3947673	3947821	3947504	3947558
446	"AT3G17880"	"TDX"	chr3	+	6123960	6124101	6123981	6124101	6123765	6123799
447	"AT2G21880"	"RABG2"	chr2	-	9325455	9325602	9325455	9325578	9325684	9325784
448	"AT2G01220"	"AT2G01220"	chr2	+	124810	124907	124813	124907	124550	124707
449	"AT1G73090"	"AT1G73090"	chr1	+	27489339	27489560	27489423	27489560	27489203	27489266
450	"AT5G65930"	"KCBP"	chr5	-	26375107	26375207	26375107	26375204	26375292	26375859
451	"AT4G39860"	"AT4G39860"	chr4	+	18500800	18501112	18500803	18501112	18500595	18500719
452	"AT2G45770"	"CPFTSY"	chr2	+	18852175	18852234	18852196	18852234	18852026	18852085
453	"AT2G27710"	"RPP2B"	chr2	+	11816925	11817016	11816928	11817016	11816633	11816840
454	"AT5G13530"	"KEG"	chr5	+	4349758	4349880	4349761	4349880	4349245	4349403
455	"AT3G63510"	"AT3G63510"	chr3	+	23450778	23450905	23450804	23450905	23450535	23450705
456	"AT1G10600"	"AMSH2"	chr1	+	3505015	3505502	3505018	3505502	3504881	3504934
457	"AT4G27250"	"AT4G27250"	chr4	-	13643055	13643266	13643055	13643236	13643354	13643514
458	"AT5G21160"	"LARP1A"	chr5	-	7198776	7198847	7198776	7198844	7199200	7199335
459	"AT5G60980"	"AT5G60980"	chr5	+	24545428	24545494	24545431	24545494	24545230	24545352
460	"AT5G26780"	"SHM2"	chr5	+	9420528	9420654	9420576	9420654	9420380	9420446
461	"AT3G49720"	"AT3G49720"	chr3	-	18441532	18441702	18441532	18441688	18442067	18442198
462	"AT5G06220"	"AT5G06220"	chr5	+	1882584	1882811	1882740	1882811	1882431	1882504
463	"AT5G06220"	"AT5G06220"	chr5	+	1883931	1883998	1883934	1883998	1883709	1883813
464	"AT5G28840"	"GME"	chr5	-	10863614	10864044	10863614	10864025	10864725	10864903
465	"AT2G05830"	"AT2G05830"	chr2	+	2230040	2230199	2230053	2230199	2229910	2229966
466	"AT4G13730"	"AT4G13730"	chr4	+	7971865	7972018	7971898	7972018	7971109	7971214
467	"AT2G32310"	"AT2G32310"	chr2	+	13725846	13726007	13725883	13726007	13725550	13725751
468	"AT1G27752"	"AT1G27752"	chr1	+	9663958	9664053	9663969	9664053	9663087	9663149
469	"AT1G50260"	"NTMC2T5.1"	chr1	-	18619551	18619757	18619551	18619653	18620330	18620572
470	"AT4G09680"	"CTC1"	chr4	+	6118834	6119026	6118897	6119026	6118673	6118751
471	"AT2G36360"	"AT2G36360"	chr2	-	15244303	15244498	15244303	15244477	15244576	15244659
472	"AT2G36360"	"AT2G36360"	chr2	-	15246646	15246762	15246646	15246743	15246849	15246886
473	"AT2G36360"	"AT2G36360"	chr2	-	15246857	15246910	15246857	15246886	15246974	15247113
474	"AT4G23895"	"AT4G23895"	chr4	+	12422855	12423010	12422861	12423010	12422423	12422504
475	"AT1G17455"	"EFL4"	chr1	+	5997885	5998475	5997893	5998475	5997179	5997399
476	"AT2G47640"	"AT2G47640"	chr2	+	19537859	19537937	19537862	19537937	19537504	19537529
477	"AT4G39180"	"SFH2"	chr4	-	18244702	18244847	18244702	18244844	18244921	18245011
478	"AT3G11930"	"AT3G11930"	chr3	+	3776912	3777016	3776915	3777016	3776236	3776659
479	"AT2G01690"	"VAC14"	chr2	-	312420	312452	312420	312449	312532	312652
480	"AT2G32690"	"ATGRP23"	chr2	-	13863716	13864112	13863716	13864049	13864136	13864596
481	"AT5G58787"	"AT5G58787"	chr5	+	23743808	23744034	23743853	23744034	23743645	23743712
482	"AT3G57320"	"AT3G57320"	chr3	+	21210538	21210863	21210567	21210863	21210407	21210499
483	"AT4G04460"	"APA3"	chr4	+	2226917	2226982	2226929	2226982	2226725	2226839
484	"AT4G37090"	"AT4G37090"	chr4	+	17477483	17477536	17477489	17477536	17477231	17477400
485	"AT5G13950"	"AT5G13950"	chr5	-	4500348	4500431	4500348	4500427	4500605	4500681
486	"AT3G22950"	"ARFC1"	chr3	-	8137321	8137542	8137321	8137525	8137769	8137925
487	"AT1G69530"	"EXPA1"	chr1	+	26143108	26143496	26143111	26143496	26142744	26143034
488	"AT2G37480"	"AT2G37480"	chr2	+	15739249	15739848	15739252	15739848	15738603	15738899
489	"AT5G62640"	"ELF5"	chr5	-	25150537	25150911	25150537	25150893	25151011	25151093
490	"AT4G38220"	"AT4G38220"	chr4	+	17926508	17926742	17926517	17926742	17926233	17926371
491	"AT5G14610"	"RH46"	chr5	+	4714589	4715069	4714592	4715069	4714116	4714506
492	"AT1G08630"	"THA1"	chr1	-	2744474	2744533	2744474	2744491	2744613	2744818
493	"AT1G08630"	"THA1"	chr1	-	2745242	2745702	2745242	2745693	2746403	2746477
494	"AT3G25690"	"CHUP1"	chr3	+	9354382	9355147	9354805	9355147	9354249	9354314
495	"AT3G10480"	"ANAC050"	chr3	+	3265472	3265658	3265475	3265658	3265103	3265381
496	"AT3G22260"	"AT3G22260"	chr3	+	7873334	7873548	7873349	7873548	7873180	7873237
497	"AT3G23610"	"DSPTP1"	chr3	+	8479495	8479857	8479606	8479857	8479253	8479399
498	"AT1G44780"	"AT1G44780"	chr1	+	16911209	16911289	16911212	16911289	16910814	16911132
499	"AT1G68080"	"AT1G68080"	chr1	+	25518200	25518296	25518260	25518296	25518034	25518107
500	"AT4G26570"	"CBL3"	chr4	-	13409246	13409367	13409246	13409355	13409441	13409501
501	"AT5G13750"	"ZIFL1"	chr5	+	4440803	4440892	4440805	4440892	4440667	4440712
502	"AT2G19950"	"GC1"	chr2	-	8620066	8620714	8620066	8620705	8620808	8620858
503	"AT3G06530"	"AT3G06530"	chr3	+	2024720	2024809	2024726	2024809	2024468	2024617
504	"AT2G35035"	"URED"	chr2	-	14764492	14764537	14764492	14764521	14764635	14764710
505	"AT2G34410"	"AT2G34410"	chr2	+	14519574	14519647	14519613	14519647	14519441	14519498
506	"AT1G80490"	"TPR1"	chr1	-	30264999	30265109	30264999	30265106	30265248	30265372
507	"AT1G80490"	"TPR1"	chr1	-	30266366	30266540	30266366	30266508	30266899	30267038
508	"AT4G17420"	"AT4G17420"	chr4	-	9723138	9723199	9723138	9723169	9723344	9723440
509	"AT5G39330"	"AT5G39330"	chr5	+	15746730	15747119	15746736	15747119	15746233	15746624
510	"AT5G37530"	"AT5G37530"	chr5	+	14906875	14906969	14906878	14906969	14906710	14906757
511	"AT1G52410"	"TSA1"	chr1	+	19522857	19522926	19522869	19522926	19522711	19522759
512	"AT4G16990"	"RLM3"	chr4	+	9563014	9563187	9563017	9563187	9562674	9562885
513	"AT4G16990"	"RLM3"	chr4	+	9564676	9564941	9564691	9564941	9564476	9564596
514	"AT4G17730"	"SYP23"	chr4	+	9866634	9867022	9866695	9867022	9866424	9866524
515	"AT4G00560"	"AT4G00560"	chr4	-	241024	241370	241024	241155	241458	241646
516	"AT5G63370"	"CDKG1"	chr5	-	25383905	25386785	25383905	25386782	25387099	25387224
517	"AT4G34430"	"SWI3D"	chr4	+	16463651	16464250	16463657	16464250	16463378	16463542
518	"AT4G34430"	"SWI3D"	chr4	+	16464636	16465323	16464639	16465323	16464349	16464540
519	"AT2G15280"	"RTNLB10"	chr2	+	6641241	6641414	6641288	6641414	6640810	6640952
520	"AT2G41710"	"AT2G41710"	chr2	-	17401535	17401601	17401535	17401586	17401666	17401740
521	"AT5G07380"	"AT5G07380"	chr5	+	2333016	2333143	2333019	2333143	2332825	2332936
522	"AT5G07380"	"AT5G07380"	chr5	+	2335856	2336063	2335866	2336063	2335243	2335755
523	"AT2G47060"	"AT2G47060"	chr2	-	19334101	19334228	19334101	19334211	19334325	19334579
524	"AT5G46430"	"RPL32B"	chr5	+	18833414	18833518	18833418	18833518	18833266	18833301
525	"AT5G13890"	"AT5G13890"	chr5	-	4478842	4479172	4478842	4479153	4479906	4480921
526	"AT2G43795"	"AT2G43795"	chr2	-	18141439	18141510	18141439	18141506	18141600	18141736
527	"AT4G02640"	"BZIP10"	chr4	+	1154957	1155144	1154975	1155144	1154529	1154611
528	"AT3G51150"	"AT3G51150"	chr3	+	19005767	19006093	19005773	19006093	19004473	19005661
529	"AT2G40670"	"ARR16"	chr2	+	16970839	16970913	16970842	16970913	16970684	16970762
530	"AT5G49650"	"XK-2"	chr5	+	20155076	20155251	20155081	20155251	20154895	20154990
531	"AT1G72640"	"AT1G72640"	chr1	-	27347584	27347661	27347584	27347658	27347769	27347856
532	"AT3G27340"	"AT3G27340"	chr3	+	10122531	10122935	10122562	10122935	10122353	10122418
533	"AT1G23570"	"AT1G23570"	chr1	-	8355588	8355938	8355588	8355732	8356052	8356232
534	"AT2G03937"	"AT2G03937"	chr2	+	1224613	1224753	1224662	1224753	1224388	1224477
535	"AT1G33470"	"AT1G33470"	chr1	+	12145683	12145942	12145686	12145942	12145573	12145610
536	"AT4G34460"	"GB1"	chr4	-	16477520	16477645	16477520	16477634	16477723	16478081
537	"AT4G34460"	"GB1"	chr4	-	16478993	16479088	16478993	16479073	16479160	16479506
538	"AT1G02205"	"CER1"	chr1	+	421719	421908	421734	421908	421525	421633
539	"AT3G56210"	"AT3G56210"	chr3	-	20853492	20854149	20853492	20854143	20854308	20854434
540	"AT3G25560"	"NIK2"	chr3	-	9281653	9281728	9281653	9281725	9281824	9281968
541	"AT5G63440"	"AT5G63440"	chr5	+	25407020	25407135	25407028	25407135	25406301	25406474
542	"AT5G58330"	"AT5G58330"	chr5	-	23581929	23582023	23581929	23582020	23582114	23582395
543	"AT4G28250"	"EXPB3"	chr4	-	14000950	14001080	14000950	14001062	14001388	14001689
544	"AT4G21860"	"MSRB2"	chr4	-	11600004	11600396	11600004	11600386	11600477	11600634
545	"AT5G15540"	"EMB2773"	chr5	-	5055961	5056217	5055961	5056209	5056550	5056646
546	"AT1G44770"	"AT1G44770"	chr1	-	16908654	16908866	16908654	16908863	16908942	16909060
547	"AT1G79280"	"NUA"	chr1	-	29826789	29826888	29826789	29826869	29826952	29827087
548	"AT4G21150"	"RPN2"	chr4	+	11278630	11278791	11278643	11278791	11278402	11278538
549	"AT5G44110"	"ABCI21"	chr5	-	17754063	17754482	17754063	17754480	17754560	17754647
550	"AT3G04370"	"CRRSP39"	chr3	+	1160148	1160517	1160151	1160517	1159422	1159892
551	"AT3G53930"	"AT3G53930"	chr3	+	19969264	19969629	19969267	19969629	19968797	19969168
552	"AT5G43930"	"AT5G43930"	chr5	+	17678671	17679537	17678677	17679537	17678479	17678605
553	"AT5G51950"	"AT5G51950"	chr5	-	21107723	21108365	21107723	21108352	21108477	21108605
554	"AT1G01320"	"AT1G01320"	chr1	-	121492	123501	121492	123495	123578	123669
555	"AT1G01320"	"AT1G01320"	chr1	-	124920	125046	124920	125022	125133	125226
556	"AT5G47740"	"AT5G47740"	chr5	+	19339242	19339364	19339248	19339364	19339035	19339154
557	"AT4G32330"	"AT4G32330"	chr4	+	15610856	15610956	15610859	15610956	15610667	15610739
558	"AT5G60580"	"AT5G60580"	chr5	+	24356204	24356305	24356225	24356305	24356052	24356143
559	"AT1G57870"	"ASK4"	chr1	-	21434736	21434972	21434736	21434968	21435252	21435369
560	"AT4G24270"	"EMB140"	chr4	-	12581600	12581997	12581600	12581994	12582107	12582252
561	"AT1G80245"	"AT1G80245"	chr1	+	30174538	30174627	30174545	30174627	30174177	30174289
562	"AT1G57943"	"PUP17"	chr1	-	21437601	21438758	21437601	21438755	21438849	21438889
563	"AT1G72250"	"AT1G72250"	chr1	+	27194728	27194805	27194742	27194805	27194438	27194649
564	"AT1G53670"	"MSRB1"	chr1	+	20037641	20037839	20037662	20037839	20037461	20037527
565	"AT1G53910"	"RAP2-12"	chr1	+	20135799	20136970	20135805	20136970	20135111	20135536
566	"AT5G23080"	"TGH"	chr5	-	7746183	7746258	7746183	7746255	7746432	7746519
567	"AT5G53900"	"AT5G53900"	chr5	-	21882328	21882734	21882328	21882434	21882856	21882907
568	"AT2G39920"	"AT2G39920"	chr2	-	16663016	16663369	16663016	16663366	16663447	16663651
